mode,family,n,reuse,consumer,form,build,analysis_bytes,requested_bytes,peak_above_start,consumer_retained_bytes,wall_median_ns,wall_min_ns,wall_max_ns
scan,stable_history,0,1,query,original,conservative,0,9009,4589,0,8702,7420,12927
scan,stable_history,0,1,query,original,precise,0,9009,4589,0,11798,7416,20189
scan,stable_history,0,1,query,eliminated,conservative,349,9358,4589,0,13289,12835,15589
scan,stable_history,0,1,query,eliminated,precise,349,9358,4589,0,13579,8501,13776
scan,stable_history,0,1,prepared,original,conservative,0,9009,4628,151,13114,9184,14452
scan,stable_history,0,1,prepared,original,precise,0,9009,4628,151,9450,7453,14001
scan,stable_history,0,1,prepared,eliminated,conservative,349,9358,4628,151,13599,7129,14380
scan,stable_history,0,1,prepared,eliminated,precise,349,9358,4628,151,13611,12990,15092
scan,stable_history,0,4,query,original,conservative,0,18792,4589,0,17048,10466,27009
scan,stable_history,0,4,query,original,precise,0,18792,4589,0,16844,11364,18592
scan,stable_history,0,4,query,eliminated,conservative,349,19141,4589,0,20760,18029,30642
scan,stable_history,0,4,query,eliminated,precise,349,19141,4589,0,19442,18067,25507
scan,stable_history,0,4,prepared,original,conservative,0,18792,5081,604,19783,18637,24725
scan,stable_history,0,4,prepared,original,precise,0,18792,5081,604,21352,18964,26385
scan,stable_history,0,4,prepared,eliminated,conservative,349,19141,5081,604,19455,12174,20830
scan,stable_history,0,4,prepared,eliminated,precise,349,19141,5081,604,20132,19514,32361
scan,stable_history,3,1,query,original,conservative,0,180685,43446,0,362017,299033,580788
scan,stable_history,3,1,query,original,precise,0,180685,43446,0,549824,280234,659736
scan,stable_history,3,1,query,eliminated,conservative,349,181034,43446,0,360561,303235,590285
scan,stable_history,3,1,query,eliminated,precise,349,181034,43446,0,596793,332044,618926
scan,stable_history,3,1,prepared,original,conservative,0,180685,43446,10211,480097,288290,581026
scan,stable_history,3,1,prepared,original,precise,0,180685,43446,10211,545747,375109,578322
scan,stable_history,3,1,prepared,eliminated,conservative,349,181034,43446,10211,366510,322532,610898
scan,stable_history,3,1,prepared,eliminated,precise,349,181034,43446,10211,547116,285207,580315
scan,stable_history,3,4,query,original,conservative,0,605896,43446,0,1993648,1035575,2103023
scan,stable_history,3,4,query,original,precise,0,605896,43446,0,1671234,1028665,2183345
scan,stable_history,3,4,query,eliminated,conservative,349,606245,43446,0,1107650,1047662,2110581
scan,stable_history,3,4,query,eliminated,precise,349,606245,43446,0,1994165,1227949,2030369
scan,stable_history,3,4,prepared,original,conservative,0,605896,74079,40844,2049628,1056230,2120102
scan,stable_history,3,4,prepared,original,precise,0,605896,74079,40844,2048634,1377172,2213099
scan,stable_history,3,4,prepared,eliminated,conservative,349,606245,74079,40844,2049755,1193508,2099098
scan,stable_history,3,4,prepared,eliminated,precise,349,606245,74079,40844,1221235,1057889,1872500
scan,reset_history,0,1,query,original,conservative,0,9393,4781,0,13231,12680,13923
scan,reset_history,0,1,query,original,precise,0,9393,4781,0,13544,12878,14746
scan,reset_history,0,1,query,eliminated,conservative,541,9934,4781,0,13710,13105,14914
scan,reset_history,0,1,query,eliminated,precise,541,9934,4781,0,14070,13334,14865
scan,reset_history,0,1,prepared,original,conservative,0,9393,4820,151,14359,13173,27807
scan,reset_history,0,1,prepared,original,precise,0,9393,4820,151,13075,12971,14932
scan,reset_history,0,1,prepared,eliminated,conservative,541,9934,4820,151,14617,13727,18382
scan,reset_history,0,1,prepared,eliminated,precise,541,9934,4820,151,13839,8758,26482
scan,reset_history,0,4,query,original,conservative,0,19176,4781,0,17624,9067,120986
scan,reset_history,0,4,query,original,precise,0,19176,4781,0,17704,9237,20689
scan,reset_history,0,4,query,eliminated,conservative,541,19717,4781,0,18049,9346,23248
scan,reset_history,0,4,query,eliminated,precise,541,19717,4781,0,17841,12152,20810
scan,reset_history,0,4,prepared,original,conservative,0,19176,5273,604,19712,13948,25742
scan,reset_history,0,4,prepared,original,precise,0,19176,5273,604,19915,11172,26969
scan,reset_history,0,4,prepared,eliminated,conservative,541,19717,5273,604,20522,19715,22912
scan,reset_history,0,4,prepared,eliminated,precise,541,19717,5273,604,20633,11088,22507
scan,reset_history,3,1,query,original,conservative,0,186445,43638,0,562547,352040,615840
scan,reset_history,3,1,query,original,precise,0,186445,43638,0,550416,364462,670451
scan,reset_history,3,1,query,eliminated,conservative,541,185450,43638,0,550407,292294,721739
scan,reset_history,3,1,query,eliminated,precise,541,185450,43638,0,551470,292801,589375
scan,reset_history,3,1,prepared,original,conservative,0,186445,43638,10211,555609,295383,594832
scan,reset_history,3,1,prepared,original,precise,0,186445,43638,10211,550826,365508,682212
scan,reset_history,3,1,prepared,eliminated,conservative,541,185450,43638,10211,573582,556195,608617
scan,reset_history,3,1,prepared,eliminated,precise,541,185450,43638,10211,557025,287573,653257
scan,reset_history,3,4,query,original,conservative,0,627784,43638,0,1256908,1077583,2524648
scan,reset_history,3,4,query,original,precise,0,627784,43638,0,1142303,1055245,2253282
scan,reset_history,3,4,query,eliminated,conservative,541,622181,43638,0,2035790,1027629,2332386
scan,reset_history,3,4,query,eliminated,precise,541,622181,43638,0,1698668,1116203,1936870
scan,reset_history,3,4,prepared,original,conservative,0,627784,74271,40844,1621011,1252228,2075637
scan,reset_history,3,4,prepared,original,precise,0,627784,74271,40844,1596595,1086553,2217358
scan,reset_history,3,4,prepared,eliminated,conservative,541,622181,74271,40844,1559874,1082259,2354677
scan,reset_history,3,4,prepared,eliminated,precise,541,622181,74271,40844,1265316,1075546,2190412
scan,constructor,0,1,query,original,conservative,0,9597,4883,0,11594,8909,12609
scan,constructor,0,1,query,original,precise,0,9597,4883,0,11843,11080,14070
scan,constructor,0,1,query,eliminated,conservative,643,10036,4781,0,10840,7405,15450
scan,constructor,0,1,query,eliminated,precise,643,10036,4781,0,13466,13316,21650
scan,constructor,0,1,prepared,original,conservative,0,9597,4922,151,13257,7575,17685
scan,constructor,0,1,prepared,original,precise,0,9597,4922,151,12287,12105,13242
scan,constructor,0,1,prepared,eliminated,conservative,643,10036,4820,151,13913,9617,14166
scan,constructor,0,1,prepared,eliminated,precise,643,10036,4820,151,13490,7666,16680
scan,constructor,0,4,query,original,conservative,0,19380,4883,0,19329,9673,32007
scan,constructor,0,4,query,original,precise,0,19380,4883,0,18024,11375,25888
scan,constructor,0,4,query,eliminated,conservative,643,19819,4781,0,18246,17535,20621
scan,constructor,0,4,query,eliminated,precise,643,19819,4781,0,21689,18572,29210
scan,constructor,0,4,prepared,original,conservative,0,19380,5375,604,22584,12259,24047
scan,constructor,0,4,prepared,original,precise,0,19380,5375,604,22272,21252,24082
scan,constructor,0,4,prepared,eliminated,conservative,643,19819,5273,604,20232,11281,22099
scan,constructor,0,4,prepared,eliminated,precise,643,19819,5273,604,22029,21556,28504
scan,constructor,3,1,query,original,conservative,0,202969,52348,0,590651,362134,724583
scan,constructor,3,1,query,original,precise,0,202969,52348,0,343472,317619,741369
scan,constructor,3,1,query,eliminated,conservative,643,185552,43638,0,553917,364436,573674
scan,constructor,3,1,query,eliminated,precise,643,185552,43638,0,567228,284420,600279
scan,constructor,3,1,prepared,original,conservative,0,202969,52348,10211,582795,322439,641204
scan,constructor,3,1,prepared,original,precise,0,202969,52348,10211,583081,570457,680223
scan,constructor,3,1,prepared,eliminated,conservative,643,185552,43638,10211,651522,565299,716757
scan,constructor,3,1,prepared,eliminated,precise,643,185552,43638,10211,574267,312580,621768
scan,constructor,3,4,query,original,conservative,0,693268,52348,0,1150392,1121304,1373381
scan,constructor,3,4,query,original,precise,0,693268,52348,0,1523651,1117273,2651776
scan,constructor,3,4,query,eliminated,conservative,643,622283,43638,0,1290786,1054362,2119195
scan,constructor,3,4,query,eliminated,precise,643,622283,43638,0,1264883,1098779,1686420
scan,constructor,3,4,prepared,original,conservative,0,693268,82981,40844,1989556,1208886,2309120
scan,constructor,3,4,prepared,original,precise,0,693268,82981,40844,1302931,1153396,2293762
scan,constructor,3,4,prepared,eliminated,conservative,643,622283,74271,40844,1086217,1064337,2047520
scan,constructor,3,4,prepared,eliminated,precise,643,622283,74271,40844,1250413,1223916,1785223
scan,dynamic,0,1,query,original,conservative,0,11270,5248,0,13255,9894,144490
scan,dynamic,0,1,query,original,precise,0,11270,5248,0,13449,7640,15160
scan,dynamic,0,1,query,eliminated,conservative,935,12205,5248,0,14529,9503,21630
scan,dynamic,0,1,query,eliminated,precise,935,12205,5248,0,14925,10188,19911
scan,dynamic,0,1,prepared,original,conservative,0,11270,5248,151,13411,7743,22699
scan,dynamic,0,1,prepared,original,precise,0,11270,5248,151,14024,9371,14566
scan,dynamic,0,1,prepared,eliminated,conservative,935,12205,5248,151,13995,10864,16866
scan,dynamic,0,1,prepared,eliminated,precise,935,12205,5248,151,14535,14130,27005
scan,dynamic,0,4,query,original,conservative,0,22547,5248,0,21603,20775,23530
scan,dynamic,0,4,query,original,precise,0,22547,5248,0,21063,20658,25983
scan,dynamic,0,4,query,eliminated,conservative,935,23482,5248,0,24403,23114,30546
scan,dynamic,0,4,query,eliminated,precise,935,23482,5248,0,23727,23451,26390
scan,dynamic,0,4,prepared,original,conservative,0,22547,5701,604,23283,14370,24545
scan,dynamic,0,4,prepared,original,precise,0,22547,5701,604,24161,14878,25182
scan,dynamic,0,4,prepared,eliminated,conservative,935,23482,5701,604,26358,23447,27955
scan,dynamic,0,4,prepared,eliminated,precise,935,23482,5701,604,24131,13028,36234
scan,dynamic,3,1,query,original,conservative,0,364684,66981,0,756513,449375,1033506
scan,dynamic,3,1,query,original,precise,0,364684,66981,0,767329,533896,961557
scan,dynamic,3,1,query,eliminated,conservative,935,365619,66981,0,767728,551417,991590
scan,dynamic,3,1,query,eliminated,precise,935,365619,66981,0,761877,466962,841630
scan,dynamic,3,1,prepared,original,conservative,0,364684,66981,12745,508070,450020,796943
scan,dynamic,3,1,prepared,original,precise,0,364684,66981,12745,772588,411692,799831
scan,dynamic,3,1,prepared,eliminated,conservative,935,365619,66981,12745,751840,546379,762830
scan,dynamic,3,1,prepared,eliminated,precise,935,365619,66981,12745,746949,548350,766558
scan,dynamic,3,4,query,original,conservative,0,1236277,66981,0,1878997,1554253,2376719
scan,dynamic,3,4,query,original,precise,0,1236277,66981,0,2306092,1504091,2723092
scan,dynamic,3,4,query,eliminated,conservative,935,1237212,66981,0,1624415,1481229,1868191
scan,dynamic,3,4,query,eliminated,precise,935,1237212,66981,0,1528012,1504680,2785428
scan,dynamic,3,4,prepared,original,conservative,0,1236277,105216,50980,1726597,1457195,2798513
scan,dynamic,3,4,prepared,original,precise,0,1236277,105216,50980,2039122,1470162,2722888
scan,dynamic,3,4,prepared,eliminated,conservative,935,1237212,105216,50980,1764907,1497096,3494064
scan,dynamic,3,4,prepared,eliminated,precise,935,1237212,105216,50980,1774077,1572375,2012563
scan,delayed,0,1,query,original,conservative,0,25015,9962,0,28481,28257,30452
scan,delayed,0,1,query,original,precise,0,25015,9962,0,29355,18507,55745
scan,delayed,0,1,query,eliminated,conservative,4016,29031,13278,0,38572,28673,39837
scan,delayed,0,1,query,eliminated,precise,4016,29031,13278,0,39604,36614,54616
scan,delayed,0,1,prepared,original,conservative,0,25015,9962,151,28732,26881,30000
scan,delayed,0,1,prepared,original,precise,0,25015,9962,151,27821,17835,30558
scan,delayed,0,1,prepared,eliminated,conservative,4016,29031,13278,151,36661,27964,38651
scan,delayed,0,1,prepared,eliminated,precise,4016,29031,13278,151,36374,36275,39068
scan,delayed,0,4,query,original,conservative,0,42550,9962,0,42705,42489,52315
scan,delayed,0,4,query,original,precise,0,42550,9962,0,43073,42411,49662
scan,delayed,0,4,query,eliminated,conservative,4016,46566,13278,0,51139,30884,58119
scan,delayed,0,4,query,eliminated,precise,4016,46566,13278,0,53442,38809,55177
scan,delayed,0,4,prepared,original,conservative,0,42550,10415,604,45413,43911,52235
scan,delayed,0,4,prepared,original,precise,0,42550,10415,604,44445,26052,55852
scan,delayed,0,4,prepared,eliminated,conservative,4016,46566,13278,604,52335,51518,57690
scan,delayed,0,4,prepared,eliminated,precise,4016,46566,13278,604,53008,36479,106728
scan,delayed,3,1,query,original,conservative,0,271188,89765,0,409122,393052,418658
scan,delayed,3,1,query,original,precise,0,271188,89765,0,292230,264041,434699
scan,delayed,3,1,query,eliminated,conservative,4016,275204,89765,0,435154,400080,551817
scan,delayed,3,1,query,eliminated,precise,4016,275204,89765,0,442570,403466,500007
scan,delayed,3,1,prepared,original,conservative,0,271188,89765,22016,424881,401300,517180
scan,delayed,3,1,prepared,original,precise,0,271188,89765,22016,431377,396438,563422
scan,delayed,3,1,prepared,eliminated,conservative,4016,275204,89765,22016,411769,231078,479784
scan,delayed,3,1,prepared,eliminated,precise,4016,275204,89765,22016,402031,281462,448167
scan,delayed,3,4,query,original,conservative,0,995745,89765,0,1330748,889750,1493604
scan,delayed,3,4,query,original,precise,0,995745,89765,0,987131,857081,1514297
scan,delayed,3,4,query,eliminated,conservative,4016,999761,89765,0,999250,821622,1606417
scan,delayed,3,4,query,eliminated,precise,4016,999761,89765,0,859712,845573,1429068
scan,delayed,3,4,prepared,original,conservative,0,995745,155349,88064,1388172,879918,1555905
scan,delayed,3,4,prepared,original,precise,0,995745,155349,88064,1050971,915172,1947950
scan,delayed,3,4,prepared,eliminated,conservative,4016,999761,155349,88064,1334550,840858,1654149
scan,delayed,3,4,prepared,eliminated,precise,4016,999761,155349,88064,1599413,1295720,1675095
scan,independent,0,1,query,original,conservative,0,24615,9770,0,28449,17408,33625
scan,independent,0,1,query,original,precise,0,24615,9770,0,27744,27592,29979
scan,independent,0,1,query,eliminated,conservative,3816,28431,12686,0,33908,33446,36361
scan,independent,0,1,query,eliminated,precise,3816,28431,12686,0,35930,33407,108291
scan,independent,0,1,prepared,original,conservative,0,24615,9770,151,31095,17227,49894
scan,independent,0,1,prepared,original,precise,0,24615,9770,151,28216,27682,31425
scan,independent,0,1,prepared,eliminated,conservative,3816,28431,12686,151,34458,33700,37930
scan,independent,0,1,prepared,eliminated,precise,3816,28431,12686,151,33982,33252,36130
scan,independent,0,4,query,original,conservative,0,42150,9770,0,43287,37132,46754
scan,independent,0,4,query,original,precise,0,42150,9770,0,45599,43854,46742
scan,independent,0,4,query,eliminated,conservative,3816,45966,12686,0,48071,32056,56655
scan,independent,0,4,query,eliminated,precise,3816,45966,12686,0,49215,47316,57048
scan,independent,0,4,prepared,original,conservative,0,42150,10223,604,45166,43170,60087
scan,independent,0,4,prepared,original,precise,0,42150,10223,604,34850,27791,44856
scan,independent,0,4,prepared,eliminated,conservative,3816,45966,12686,604,54370,31700,56083
scan,independent,0,4,prepared,eliminated,precise,3816,45966,12686,604,48137,37221,52515
scan,independent,3,1,query,original,conservative,0,216084,81893,0,323399,300510,571288
scan,independent,3,1,query,original,precise,0,216084,81893,0,318882,181792,375171
scan,independent,3,1,query,eliminated,conservative,3816,219900,81893,0,303154,187164,309336
scan,independent,3,1,query,eliminated,precise,3816,219900,81893,0,325085,285003,373066
scan,independent,3,1,prepared,original,conservative,0,216084,81893,22016,299683,210093,301296
scan,independent,3,1,prepared,original,precise,0,216084,81893,22016,296130,214773,301497
scan,independent,3,1,prepared,eliminated,conservative,3816,219900,81893,22016,231849,181181,265714
scan,independent,3,1,prepared,eliminated,precise,3816,219900,81893,22016,313090,240031,403218
scan,independent,3,4,query,original,conservative,0,776529,81893,0,1046226,642995,1052165
scan,independent,3,4,query,original,precise,0,776529,81893,0,1053672,808076,1157112
scan,independent,3,4,query,eliminated,conservative,3816,780345,81893,0,1037349,644774,1192922
scan,independent,3,4,query,eliminated,precise,3816,780345,81893,0,1051255,651796,1226410
scan,independent,3,4,prepared,original,conservative,0,776529,147477,88064,755216,670437,1139828
scan,independent,3,4,prepared,original,precise,0,776529,147477,88064,1137590,631412,1157771
scan,independent,3,4,prepared,eliminated,conservative,3816,780345,147477,88064,1162743,681928,1443594
scan,independent,3,4,prepared,eliminated,precise,3816,780345,147477,88064,788294,689024,1085899
contextual,stable_history,0,1,query,original,conservative,0,3611,2264,0,5859,4724,7101
contextual,stable_history,0,1,query,original,precise,0,3611,2264,0,5559,3351,5921
contextual,stable_history,0,1,query,eliminated,conservative,349,3960,2264,0,6280,5686,6817
contextual,stable_history,0,1,query,eliminated,precise,349,3960,2264,0,6220,3716,9153
contextual,stable_history,0,1,prepared,original,conservative,0,3611,2415,151,5366,3811,5845
