mode,family,choices,depth,reuse,schedule,requested_bytes,peak_above_start,wall_median_ns,wall_min_ns,wall_max_ns
counted-demand,independent,3,0,1,mixed,183345,35676,92720,73895,173347
counted-demand,independent,3,0,4,eligible,624262,35676,383004,275303,397092
counted-demand,independent,3,0,4,mixed,461471,35676,332703,285919,425617
counted-demand,independent,3,1,1,eligible,174006,35825,129011,88006,136307
counted-demand,independent,3,1,1,mixed,183794,35825,128534,92724,135348
counted-demand,independent,3,1,4,eligible,625557,35825,398398,259575,655789
counted-demand,independent,3,1,4,mixed,458729,35825,242508,210910,341828
counted-demand,independent,3,16,1,eligible,181776,38060,140063,93220,370284
counted-demand,independent,3,16,1,mixed,191201,38060,150912,147983,177986
counted-demand,independent,3,16,4,eligible,644982,38060,295171,270924,412701
counted-demand,independent,3,16,4,mixed,524393,41550,374678,280580,469286
counted-demand,early,0,0,1,eligible,25710,7816,25227,24228,36209
counted-demand,early,0,0,1,mixed,27326,7816,25545,17404,26960
counted-demand,early,0,0,4,eligible,75690,7816,59477,31778,62957
counted-demand,early,0,0,4,mixed,68386,7816,53731,28454,59546
counted-demand,early,0,1,1,eligible,26708,8061,28942,18216,40951
counted-demand,early,0,1,1,mixed,28639,8061,29962,16751,40902
counted-demand,early,0,1,4,eligible,78185,8061,73945,37593,82334
counted-demand,early,0,1,4,mixed,63768,8061,41596,36418,67154
counted-demand,early,0,16,1,eligible,34286,10200,37826,21167,42566
counted-demand,early,0,16,1,mixed,37966,11063,39971,31070,40770
counted-demand,early,0,16,4,eligible,97130,10200,70415,65178,104671
counted-demand,early,0,16,4,mixed,92700,12811,90194,88281,114958
counted-demand,early,3,0,1,eligible,67742,19492,58073,33574,61547
counted-demand,early,3,0,1,mixed,71277,19492,60195,44272,65643
counted-demand,early,3,0,4,eligible,234677,19492,163898,98162,181015
counted-demand,early,3,0,4,mixed,216270,19492,154773,112531,176528
counted-demand,early,3,1,1,eligible,68740,19737,60296,35286,71853
counted-demand,early,3,1,1,mixed,72206,19737,61644,36369,62320
counted-demand,early,3,1,4,eligible,237172,19737,166162,163726,202718
counted-demand,early,3,1,4,mixed,191318,19737,135977,104083,157140
counted-demand,early,3,16,1,eligible,76318,21876,68028,40823,71001
counted-demand,early,3,16,1,mixed,80765,21876,74181,69084,77184
counted-demand,early,3,16,4,eligible,256117,21876,191222,115225,270290
counted-demand,early,3,16,4,mixed,235046,23213,219589,168822,277946
counted-shared,common,0,0,1,eligible,24550,8040,24191,14336,28572
counted-shared,common,0,0,1,mixed,24550,8040,25567,25057,38884
counted-shared,common,0,0,4,eligible,69058,8040,56074,30540,64296
counted-shared,common,0,0,4,mixed,58938,8040,52065,51740,67013
counted-shared,common,0,1,1,eligible,25548,8285,28394,26437,34831
counted-shared,common,0,1,1,mixed,25863,8285,27962,27505,32684
counted-shared,common,0,1,4,eligible,71553,8285,74381,36354,83892
counted-shared,common,0,1,4,mixed,54512,8285,57936,40256,67222
counted-shared,common,0,16,1,eligible,33126,10424,36383,25387,36585
counted-shared,common,0,16,1,mixed,35190,10745,48224,45893,55928
counted-shared,common,0,16,4,eligible,90498,10424,98902,57612,121509
counted-shared,common,0,16,4,mixed,83444,12803,101328,100320,103302
counted-shared,common,3,0,1,eligible,120814,36408,95949,70499,97714
counted-shared,common,3,0,1,mixed,122734,36408,97236,80508,99531
counted-shared,common,3,0,4,eligible,447562,36408,272590,200374,403827
counted-shared,common,3,0,4,mixed,387436,36408,331314,204121,370407
counted-shared,common,3,1,1,eligible,121812,36653,101749,100997,122182
counted-shared,common,3,1,1,mixed,123663,36653,87407,74424,126371
counted-shared,common,3,1,4,eligible,450057,36653,336864,204014,400503
counted-shared,common,3,1,4,mixed,326644,36653,291499,177232,295138
counted-shared,common,3,16,1,eligible,129390,38792,114093,89138,114513
counted-shared,common,3,16,1,mixed,132222,38792,102628,77282,165185
counted-shared,common,3,16,4,eligible,469002,38792,302999,223155,399140
counted-shared,common,3,16,4,mixed,390788,39950,321324,237372,426431
counted-shared,independent,0,0,1,eligible,24198,7944,24415,12854,26427
counted-shared,independent,0,0,1,mixed,24150,7944,24972,24371,31427
counted-shared,independent,0,0,4,eligible,68562,7944,55315,31207,65460
counted-shared,independent,0,0,4,mixed,58394,7944,45927,29530,66196
counted-shared,independent,0,1,1,eligible,25196,8189,27850,15505,28521
counted-shared,independent,0,1,1,mixed,25463,8189,29005,17179,30322
counted-shared,independent,0,1,4,eligible,71057,8189,60637,59406,74753
counted-shared,independent,0,1,4,mixed,53968,8189,54793,31096,61414
counted-shared,independent,0,16,1,eligible,32774,10328,36099,20565,41282
counted-shared,independent,0,16,1,mixed,34790,10649,45148,41996,62505
counted-shared,independent,0,16,4,eligible,90002,10328,95472,67718,106752
counted-shared,independent,0,16,4,mixed,82900,12707,100099,80829,237177
counted-shared,independent,3,0,1,eligible,185626,40698,147888,88623,192379
counted-shared,independent,3,0,1,mixed,193867,40698,105380,93381,149911
counted-shared,independent,3,0,4,eligible,673726,40698,318408,296012,346664
counted-shared,independent,3,0,4,mixed,473709,40698,393271,391738,440253
counted-shared,independent,3,1,1,eligible,186144,40847,129604,95534,130772
counted-shared,independent,3,1,1,mixed,194316,40847,158691,91305,179104
counted-shared,independent,3,1,4,eligible,675021,40847,395527,335463,486435
counted-shared,independent,3,1,4,mixed,467017,40847,384429,240229,401965
counted-shared,independent,3,16,1,eligible,193914,43082,164255,106080,238261
counted-shared,independent,3,16,1,mixed,201723,43082,170313,106863,224550
counted-shared,independent,3,16,4,eligible,694446,43082,531886,392174,539837
counted-shared,independent,3,16,4,mixed,530521,48522,338255,331877,511975
counted-shared,early,0,0,1,eligible,24550,8040,24591,16306,25203
counted-shared,early,0,0,1,mixed,24550,8040,27871,17514,56772
counted-shared,early,0,0,4,eligible,69058,8040,54652,30373,63566
counted-shared,early,0,0,4,mixed,58938,8040,53215,28330,69692
counted-shared,early,0,1,1,eligible,25548,8285,26342,22737,27108
counted-shared,early,0,1,1,mixed,25863,8285,28219,17717,32046
counted-shared,early,0,1,4,eligible,71553,8285,63142,39444,67956
counted-shared,early,0,1,4,mixed,54512,8285,58928,38312,70682
counted-shared,early,0,16,1,eligible,33126,10424,42972,35538,140114
counted-shared,early,0,16,1,mixed,35190,10745,41579,24389,44876
counted-shared,early,0,16,4,eligible,90498,10424,95941,66124,100813
counted-shared,early,0,16,4,mixed,83444,12803,102934,66805,107982
counted-shared,early,3,0,1,eligible,72863,22233,63229,43900,64304
counted-shared,early,3,0,1,mixed,74782,22233,63651,38047,68856
counted-shared,early,3,0,4,eligible,254621,22233,190425,114460,363600
counted-shared,early,3,0,4,mixed,221734,22233,182046,178039,200130
counted-shared,early,3,1,1,eligible,73861,22478,65790,39482,67517
counted-shared,early,3,1,1,mixed,75711,22478,67500,48600,69842
counted-shared,early,3,1,4,eligible,257116,22478,197799,116345,222707
counted-shared,early,3,1,4,mixed,190698,22478,159649,94071,177320
counted-shared,early,3,16,1,eligible,81439,24617,74157,72749,90118
counted-shared,early,3,16,1,mixed,84270,24617,76055,50581,82645
counted-shared,early,3,16,4,eligible,276061,24617,146462,137683,224711
counted-shared,early,3,16,4,mixed,233682,25807,238595,171221,239778
counted-conditional,common,0,0,1,eligible,59239,12862,75899,51033,107626
counted-conditional,common,0,0,1,mixed,56902,12862,71366,51116,76807
counted-conditional,common,0,0,4,eligible,197899,12862,211442,210955,342111
counted-conditional,common,0,0,4,mixed,165818,12862,188614,117893,199485
counted-conditional,common,0,1,1,eligible,60237,13107,76709,73626,89448
counted-conditional,common,0,1,1,mixed,58285,13107,76130,51132,109318
counted-conditional,common,0,1,4,eligible,200394,13107,188314,126547,242902
counted-conditional,common,0,1,4,mixed,151722,13107,188520,97123,216468
counted-conditional,common,0,16,1,eligible,67815,15246,89853,52535,91111
counted-conditional,common,0,16,1,mixed,78214,17254,96086,57413,111105
counted-conditional,common,0,16,4,eligible,219339,15246,176782,141895,251946
counted-conditional,common,0,16,4,mixed,233124,24330,261981,161606,290100
counted-conditional,common,3,0,1,eligible,123599,22001,188230,130393,195937
counted-conditional,common,3,0,1,mixed,121016,22001,166104,98505,178408
counted-conditional,common,3,0,4,eligible,443795,22001,599458,334381,643846
counted-conditional,common,3,0,4,mixed,410836,22001,394075,320067,533348
counted-conditional,common,3,1,1,eligible,124597,22246,187617,170005,224145
counted-conditional,common,3,1,1,mixed,122015,22246,123193,105151,209127
counted-conditional,common,3,1,4,eligible,446290,22246,554817,406645,570236
counted-conditional,common,3,1,4,mixed,395972,22246,516411,300797,1136711
counted-conditional,common,3,16,1,eligible,132175,24385,187770,119088,234258
counted-conditional,common,3,16,1,mixed,141944,24385,196106,122738,245487
counted-conditional,common,3,16,4,eligible,465235,24385,369157,353759,606677
counted-conditional,common,3,16,4,mixed,610616,47839,783559,461146,811905
counted-conditional,independent,0,0,1,eligible,58495,12766,79370,53496,92726
counted-conditional,independent,0,0,1,mixed,56158,12766,48871,42613,81411
counted-conditional,independent,0,0,4,eligible,195835,12766,211031,136507,226641
counted-conditional,independent,0,0,4,mixed,163754,12766,197993,186053,210062
counted-conditional,independent,0,1,1,eligible,59493,13011,74915,73192,99207
counted-conditional,independent,0,1,1,mixed,57541,13011,73362,41325,90415
counted-conditional,independent,0,1,4,eligible,198330,13011,222984,118462,227854
counted-conditional,independent,0,1,4,mixed,149658,13011,173858,120522,182246
counted-conditional,independent,0,16,1,eligible,67071,15150,97518,66145,104462
counted-conditional,independent,0,16,1,mixed,77470,17158,94558,57833,111418
counted-conditional,independent,0,16,4,eligible,217275,15150,249596,133869,310507
counted-conditional,independent,0,16,4,mixed,231060,24234,193085,175155,279912
counted-conditional,independent,3,0,1,eligible,643149,50944,594734,579256,1137337
counted-conditional,independent,3,0,1,mixed,640398,50944,664605,556811,933993
counted-conditional,independent,3,0,4,eligible,2485083,50944,2287314,2046685,2705271
counted-conditional,independent,3,0,4,mixed,1713746,50944,1485313,1395920,5494803
counted-conditional,independent,3,1,1,eligible,643667,51093,576243,523746,929184
counted-conditional,independent,3,1,1,mixed,640885,51093,908626,523631,1061614
counted-conditional,independent,3,1,4,eligible,2486378,51093,2367798,2090240,4210949
counted-conditional,independent,3,1,4,mixed,1688600,51093,1440393,1378536,1693466
counted-conditional,independent,3,16,1,eligible,651437,53328,605189,550692,691231
counted-conditional,independent,3,16,1,mixed,659982,53328,607187,552795,679067
counted-conditional,independent,3,16,4,eligible,2505803,53328,2694837,2390484,3063879
counted-conditional,independent,3,16,4,mixed,1886428,58999,1918451,1601099,3397370
counted-conditional,early,0,0,1,eligible,59239,12862,73929,73209,96736
counted-conditional,early,0,0,1,mixed,56902,12862,73309,71141,75098
counted-conditional,early,0,0,4,eligible,197899,12862,132847,111457,302503
counted-conditional,early,0,0,4,mixed,165818,12862,188433,182669,206114
counted-conditional,early,0,1,1,eligible,60237,13107,76291,74965,88201
counted-conditional,early,0,1,1,mixed,58285,13107,76673,73676,87121
counted-conditional,early,0,1,4,eligible,200394,13107,222780,141123,280070
counted-conditional,early,0,1,4,mixed,151722,13107,177294,109518,200574
counted-conditional,early,0,16,1,eligible,67815,15246,90427,89513,123345
counted-conditional,early,0,16,1,mixed,78214,17254,95309,94634,96265
counted-conditional,early,0,16,4,eligible,219339,15246,255552,171964,262968
counted-conditional,early,0,16,4,mixed,233124,24330,186687,155839,271635
counted-conditional,early,3,0,1,eligible,113232,19340,99641,87746,167412
counted-conditional,early,3,0,1,mixed,110649,19340,115235,93997,177605
counted-conditional,early,3,0,4,eligible,402642,19340,478255,278624,558734
counted-conditional,early,3,0,4,mixed,369763,19340,311089,255082,586948
counted-conditional,early,3,1,1,eligible,114230,19585,106306,87175,154331
counted-conditional,early,3,1,1,mixed,111648,19585,147321,103929,185223
counted-conditional,early,3,1,4,eligible,405137,19585,469147,291365,490712
counted-conditional,early,3,1,4,mixed,352339,19585,423167,293544,531165
counted-conditional,early,3,16,1,eligible,121808,21724,159638,96620,274532
counted-conditional,early,3,16,1,mixed,131577,21724,147796,114118,201300
counted-conditional,early,3,16,4,eligible,424082,21724,330425,292358,589164
counted-conditional,early,3,16,4,mixed,489967,36662,584535,518405,766797
