kind,rep,family,mode,reuse,total_ns,execution_ns,setup_ns,preparation_ns,disposal_ns,first_prepared_owner_ns,cancel_ns,requested_bytes,peak_increment_bytes
meter,0,compatible-alias,checkpoint1,1,101843,90784,6208,3004,1847,99902,98961,112104,32243
meter,0,small,indexed-cow,8,1977147,1802820,124846,16419,33062,225347,252969,2018110,107799
meter,0,work,trail,1,10826504,10673597,2886,141503,8518,9919183,11200206,4701691,1523458
meter,0,compatible-large,replay,1,1023869,879427,140790,396,3256,1020468,1045592,579789,121144
meter,0,early,trail,1,899460,864595,12569,11806,10490,888760,886643,642042,32607
meter,0,compatible-alias,checkpoint4,8,829126,759244,59832,1344,8706,102863,98520,826482,32243
meter,0,compatible-small,trail,8,346697,287665,36176,397,22459,41575,43239,549767,9415
meter,0,retained,indexed-cow,8,7322345,6261294,695133,15184,350734,594717,753329,10857102,999049
meter,0,retained,copy,8,5154173,4351027,431139,4239,367768,423515,473817,3269467,189133
meter,0,early,indexed-cow,1,520301,460111,30790,24036,5364,514815,481215,587176,147068
meter,0,compatible-small,checkpoint4,1,42102,34706,5513,404,1479,40543,52143,65485,9159
meter,0,spine,checkpoint1,1,311806,295172,2529,9059,5046,59525,50369,285702,20476
meter,0,retained,checkpoint16,1,3754662,3672634,26489,10734,44805,3523599,3493378,2311369,191565
meter,0,mutation,indexed-cow,8,24428040,23179241,840537,39990,368272,2675085,2802284,25854278,1123318
meter,0,early,replay,8,7432206,7270126,132942,4367,24771,941221,928419,5277640,32655
meter,0,spine,replay,8,75846017,75792411,17110,3342,33154,283960,299781,61195516,23004
meter,0,mutation,indexed,1,3150210,2987161,60625,51456,50968,2763340,2907076,3370176,1236142
meter,0,small,checkpoint1,8,2486716,2434075,13271,2929,36441,289303,290675,2249387,21411
meter,0,small,checkpoint16,1,2120575,2103218,2375,9435,5547,2082862,2145687,1781943,21915
meter,0,retained,checkpoint1,8,8258953,7490490,389355,3846,375262,748951,816774,6484795,191061
meter,0,deep,checkpoint4,1,8800427,8748248,2766,5290,44123,8520505,8543739,7210056,141348
meter,0,retained,replay,1,8862976,8783253,24668,10280,44775,8147199,8178630,5155801,192321
meter,0,mutation,replay,8,27719669053,27718731679,504064,13273,420037,3379105683,3436913279,20063175735,221775
meter,0,spine,replay,1,9715198,9696349,2796,10359,5694,291577,278465,7653720,23004
meter,0,spine,trail,1,405227,371600,2629,25048,5950,79890,58360,278073,103142
meter,0,work,checkpoint16,1,36650413,36623474,3232,16178,7529,36560190,35124891,23787355,31197
meter,0,spine,indexed,8,2222604,2054578,101753,12974,53299,79082,74020,1951392,73039
meter,0,early,checkpoint16,1,996269,969164,12247,9988,4870,991275,889892,664990,32655
meter,0,retained,replay,8,74341891,73562825,401172,5168,372726,8396306,8393207,41212171,192321
meter,0,early,indexed-cow,8,4123314,3777119,297315,17462,31418,532750,496542,4576280,147068
meter,0,work,checkpoint1,1,4297491,4275049,2246,13411,6785,4274938,4399494,3090063,32911
meter,0,work,indexed,1,1403168,1340253,7118,48674,7123,1349192,1386222,1108538,243997
meter,0,deep,checkpoint16,1,29489870,29376128,3954,55202,54586,28946531,28780407,23653920,141533
meter,0,compatible-small,checkpoint1,8,305682,258312,37999,361,9010,37787,42690,520135,9159
meter,0,compatible-small,replay,1,38536,32183,4681,355,1317,37132,36482,65485,9159
meter,0,linear,indexed-cow,8,1153662,796491,315300,17819,24052,166186,140140,1242210,93201
meter,0,spine,trail,8,3229970,3170622,16143,3279,39926,57447,60427,2190340,103142
meter,0,spine,indexed-cow,1,274638,234565,9830,24964,5279,96872,66150,260814,66573
meter,0,small,replay,1,5875166,5828320,2555,35612,8679,5503009,5194349,4626375,23285
meter,0,compatible-small,checkpoint16,1,43782,36463,5439,393,1487,42208,42913,65485,9159
meter,0,compatible-small,trail,1,40730,33022,4485,302,2921,37727,41339,69189,9415
meter,0,deep,indexed,8,23938193,22599589,452148,18885,867571,2441964,2826907,20739094,1271633
meter,0,linear,checkpoint1,1,126399,100199,12736,8970,4494,121812,118103,81927,27727
meter,0,compatible-alias,trail,1,123761,106706,6851,4373,5831,117809,147093,119504,32307
meter,0,small,trail,1,487912,473964,2477,4976,6495,412899,432556,301657,141152
meter,0,compatible-small,checkpoint1,1,38523,31967,4912,328,1316,37123,38685,65485,9159
meter,0,retained,indexed-cow,1,1025253,866338,82529,30327,46059,726662,790398,1370268,999049
meter,0,work,trail,8,90615982,90525388,27303,10206,53085,9770031,11098114,37569001,1523458
meter,0,compatible-alias,checkpoint16,8,845930,775388,60535,1290,8717,103025,108857,826482,32243
meter,0,compatible-alias,indexed,8,1060573,934767,100457,16739,8610,151972,123187,1408015,57287
meter,0,mutation,copy,1,10522984,10389575,26095,23035,84279,10246935,10377803,7402587,206657
meter,0,compatible-large,indexed-cow,1,764829,129507,626093,3889,5340,759313,1790692,239022,126947
meter,0,compatible-small,replay,8,311537,263089,39022,353,9073,38147,38643,520135,9159
meter,0,late,indexed-cow,8,7318633,6950008,311879,20240,36506,878890,917509,7021404,229360
meter,0,retained,trail,8,7457371,6484469,415966,4814,552122,598817,749410,3752859,205828
meter,0,compatible-large,checkpoint1,8,8586217,7293192,1268104,578,24343,1066139,1071564,4634567,121144
meter,0,compatible-alias,checkpoint1,8,839427,765179,62923,1607,9718,96190,112973,826482,32243
meter,0,early,indexed,1,531945,476345,29118,21496,4986,526851,531787,644192,162042
meter,0,retained,trail,1,921599,788464,27293,17140,88702,609429,688631,473387,205828
meter,0,deep,copy,1,3510167,3383455,2887,56554,67271,3277781,3406057,2762660,144874
meter,0,compatible-alias,checkpoint4,1,113762,102639,6313,3026,1784,111866,103705,112104,32243
meter,0,deep,replay,1,157916837,157801544,4244,62282,48767,148895494,156895220,127152756,143338
meter,0,linear,checkpoint4,1,131394,105617,12720,8736,4321,126968,116511,81927,27727
meter,0,mutation,indexed,8,25800134,24485795,880830,42180,391329,2732084,3022761,26765646,1236142
meter,0,late,indexed,1,907817,839383,33156,29539,5739,901943,896065,890267,236446
meter,0,compatible-large,checkpoint16,8,8773930,7406887,1341060,661,25322,1038409,1026854,4634567,121144
meter,0,compatible-small,checkpoint16,8,291004,245740,36618,315,8331,35684,36427,520135,9159
meter,0,compatible-small,indexed,1,78000,61444,12382,1997,2177,75724,72922,68838,27057
meter,0,compatible-alias,copy,1,101785,91307,5851,2821,1806,99878,101244,112216,32355
meter,0,linear,trail,8,1113692,894038,145025,5605,69024,136304,137185,633465,27983
meter,0,mutation,checkpoint4,1,34674448,34535530,29639,27295,81984,34363123,34487680,31406241,213772
meter,0,deep,copy,8,28755042,28368616,22834,5194,358398,3377899,3407047,22067043,144874
meter,0,early,copy,8,8372290,8165448,166688,6614,33540,1022104,1444215,4999144,32775
meter,0,spine,copy,1,328203,307045,3010,11775,6373,63061,49661,232353,20465
meter,0,small,copy,8,2384760,2324018,16653,3269,40820,278941,283100,1771979,21691
meter,0,retained,copy,1,980795,861576,40219,17233,61767,665219,603658,412963,189133
meter,0,early,replay,1,994274,962942,13654,11794,5884,988255,1063310,664990,32655
meter,0,work,checkpoint4,8,84477904,84412092,20278,6482,39052,10447114,10177133,55798057,35477
meter,0,deep,indexed,1,2810806,2651839,9282,15922,133763,2237533,2587881,2605356,1271633
meter,0,work,checkpoint4,1,10469939,10441575,3017,18159,7188,10434774,10510722,6980323,35477
meter,0,compatible-large,checkpoint16,1,1156017,986463,150011,16142,3401,1152492,1044405,579789,121144
meter,0,compatible-large,checkpoint1,1,1162374,975858,182392,796,3328,1158939,1106525,579789,121144
meter,0,small,trail,8,3892565,3831434,15010,3238,42883,441776,403297,2379019,141152
meter,0,deep,trail,1,6207679,6068401,4022,8489,126767,5036566,5930862,3568140,1639223
meter,0,linear,checkpoint16,1,127308,100870,12833,9159,4446,122770,119051,81927,27727
meter,0,mutation,copy,8,88690825,87576803,449465,11635,652922,10304076,11694282,59140455,206657
meter,0,compatible-large,replay,8,8686868,7430569,1230598,410,25291,1072223,1090202,4634567,121144
meter,0,late,checkpoint16,1,13489295,13454454,14767,14404,5670,13483473,13467507,10007276,37409
meter,0,late,replay,1,57914204,57875276,17033,14589,7306,57905822,57510351,40058836,34611
meter,0,small,copy,1,277210,258790,2533,9790,6097,256135,263976,225777,21691
meter,0,work,checkpoint1,8,36051354,35986226,19183,6775,39170,4279035,4325434,24675977,32911
meter,0,spine,checkpoint1,8,2622825,2570268,15508,3481,33568,56749,61014,2251372,20476
meter,0,late,checkpoint4,1,4710028,4674994,13846,13440,7748,4702129,4906638,3951300,37307
meter,0,work,indexed-cow,1,1362758,1303150,7598,44802,7208,1312006,1311953,1056430,192825
meter,0,compatible-alias,replay,8,847538,777978,59643,1275,8642,102827,98836,826482,32243
meter,0,mutation,checkpoint16,8,780058642,779077296,553782,16108,411456,94109775,97838378,599012183,213809
meter,0,linear,replay,1,138385,109484,14309,9606,4986,133289,130523,81927,27727
meter,0,compatible-alias,replay,1,117543,105152,6858,3606,1927,115500,117842,112104,32243
meter,0,linear,indexed,8,1074720,736845,297096,17819,22960,150582,125534,1241834,93177
meter,0,early,trail,8,7560070,7332414,150285,4517,72854,935772,931296,5094056,32607
meter,0,work,copy,8,32742006,32681113,18724,5211,36958,4058359,4010206,21913769,32302
meter,0,deep,replay,8,1302891164,1302418717,40944,5099,426404,155260197,155332651,1017187811,143338
meter,0,early,checkpoint4,8,8001604,7825408,145515,4585,26096,992562,973359,5277640,32655
meter,0,compatible-large,trail,8,8484326,7154083,1273666,498,56079,1042054,1062026,4664199,121208
meter,0,spine,indexed-cow,8,2150195,2001788,101040,13140,34227,73408,73471,1981456,66573
meter,0,late,indexed,8,7482241,7096741,332081,25874,27545,985793,914221,6988660,236446
meter,0,late,checkpoint1,8,19438986,19273681,133877,5437,25991,2439963,2409393,19914358,35946
meter,0,spine,checkpoint4,1,751073,733899,2376,9451,5347,123636,126681,614893,21579
meter,0,mutation,checkpoint16,1,96722884,96565101,27534,24822,105427,96353344,101267951,74886553,213809
meter,0,deep,indexed-cow,8,19720815,18550708,429133,16101,724873,2004439,2321584,18498254,1001585
meter,0,late,indexed-cow,1,869523,804381,31092,28289,5761,863601,878993,894521,229360
meter,0,linear,indexed-cow,1,154277,95168,34116,20069,4924,149248,129950,169607,93201
meter,0,compatible-large,indexed-cow,8,4299633,585871,3686759,2239,24764,517303,522312,1889125,126947
meter,1,spine,checkpoint1,8,2638876,2585730,15790,3199,34157,55448,59439,2251372,20476
meter,1,deep,trail,1,6709890,6574325,3885,8551,123129,5389377,5851174,3568140,1639223
meter,1,early,replay,1,978997,950060,13071,10473,5393,973464,1036648,664990,32655
meter,1,compatible-large,replay,1,1075937,919656,152293,554,3434,1072375,1137274,579789,121144
meter,1,work,copy,8,32705844,32650278,14382,4605,36579,4056454,4018417,21913769,32302
meter,1,spine,indexed,1,302098,265620,8426,22102,5950,87809,75678,256895,73039
meter,1,small,checkpoint4,1,649531,632380,2382,9354,5415,623984,615834,579643,21894
meter,1,work,indexed,1,1467426,1405436,6802,48057,7131,1412845,1338798,1108538,243997
meter,1,compatible-large,copy,1,1218066,1039643,173881,679,3863,1214054,1173583,579901,121256
meter,1,compatible-alias,trail,8,962409,848568,72666,1457,39718,116853,120004,885682,32307
meter,1,linear,checkpoint1,8,932393,786506,119660,4475,21752,110075,115230,616377,27727
meter,1,work,checkpoint1,8,35736874,35676723,16107,6766,37278,4446747,4638053,24675977,32911
meter,1,work,indexed-cow,8,11245255,10953908,229280,23024,39043,1370476,1377666,8325818,192825
meter,1,work,indexed-cow,1,1425337,1362981,8028,46815,7513,1376128,1395778,1056430,192825
meter,1,compatible-alias,indexed-cow,1,181067,146012,13335,19365,2355,178591,151795,198952,57311
meter,1,deep,copy,8,31094632,30597311,34160,7572,455589,4206632,3548406,22067043,144874
meter,1,early,indexed,1,656165,590583,34219,25415,5948,650086,622776,644192,162042
meter,1,work,checkpoint16,8,291401699,291335097,20307,5829,40466,35752878,34989522,190254313,31197
meter,1,spine,replay,1,9909437,9891680,2768,9635,5354,292980,277614,7653720,23004
meter,1,spine,checkpoint16,1,2300359,2283267,2598,9083,5411,282262,275434,1872933,21865
meter,1,compatible-alias,replay,8,871509,797340,63875,1560,8734,118836,98421,826482,32243
meter,1,deep,indexed,1,2764956,2651742,9229,15823,88162,2268535,2597548,2605356,1271633
meter,1,spine,copy,8,2264616,2212508,15770,3289,33049,47524,44471,1824580,20465
meter,1,deep,replay,1,166886223,166774885,3825,59506,48007,157573490,161997657,127152756,143338
meter,1,small,indexed-cow,8,2525174,2302803,166634,15849,39888,283961,276002,2018110,107799
meter,1,compatible-large,trail,1,1183781,1013675,160775,453,8878,1174770,1865732,583493,121208
meter,1,late,checkpoint4,8,38846831,38656270,155990,6180,28391,5001561,4895529,31561302,37307
meter,1,early,indexed-cow,1,518300,457128,31096,24416,5660,512502,514037,587176,147068
meter,1,work,replay,8,5044869203,5044780323,36418,7717,44745,606782691,652875337,3087349833,28913
meter,1,compatible-alias,replay,1,116928,104573,6948,3468,1939,114872,113839,112104,32243
meter,1,early,checkpoint1,1,1565205,1528959,14201,11296,10749,1553988,2181245,653558,32487
meter,1,retained,checkpoint16,8,33773830,32908456,451256,4962,409156,4641170,4385696,18456715,191565
meter,1,small,trail,1,553154,537640,2785,5453,7276,469111,484446,301657,141152
meter,1,compatible-alias,checkpoint1,1,118020,105669,6964,3447,1940,115978,114909,112104,32243
meter,1,early,checkpoint1,8,8809905,8613085,161946,5587,29287,1021635,951707,5186184,32487
meter,1,work,checkpoint4,8,87037875,86970110,21948,6906,38911,10667695,10764769,55798057,35477
meter,1,compatible-alias,copy,8,863122,761620,91275,1279,8948,96891,93527,827378,32355
meter,1,retained,indexed,1,1095480,940427,67857,32434,54762,757119,940142,1468540,1096385
meter,1,late,indexed,1,1144187,1066413,37391,33066,7317,1136673,1105114,890267,236446
meter,1,mutation,trail,8,501134855,499541307,575921,12985,1004642,58950594,60710721,241495463,4224347
meter,1,compatible-alias,checkpoint16,1,109860,98092,6598,3329,1841,107925,107624,112104,32243
meter,1,retained,trail,1,1007052,864377,31048,18811,92816,673919,715705,473387,205828
meter,1,compatible-large,copy,8,14749692,12440310,2249359,633,59390,1211107,1987546,4635463,121256
meter,1,retained,replay,1,9414316,9321955,29182,11828,51351,8643821,8722129,5155801,192321
meter,1,mutation,indexed,1,5867260,5629006,85130,73968,79156,5237489,3449494,3370176,1236142
meter,1,linear,trail,8,1127459,900416,153555,5419,68069,133118,138836,633465,27983
meter,1,spine,replay,8,89103431,89019434,36597,5301,42099,368626,285461,61195516,23004
meter,1,early,replay,8,7580132,7416016,133889,4634,25593,935750,944175,5277640,32655
meter,1,compatible-small,checkpoint4,1,44095,36573,5637,393,1492,42510,43191,65485,9159
meter,1,linear,replay,1,123854,98400,12542,8566,4346,119411,116322,81927,27727
meter,1,retained,indexed,8,9166612,7892272,819432,25191,429717,812932,891489,11644566,1096385
meter,1,compatible-large,replay,8,8739412,7448955,1264832,482,25143,1046523,1100299,4634567,121144
meter,1,linear,indexed,8,1134197,786735,307076,15710,24676,169962,128986,1241834,93177
meter,1,compatible-small,trail,1,45723,37248,4891,332,3252,42377,46911,69189,9415
meter,1,deep,indexed-cow,1,2537361,2420558,8905,16708,91190,2125550,2373678,2325412,1001585
meter,1,deep,trail,8,53302610,52408726,58812,5450,829622,5327620,6086476,28510883,1639223
meter,1,early,checkpoint16,1,1044036,1013827,13451,11162,5596,1038308,1035005,664990,32655
meter,1,late,checkpoint4,1,5041444,5008073,14378,12686,6307,5034960,5062491,3951300,37307
meter,1,retained,checkpoint1,8,8692032,7880049,408514,4878,398591,820224,859932,6484795,191061
meter,1,linear,checkpoint1,1,133619,105932,13376,9603,4708,128796,124514,81927,27727
meter,1,spine,checkpoint4,8,6179184,6120425,16889,3607,38263,127836,133391,4884900,21579
meter,1,work,copy,1,4630617,4603713,2714,16351,7839,4606663,4541973,2744787,32302
meter,1,compatible-large,checkpoint1,1,1022557,868478,150419,432,3228,1019190,990263,579789,121144
meter,1,work,trail,1,11143315,10984926,3088,146608,8693,10177879,11415936,4701691,1523458
meter,1,early,copy,8,7464941,7298813,134947,4301,26880,925164,929157,4999144,32775
meter,1,deep,checkpoint1,8,33542744,33108333,25683,4628,404100,4023555,4042228,26620947,140562
meter,1,mutation,checkpoint4,8,282495897,281601854,420558,12584,460901,39770732,34171157,251169687,213772
meter,1,small,indexed,8,2389494,2182797,156593,13452,36652,278548,289413,2184134,127455
meter,1,work,checkpoint4,1,10451988,10425315,2793,16455,7425,10417612,10907148,6980323,35477
meter,1,compatible-small,replay,1,45805,38118,5687,436,1564,44145,45219,65485,9159
meter,1,compatible-small,checkpoint16,1,43666,36206,5518,391,1551,42019,42934,65485,9159
meter,1,spine,checkpoint4,1,749360,731919,2597,9576,5268,126670,117690,614893,21579
meter,1,late,copy,1,1523590,1492668,12894,12239,5789,1517679,1477617,999388,33749
meter,1,deep,indexed,8,23427909,22203813,440228,14779,769089,2202276,2662573,20739094,1271633
meter,1,compatible-small,copy,8,339612,284982,44053,362,10215,41923,43964,521031,9271
meter,1,spine,indexed,8,2144041,1973068,108820,21867,40286,93665,77893,1951392,73039
meter,1,retained,checkpoint4,8,12881779,12091937,393972,4424,391446,1358298,1523818,8838315,191544
meter,1,late,indexed-cow,1,1014300,940139,34618,33190,6353,1007775,943771,894521,229360
meter,1,mutation,indexed,8,27267725,25892135,890584,39792,445214,2876582,3536613,26765646,1236142
meter,1,linear,checkpoint16,8,1109799,935151,142984,5398,26266,135807,141629,616377,27727
meter,1,compatible-large,checkpoint4,8,9372891,7936338,1405616,597,30340,1152911,1148025,4634567,121144
meter,1,retained,checkpoint1,1,1093570,921315,29756,14805,127694,803677,1173788,814879,191061
meter,1,mutation,indexed-cow,8,27604721,25967753,946842,49086,641040,3284137,5393724,25854278,1123318
meter,1,mutation,checkpoint4,1,34068545,33931282,28348,25486,83429,33759809,34039950,31406241,213772
meter,1,early,copy,1,898810,870821,12766,10162,5061,893636,902518,630178,32775
meter,1,work,checkpoint1,1,4368918,4342883,2260,13763,10012,4343033,4322911,3090063,32911
meter,1,early,trail,8,7361571,7135612,149990,4528,71441,893434,925790,5094056,32607
meter,1,mutation,checkpoint1,1,19146137,19015528,26253,23753,80603,18843786,18561218,20799435,213289
meter,1,small,trail,8,4304427,4235676,16672,3757,48322,461936,484017,2379019,141152
meter,1,compatible-large,checkpoint1,8,8441025,7204049,1212424,430,24122,1013625,1060503,4634567,121144
meter,1,early,checkpoint4,1,957310,926969,13954,11177,5210,951995,945946,664990,32655
meter,1,small,checkpoint1,8,2471487,2418555,13252,3071,36609,294327,290335,2249387,21411
meter,1,compatible-small,copy,1,39630,32821,5039,365,1405,38139,38674,65597,9271
meter,1,linear,checkpoint16,1,133473,102197,18209,8679,4388,128956,116738,81927,27727
meter,1,late,checkpoint1,8,20600408,20414416,150872,7453,27667,2866255,2417258,19914358,35946
meter,1,mutation,copy,1,10418905,10283569,26402,22785,86149,10142143,10215596,7402587,206657
meter,1,compatible-small,checkpoint1,8,311715,263031,39323,429,8932,38627,38605,520135,9159
meter,1,linear,checkpoint4,1,124220,98319,12549,8882,4470,119658,116099,81927,27727
meter,1,small,checkpoint16,8,17001168,16948595,14383,2880,35310,1970616,2061203,14221307,21915
meter,1,spine,indexed-cow,1,280081,243649,8579,21972,5881,84465,77595,260814,66573
meter,1,spine,indexed-cow,8,2076284,1919005,102514,15992,38773,86271,72700,1981456,66573
meter,1,linear,indexed,1,217513,110227,82171,20152,4963,212412,139406,169399,93177
meter,1,linear,checkpoint4,8,1199765,1004402,160111,4603,30649,136254,185544,616377,27727
meter,1,compatible-alias,checkpoint4,1,122895,110011,7174,3588,2122,120629,120413,112104,32243
meter,1,linear,indexed-cow,8,1280568,880994,354088,18751,26735,168699,149297,1242210,93201
meter,1,compatible-small,indexed,8,687414,554609,110337,2304,20164,91018,82894,528941,27057
meter,1,work,indexed,8,11489105,11182498,248730,19973,37904,1374521,1434921,8743970,243997
meter,1,compatible-small,indexed-cow,1,82644,64591,13443,2288,2322,80213,76251,69046,27081
meter,1,compatible-small,checkpoint4,8,304291,257242,38050,316,8683,37419,37970,520135,9159
meter,1,mutation,checkpoint16,8,769167762,768179595,521696,17529,448942,99491807,93772972,599012183,213809
meter,1,late,checkpoint16,8,108532709,108335777,160740,6688,29504,13268839,13174727,80009110,37409
meter,1,deep,checkpoint4,1,9026301,8972939,2486,4073,46803,8744406,8855920,7210056,141348
meter,1,small,indexed-cow,1,273117,235061,6996,25165,5895,245114,262128,265394,107799
meter,1,early,indexed,8,4650444,4311963,295353,16908,26220,598574,588069,5033696,162042
meter,1,mutation,trail,1,59744808,59538624,27175,19103,159906,56071801,58575505,30196963,4224347
meter,1,compatible-small,indexed-cow,8,729589,590108,116109,2768,20604,93876,89807,529317,27081
meter,1,compatible-large,indexed-cow,1,607645,85852,514604,3060,4129,603371,611536,239022,126947
meter,1,late,trail,1,3956659,3915787,12195,17001,11676,3944676,4051356,1852884,176859
meter,1,linear,copy,1,130747,102847,13462,9417,5021,125621,133414,82039,27839
meter,1,mutation,replay,8,28733578698,28732579467,557643,16809,424779,3552250279,3546837172,20063175735,221775
meter,1,small,checkpoint16,1,2107916,2088023,2721,10895,6277,2068713,2135957,1781943,21915
meter,1,retained,indexed-cow,8,8927591,7497137,879936,26621,523897,743709,882807,10857102,999049
meter,1,compatible-large,indexed,1,582969,91568,484836,2745,3820,579030,557071,238814,126763
meter,1,late,copy,8,12551231,12361903,152891,7244,29193,1630837,2410345,7946006,33749
meter,1,work,checkpoint16,1,36736354,36705073,4312,17879,9090,36630985,36113423,23787355,31197
meter,1,compatible-small,checkpoint1,1,54583,47708,5062,354,1459,53011,40020,65485,9159
meter,1,spine,checkpoint16,8,18978131,18910659,19624,4831,43017,314839,299448,14949220,21865
meter,1,compatible-alias,indexed,1,154794,122347,11881,18532,2034,152649,135161,198744,57287
meter,1,linear,trail,1,126707,96230,12418,9613,8446,118165,120313,84063,27983
meter,1,compatible-small,checkpoint16,8,314994,266619,39153,310,8912,37323,37790,520135,9159
meter,1,mutation,checkpoint16,1,93683541,93547140,28495,25268,82638,93356238,98394242,74886553,213809
meter,1,compatible-alias,checkpoint4,8,878219,804511,62978,1463,9267,112802,103919,826482,32243
meter,1,deep,replay,8,1350869598,1350374808,37689,5190,451911,156520189,157642829,1017187811,143338
meter,1,early,trail,1,920703,882637,13921,13610,10535,909948,904075,642042,32607
meter,1,retained,indexed-cow,1,1029700,883019,67885,28357,50439,717201,822142,1370268,999049
meter,1,mutation,indexed-cow,1,3194347,3005930,69573,56817,62027,2781090,3291320,3256416,1123318
meter,1,deep,checkpoint4,8,77614437,77144083,45211,4889,420254,9327132,9481307,57646211,141348
meter,1,work,replay,1,633689149,633658921,4440,16978,8810,627444524,672501552,385924295,28913
meter,1,deep,checkpoint1,1,4578747,4484420,4170,5998,84159,4299119,4554733,3331898,140562
meter,1,retained,copy,1,735066,629491,31739,14191,59645,511021,555466,412963,189133
meter,1,late,replay,8,499387377,499166486,180146,7463,33282,62118221,59420107,320421590,34611
meter,1,small,checkpoint4,8,6143952,6084108,16564,3310,39970,726415,755939,4602907,21894
meter,1,work,trail,8,100364705,100262540,35126,8292,58747,11670598,12215361,37569001,1523458
meter,1,spine,trail,8,3504446,3437400,18192,4216,44638,68403,70879,2190340,103142
meter,1,compatible-small,replay,8,371256,311682,48217,453,10904,44103,45800,520135,9159
meter,1,small,copy,1,356349,334575,2722,11176,7876,328520,363177,225777,21691
meter,1,early,indexed-cow,8,4758585,4357953,348829,21176,30627,614574,587902,4576280,147068
meter,1,late,checkpoint16,1,15080092,15043945,15058,14318,6771,15073182,15066677,10007276,37409
meter,1,late,replay,1,65716636,65661978,25712,21725,7221,65708324,58588218,40058836,34611
meter,1,small,checkpoint1,1,352457,333151,2492,10750,6064,328825,312933,285453,21411
meter,1,late,indexed,8,8143114,7743602,346737,22862,29913,1022128,1000564,6988660,236446
meter,1,small,replay,8,53260968,53201105,17735,3924,38204,5760435,5323729,36976763,23285
meter,1,compatible-small,indexed,1,86412,67959,13821,2183,2449,83861,77814,68838,27057
meter,1,spine,checkpoint1,1,335374,317617,2772,9557,5428,63822,56998,285702,20476
meter,1,linear,indexed-cow,1,330926,197115,84496,40256,9059,321630,245806,169607,93201
meter,1,compatible-small,trail,8,379944,314934,40028,451,24531,45343,48033,549767,9415
meter,1,early,checkpoint4,8,8544447,8357874,153219,4910,28444,1003824,1007979,5277640,32655
meter,1,deep,copy,1,3686274,3547949,2573,57569,78183,3441104,3469718,2762660,144874
meter,1,mutation,replay,1,3501082471,3500977604,29513,22505,52849,3485980748,3477968355,2507906997,221775
meter,1,compatible-large,indexed,8,4277316,591783,3657396,2794,25343,499217,592501,1888749,126763
meter,1,compatible-alias,checkpoint1,8,890806,816151,63857,1429,9369,111968,108138,826482,32243
meter,1,small,replay,1,6260438,6235078,3963,14682,6715,5850296,5796826,4626375,23285
meter,1,compatible-alias,indexed,8,1200376,1036525,136878,17279,9694,170482,140596,1408015,57287
meter,1,retained,checkpoint4,1,1526282,1414514,53005,11022,47741,1320813,1386432,1109069,191544
meter,1,compatible-alias,trail,1,135216,117661,7060,4640,5855,129230,125209,119504,32307
meter,1,spine,copy,1,316063,297501,2805,10457,5300,58228,43982,232353,20465
meter,1,compatible-large,trail,8,8877835,7550888,1267984,438,58525,1068165,1065549,4664199,121208
meter,1,compatible-large,indexed-cow,8,4490453,610501,3846891,2459,30602,511260,543436,1889125,126947
meter,1,linear,replay,8,1082581,908334,142839,5143,26265,130513,152270,616377,27727
meter,1,retained,trail,8,8084536,7030803,444257,5031,604445,739314,738744,3752859,205828
meter,1,deep,checkpoint16,8,239360084,238957711,27284,5715,369374,30498336,28478236,189197123,141533
meter,1,small,copy,8,2070747,2020249,13172,2804,34522,259468,258905,1771979,21691
meter,1,retained,copy,8,6110250,5211599,386654,3689,508308,437376,482370,3269467,189133
meter,1,compatible-large,checkpoint16,1,1141649,986612,150986,356,3695,1137798,1089503,579789,121144
meter,1,mutation,copy,8,83423060,82588537,424831,15624,394068,10278015,10268977,59140455,206657
meter,1,late,checkpoint1,1,2486982,2455559,13435,12104,5884,2480960,2473569,2495432,35946
meter,1,compatible-large,checkpoint4,1,1068158,895252,169151,374,3381,1064667,1038552,579789,121144
meter,1,late,trail,8,32172019,31900215,191481,5448,74875,4047820,4016402,14773974,176859
meter,1,deep,indexed-cow,8,19842992,18713909,384253,15411,729419,2034073,2389344,18498254,1001585
meter,1,spine,trail,1,464484,420849,3079,31429,9127,94945,67233,278073,103142
meter,1,linear,copy,8,976848,824512,123564,6096,22676,124964,114847,617273,27839
meter,1,deep,checkpoint16,1,29511509,29381032,2675,57412,70390,28930417,28656642,23653920,141533
meter,1,mutation,checkpoint1,8,169572483,168498931,513782,11675,548095,19298018,28793626,166315239,213289
meter,1,small,indexed,1,497569,428372,11838,47809,9550,446110,437890,285986,127455
meter,1,compatible-large,checkpoint16,8,13362933,11324218,1998757,1040,38918,1733546,1608995,4634567,121144
meter,1,retained,checkpoint16,1,5348451,5229411,38456,15062,65522,5025174,5029485,2311369,191565
meter,1,compatible-alias,checkpoint16,8,1222439,1118865,88678,2026,12870,154667,150407,826482,32243
meter,1,compatible-alias,indexed-cow,8,1601925,1412413,153154,22656,13702,222459,204419,1408391,57311
meter,1,early,checkpoint16,8,8424169,8237574,151056,5765,29774,1136816,1007309,5277640,32655
meter,1,compatible-alias,copy,1,122000,109472,7221,3349,1958,119912,111316,112216,32355
meter,1,retained,replay,8,78276040,77473746,415875,5403,381016,8575102,8809602,41212171,192321
meter,1,late,indexed-cow,8,7262627,6899592,309332,21115,32588,879992,910717,7021404,229360
