family,choices,depth,history,reverse,consumer,mode,counted,median_ns,min_ns,max_ns,requested_bytes,peak_excess,signal_limited
early,3,0,False,True,immediate,native-indexed,False,351574,316006,460471,340481,42487,False
early,3,0,False,True,immediate,native-indexed,True,353500,299607,437067,347694,43014,False
early,3,0,False,True,immediate,native-scan,False,276105,267334,431359,278881,34561,False
early,3,0,False,True,immediate,native-scan,True,282889,261177,393294,286094,35088,False
early,3,0,False,True,immediate,scan,False,306175,272194,413521,275745,34521,False
early,3,0,False,True,immediate,scan,True,300000,279454,431757,282958,35048,False
early,3,0,False,True,immediate,sealed-indexed,False,339935,337817,480539,349263,44071,False
early,3,0,False,True,immediate,sealed-indexed,True,364480,336500,546664,356476,44598,False
early,3,0,False,True,immediate,sealed-scan,False,289663,267030,378941,265935,35137,False
early,3,0,False,True,immediate,sealed-scan,True,298703,270928,424467,273148,35664,False
early,3,0,False,True,window,active-indexed,False,338316,319430,474761,322945,49175,False
early,3,0,False,True,window,active-indexed,True,335435,298026,388210,330158,49702,False
early,3,0,False,True,window,active-native-indexed,False,338563,246621,383685,313697,48719,False
early,3,0,False,True,window,active-native-indexed,True,382065,305999,614349,320910,49246,False
early,3,0,False,True,window,active-native-scan,False,306336,271746,326589,283873,43961,False
early,3,0,False,True,window,active-native-scan,True,321297,301122,365929,291086,44488,False
early,3,0,False,True,window,active-scan,False,290029,253302,347665,283617,43671,False
early,3,0,False,True,window,active-scan,True,305774,279562,373416,290830,44198,False
early,3,0,False,True,window,birth,False,260391,214533,316731,268136,39864,False
early,3,0,False,True,window,birth,True,284815,278149,308755,275349,40391,False
early,3,0,False,True,window,birth-miss,False,260009,234980,307341,271240,39872,False
early,3,0,False,True,window,birth-miss,True,323178,300567,419912,278453,40399,False
early,3,0,False,True,window,birth-miss-template,False,287286,266077,299340,300672,43873,False
early,3,0,False,True,window,birth-miss-template,True,318496,281830,381882,307885,44400,False
early,3,0,False,True,window,conditional,False,520611,472893,623286,504257,31459,False
early,3,0,False,True,window,conditional,True,546911,517036,577388,511470,31986,False
early,3,0,False,True,window,indexed,False,361137,330145,525394,359073,49367,False
early,3,0,False,True,window,indexed,True,386482,371107,424516,366286,49894,False
early,3,0,False,True,window,native-indexed,False,328363,253940,538016,340481,48399,False
early,3,0,False,True,window,native-indexed,True,343757,271057,614707,347694,48926,False
early,3,0,False,True,window,native-scan,False,344557,270463,496959,278881,40473,False
early,3,0,False,True,window,native-scan,True,293395,280843,304556,286094,41000,False
early,3,0,False,True,window,scan,False,297893,273878,587344,275745,40433,False
early,3,0,False,True,window,scan,True,302891,275687,336296,282958,40960,False
early,3,0,False,True,window,sealed-indexed,False,352500,324303,497227,349263,49983,False
early,3,0,False,True,window,sealed-indexed,True,393073,335069,480545,356476,50510,False
early,3,0,False,True,window,sealed-scan,False,277279,224508,307067,265935,41049,False
early,3,0,False,True,window,sealed-scan,True,281630,267643,346683,273148,41576,False
early,3,0,True,False,all,active-indexed,False,407168,364201,500428,350373,52983,False
early,3,0,True,False,all,active-indexed,True,420126,363685,851124,357730,53510,False
early,3,0,True,False,all,active-native-indexed,False,402597,340469,428701,334757,52527,False
early,3,0,True,False,all,active-native-indexed,True,418944,354891,429180,342114,53054,False
early,3,0,True,False,all,active-native-scan,False,354851,303610,370087,304933,47769,False
early,3,0,True,False,all,active-native-scan,True,358445,328475,388892,312290,48296,False
early,3,0,True,False,all,active-scan,False,349225,339660,402872,310597,47479,False
early,3,0,True,False,all,active-scan,True,397066,359960,446863,317954,48006,False
early,3,0,True,False,all,birth,False,281038,248467,487714,272190,45298,False
early,3,0,True,False,all,birth,True,294558,284144,330778,279547,45825,False
early,3,0,True,False,all,birth-miss,False,280133,244230,296005,275294,45306,False
early,3,0,True,False,all,birth-miss,True,291575,278282,313052,282651,45833,False
early,3,0,True,False,all,birth-miss-template,False,307269,288639,333574,304726,49307,False
early,3,0,True,False,all,birth-miss-template,True,313850,307212,373757,312083,49834,False
early,3,0,True,False,all,conditional,False,627422,577157,697361,594689,36683,False
early,3,0,True,False,all,conditional,True,635776,595642,692439,602046,37210,False
early,3,0,True,False,all,indexed,False,417176,398633,450578,393941,53271,False
early,3,0,True,False,all,indexed,True,434818,396422,458952,401298,53798,False
early,3,0,True,False,all,native-indexed,False,388697,353104,441363,376117,52303,False
early,3,0,True,False,all,native-indexed,True,383520,345976,414060,383474,52830,False
early,3,0,True,False,all,native-scan,False,325082,294254,365066,314501,44409,False
early,3,0,True,False,all,native-scan,True,339017,302313,347318,321858,44936,False
early,3,0,True,False,all,scan,False,333812,304644,400953,310341,44369,False
early,3,0,True,False,all,scan,True,393666,387436,405536,317698,44896,False
early,3,0,True,False,all,sealed-indexed,False,408287,379119,865107,382317,53919,False
early,3,0,True,False,all,sealed-indexed,True,395286,385674,438796,389674,54446,False
early,3,0,True,False,all,sealed-scan,False,355479,306346,372077,298717,45017,False
early,3,0,True,False,all,sealed-scan,True,345852,316382,399889,306074,45544,False
early,3,0,True,False,immediate,active-indexed,False,401110,330425,574848,350373,43491,False
early,3,0,True,False,immediate,active-indexed,True,418148,345945,540956,357730,44018,False
early,3,0,True,False,immediate,active-native-indexed,False,373709,326559,492041,334757,43035,False
early,3,0,True,False,immediate,active-native-indexed,True,377551,347158,535901,342114,43562,False
early,3,0,True,False,immediate,active-native-scan,False,318610,307620,569388,304933,38277,False
early,3,0,True,False,immediate,active-native-scan,True,337070,308508,488318,312290,38804,False
early,3,0,True,False,immediate,active-scan,False,353336,328126,565434,310597,37987,False
early,3,0,True,False,immediate,active-scan,True,369663,315486,527537,317954,38514,False
early,3,0,True,False,immediate,birth,False,268518,245900,369494,272190,30334,False
early,3,0,True,False,immediate,birth,True,292030,262565,416034,279547,30861,False
early,3,0,True,False,immediate,birth-miss,False,255206,241981,371324,275294,30342,False
early,3,0,True,False,immediate,birth-miss,True,288311,266507,443220,282651,30869,False
early,3,0,True,False,immediate,birth-miss-template,False,287827,265188,438780,304726,34343,False
early,3,0,True,False,immediate,birth-miss-template,True,305962,287907,449108,312083,34870,False
early,3,0,True,False,immediate,conditional,False,604006,551966,870806,594689,27191,False
early,3,0,True,False,immediate,conditional,True,594976,559394,885839,602046,27718,False
early,3,0,True,False,immediate,indexed,False,436608,376415,637417,393941,43779,False
early,3,0,True,False,immediate,indexed,True,415339,401293,535054,401298,44306,False
early,3,0,True,False,immediate,native-indexed,False,357876,327550,483380,376117,42811,False
early,3,0,True,False,immediate,native-indexed,True,427005,336061,470591,383474,43338,False
early,3,0,True,False,immediate,native-scan,False,308037,288011,412724,314501,34917,False
early,3,0,True,False,immediate,native-scan,True,315269,282538,376475,321858,35444,False
early,3,0,True,False,immediate,scan,False,354196,307859,425403,310341,34877,False
early,3,0,True,False,immediate,scan,True,349168,324184,456591,317698,35404,False
early,3,0,True,False,immediate,sealed-indexed,False,393783,347315,540360,382317,44427,False
early,3,0,True,False,immediate,sealed-indexed,True,385615,354633,645737,389674,44954,False
early,3,0,True,False,immediate,sealed-scan,False,342142,308801,462299,298717,35525,False
early,3,0,True,False,immediate,sealed-scan,True,341645,311202,482236,306074,36052,False
early,3,0,True,False,window,active-indexed,False,405228,356391,453883,350373,49819,False
early,3,0,True,False,window,active-indexed,True,417438,357772,982203,357730,50346,False
early,3,0,True,False,window,active-native-indexed,False,362639,336222,430018,334757,49363,False
early,3,0,True,False,window,active-native-indexed,True,348542,322972,437702,342114,49890,False
early,3,0,True,False,window,active-native-scan,False,347740,303515,462731,304933,44605,False
early,3,0,True,False,window,active-native-scan,True,365101,333892,496974,312290,45132,False
early,3,0,True,False,window,active-scan,False,386679,307681,717062,310597,44315,False
early,3,0,True,False,window,active-scan,True,408161,342404,421262,317954,44842,False
early,3,0,True,False,window,birth,False,285119,254998,687936,272190,40310,False
early,3,0,True,False,window,birth,True,288093,271356,343773,279547,40837,False
early,3,0,True,False,window,birth-miss,False,300795,235819,394127,275294,40318,False
early,3,0,True,False,window,birth-miss,True,334575,252841,437408,282651,40845,False
early,3,0,True,False,window,birth-miss-template,False,297983,287872,327865,304726,44319,False
early,3,0,True,False,window,birth-miss-template,True,345790,307840,372934,312083,44846,False
early,3,0,True,False,window,conditional,False,684296,544337,744374,594689,33519,False
early,3,0,True,False,window,conditional,True,631614,546141,692830,602046,34046,False
early,3,0,True,False,window,indexed,False,419182,380357,517455,393941,50107,False
early,3,0,True,False,window,indexed,True,440164,406412,489983,401298,50634,False
early,3,0,True,False,window,native-indexed,False,405910,292891,550869,376117,49139,False
early,3,0,True,False,window,native-indexed,True,397088,325336,613180,383474,49666,False
early,3,0,True,False,window,native-scan,False,349463,279914,459829,314501,41245,False
early,3,0,True,False,window,native-scan,True,363596,285614,601677,321858,41772,False
early,3,0,True,False,window,scan,False,361085,312270,628003,310341,41205,False
early,3,0,True,False,window,scan,True,422385,312588,466992,317698,41732,False
early,3,0,True,False,window,sealed-indexed,False,391347,372117,814008,382317,50755,False
early,3,0,True,False,window,sealed-indexed,True,459696,374813,512697,389674,51282,False
early,3,0,True,False,window,sealed-scan,False,380275,308498,469202,298717,41853,False
early,3,0,True,False,window,sealed-scan,True,384924,305593,504925,306074,42380,False
early,3,0,True,True,all,active-indexed,False,353516,288054,367418,341765,52983,False
early,3,0,True,True,all,active-indexed,True,370017,359132,551254,349122,53510,False
early,3,0,True,True,all,active-native-indexed,False,372863,323291,391896,328261,52527,False
early,3,0,True,True,all,active-native-indexed,True,340417,318584,358720,335618,53054,False
early,3,0,True,True,all,active-native-scan,False,331852,301413,353038,298437,47769,False
early,3,0,True,True,all,active-native-scan,True,332137,321966,374645,305794,48296,False
early,3,0,True,True,all,active-scan,False,335445,296044,367416,302181,47479,False
early,3,0,True,True,all,active-scan,True,325753,304955,335876,309538,48006,False
early,3,0,True,True,all,birth,False,247699,240044,374635,272190,45298,False
early,3,0,True,True,all,birth,True,286895,268575,300870,279547,45825,False
early,3,0,True,True,all,birth-miss,False,261023,240975,288857,275294,45306,False
early,3,0,True,True,all,birth-miss,True,286444,266282,704010,282651,45833,False
early,3,0,True,True,all,birth-miss-template,False,309428,263539,408156,304726,49307,False
early,3,0,True,True,all,birth-miss-template,True,295933,293143,306422,312083,49834,False
early,3,0,True,True,all,conditional,False,548535,529755,602273,594689,36595,False
early,3,0,True,True,all,conditional,True,572117,499656,648290,602046,37122,False
early,3,0,True,True,all,indexed,False,388799,321270,435403,393941,53271,False
early,3,0,True,True,all,indexed,True,421369,361283,772817,401298,53798,False
early,3,0,True,True,all,native-indexed,False,375483,329531,421956,376117,52303,False
early,3,0,True,True,all,native-indexed,True,349238,309473,388702,383474,52830,False
early,3,0,True,True,all,native-scan,False,289011,263460,298644,314501,44409,False
early,3,0,True,True,all,native-scan,True,288762,274396,331766,321858,44936,False
early,3,0,True,True,all,scan,False,299839,291075,348760,310341,44369,False
early,3,0,True,True,all,scan,True,326075,310329,332762,317698,44896,False
early,3,0,True,True,all,sealed-indexed,False,369099,362007,437926,382317,53919,False
early,3,0,True,True,all,sealed-indexed,True,408259,358800,426872,389674,54446,False
early,3,0,True,True,all,sealed-scan,False,316715,256793,341386,298717,45017,False
early,3,0,True,True,all,sealed-scan,True,327904,295972,352685,306074,45544,False
early,3,0,True,True,immediate,active-indexed,False,415613,365190,484635,341765,43491,False
early,3,0,True,True,immediate,active-indexed,True,392062,369913,541655,349122,44018,False
early,3,0,True,True,immediate,active-native-indexed,False,387629,371748,478798,328261,43035,False
early,3,0,True,True,immediate,active-native-indexed,True,367626,362936,521203,335618,43562,False
early,3,0,True,True,immediate,active-native-scan,False,356440,311724,422529,298437,38277,False
early,3,0,True,True,immediate,active-native-scan,True,370076,321504,442823,305794,38804,False
early,3,0,True,True,immediate,active-scan,False,350680,268634,3585878,302181,37987,False
early,3,0,True,True,immediate,active-scan,True,394278,373366,852798,309538,38514,False
early,3,0,True,True,immediate,birth,False,267143,233410,422467,272190,30334,False
early,3,0,True,True,immediate,birth,True,355850,331118,407161,279547,30861,False
early,3,0,True,True,immediate,birth-miss,False,276092,259178,352270,275294,30342,False
early,3,0,True,True,immediate,birth-miss,True,294031,227640,324106,282651,30869,False
early,3,0,True,True,immediate,birth-miss-template,False,293700,264397,421944,304726,34343,False
early,3,0,True,True,immediate,birth-miss-template,True,331168,286197,386857,312083,34870,False
early,3,0,True,True,immediate,conditional,False,622193,549641,814124,594689,27103,False
early,3,0,True,True,immediate,conditional,True,628174,568574,793222,602046,27630,False
early,3,0,True,True,immediate,indexed,False,391051,376082,540037,393941,43779,False
early,3,0,True,True,immediate,indexed,True,450307,379864,601118,401298,44306,False
early,3,0,True,True,immediate,native-indexed,False,347396,318319,546431,376117,42811,False
early,3,0,True,True,immediate,native-indexed,True,402506,378930,502475,383474,43338,False
early,3,0,True,True,immediate,native-scan,False,329456,304873,434295,314501,34917,False
early,3,0,True,True,immediate,native-scan,True,327453,286300,475925,321858,35444,False
early,3,0,True,True,immediate,scan,False,364090,346256,508552,310341,34877,False
early,3,0,True,True,immediate,scan,True,366725,316391,438518,317698,35404,False
early,3,0,True,True,immediate,sealed-indexed,False,448707,399041,737012,382317,44427,False
early,3,0,True,True,immediate,sealed-indexed,True,472416,400185,577179,389674,44954,False
early,3,0,True,True,immediate,sealed-scan,False,338443,324610,429107,298717,35525,False
early,3,0,True,True,immediate,sealed-scan,True,340609,309685,418453,306074,36052,False
early,3,0,True,True,window,active-indexed,False,363035,309490,629912,341765,49819,False
early,3,0,True,True,window,active-indexed,True,356385,336583,453170,349122,50346,False
early,3,0,True,True,window,active-native-indexed,False,411626,322921,566530,328261,49363,False
early,3,0,True,True,window,active-native-indexed,True,363719,334278,465227,335618,49890,False
early,3,0,True,True,window,active-native-scan,False,315830,291757,780143,298437,44605,False
early,3,0,True,True,window,active-native-scan,True,388022,303285,751174,305794,45132,False
early,3,0,True,True,window,active-scan,False,343764,317427,357577,302181,44315,False
early,3,0,True,True,window,active-scan,True,434603,326990,662661,309538,44842,False
early,3,0,True,True,window,birth,False,269299,246498,512397,272190,40310,False
early,3,0,True,True,window,birth,True,273174,243609,388587,279547,40837,False
early,3,0,True,True,window,birth-miss,False,280415,260515,488147,275294,40318,False
early,3,0,True,True,window,birth-miss,True,304902,261488,414954,282651,40845,False
early,3,0,True,True,window,birth-miss-template,False,287805,273927,428940,304726,44319,False
early,3,0,True,True,window,birth-miss-template,True,330382,284890,415422,312083,44846,False
early,3,0,True,True,window,conditional,False,576936,562188,837077,594689,33431,False
early,3,0,True,True,window,conditional,True,736468,515562,913572,602046,33958,False
early,3,0,True,True,window,indexed,False,394541,346157,1168216,393941,50107,False
early,3,0,True,True,window,indexed,True,416776,406475,1073785,401298,50634,False
early,3,0,True,True,window,native-indexed,False,379935,321303,565907,376117,49139,False
early,3,0,True,True,window,native-indexed,True,372110,349963,538051,383474,49666,False
early,3,0,True,True,window,native-scan,False,325655,301377,405597,314501,41245,False
early,3,0,True,True,window,native-scan,True,327268,302748,517777,321858,41772,False
early,3,0,True,True,window,scan,False,309807,290726,366777,310341,41205,False
early,3,0,True,True,window,scan,True,391519,345191,467787,317698,41732,False
early,3,0,True,True,window,sealed-indexed,False,440917,366739,748736,382317,50755,False
early,3,0,True,True,window,sealed-indexed,True,443519,376729,778486,389674,51282,False
early,3,0,True,True,window,sealed-scan,False,315145,284543,453586,298717,41853,False
early,3,0,True,True,window,sealed-scan,True,322641,278152,417749,306074,42380,False
early,3,16,False,False,all,active-indexed,False,988919,898339,1095779,898241,80571,False
early,3,16,False,False,all,active-indexed,True,368184,348586,443752,354478,52658,False
early,3,16,False,False,all,active-native-indexed,False,820468,723691,1653896,746817,71277,False
early,3,16,False,False,all,active-native-indexed,True,366623,326748,423748,343342,52202,False
early,3,16,False,False,all,active-native-scan,False,792773,711119,4535342,657601,67629,False
early,3,16,False,False,all,active-native-scan,True,348649,301579,356708,313518,47444,False
early,3,16,False,False,all,active-scan,False,962794,886376,979546,751201,71195,False
early,3,16,False,False,all,active-scan,True,351463,316678,387075,314958,47154,False
early,3,16,False,False,all,birth,False,1665360,1601307,1884951,1533128,100858,False
early,3,16,False,False,all,birth,True,302510,296719,349845,292501,45363,False
early,3,16,False,False,all,birth-miss,False,1500003,1433810,1627493,1483432,100890,False
early,3,16,False,False,all,birth-miss,True,320356,278021,382747,295605,45371,False
early,3,16,False,False,all,birth-miss-template,False,1772776,1550534,3072603,1536000,109803,False
early,3,16,False,False,all,birth-miss-template,True,356025,327105,682973,325037,49372,False
early,3,16,False,False,all,conditional,False,2790383,2222388,3340514,3000365,68019,False
early,3,16,False,False,all,conditional,True,636682,512833,953191,528622,35222,False
early,3,16,False,False,all,indexed,False,1186292,1050262,1236148,1049825,78603,False
early,3,16,False,False,all,indexed,True,419511,409539,5827421,383438,52850,False
early,3,16,False,False,all,native-indexed,False,831665,691757,852052,890177,69789,False
early,3,16,False,False,all,native-indexed,True,375282,338524,410274,364846,51882,False
early,3,16,False,False,all,native-scan,False,670054,589880,772313,752801,63197,False
early,3,16,False,False,all,native-scan,True,323907,315769,363496,303246,43956,False
early,3,16,False,False,all,scan,False,801443,763836,923179,761697,63157,False
early,3,16,False,False,all,scan,True,349399,326849,368093,300110,43916,False
early,3,16,False,False,all,sealed-indexed,False,1078923,1012059,1385436,1007247,77779,False
early,3,16,False,False,all,sealed-indexed,True,420338,361046,434481,373628,53466,False
early,3,16,False,False,all,sealed-scan,False,753068,694146,924512,719119,63773,False
early,3,16,False,False,all,sealed-scan,True,314098,290565,363929,290300,44532,False
early,3,16,False,False,immediate,active-indexed,False,1124552,867664,1689725,898241,71703,False
early,3,16,False,False,immediate,active-indexed,True,385749,344506,492612,354478,43790,False
early,3,16,False,False,immediate,active-native-indexed,False,823544,770972,1354698,746817,62409,False
early,3,16,False,False,immediate,active-native-indexed,True,394930,362114,628119,343342,43334,False
early,3,16,False,False,immediate,active-native-scan,False,784418,745755,1392138,657601,58761,False
early,3,16,False,False,immediate,active-native-scan,True,376181,338189,567781,313518,38576,False
early,3,16,False,False,immediate,active-scan,False,920471,772362,1599207,751201,62327,False
early,3,16,False,False,immediate,active-scan,True,354345,326895,517372,314958,38286,False
early,3,16,False,False,immediate,birth,False,1630644,1360119,2695180,1533128,85942,False
early,3,16,False,False,immediate,birth,True,468541,288968,594689,292501,30447,False
early,3,16,False,False,immediate,birth-miss,False,1934770,1357844,3492442,1483432,85974,False
early,3,16,False,False,immediate,birth-miss,True,304997,244429,458929,295605,30455,False
early,3,16,False,False,immediate,birth-miss-template,False,1591210,1446574,2946391,1536000,94887,False
early,3,16,False,False,immediate,birth-miss-template,True,344298,313445,465540,325037,34456,False
early,3,16,False,False,immediate,conditional,False,2509257,2135112,3029438,3000365,58575,False
early,3,16,False,False,immediate,conditional,True,588913,495335,2982955,528622,25778,False
early,3,16,False,False,immediate,indexed,False,1258083,1029360,1701422,1049825,69735,False
early,3,16,False,False,immediate,indexed,True,435885,355138,616571,383438,43982,False
early,3,16,False,False,immediate,native-indexed,False,884906,755874,1369914,890177,60921,False
early,3,16,False,False,immediate,native-indexed,True,376489,329476,2731868,364846,43014,False
early,3,16,False,False,immediate,native-scan,False,983498,646402,2155023,752801,54329,False
early,3,16,False,False,immediate,native-scan,True,356452,307594,514101,303246,35088,False
early,3,16,False,False,immediate,scan,False,807810,749543,1019333,761697,54289,False
early,3,16,False,False,immediate,scan,True,439247,314476,595147,300110,35048,False
early,3,16,False,False,immediate,sealed-indexed,False,1201155,1021724,1361420,1007247,68911,False
early,3,16,False,False,immediate,sealed-indexed,True,395284,343906,651252,373628,44598,False
early,3,16,False,False,immediate,sealed-scan,False,793115,737937,959318,719119,54905,False
early,3,16,False,False,immediate,sealed-scan,True,345738,302466,612094,290300,35664,False
early,3,16,False,False,window,active-indexed,False,972631,933482,1031608,898241,77615,False
early,3,16,False,False,window,active-indexed,True,400856,366013,3813851,354478,49702,False
early,3,16,False,False,window,active-native-indexed,False,836928,786224,882560,746817,68321,False
early,3,16,False,False,window,active-native-indexed,True,367356,354149,559589,343342,49246,False
early,3,16,False,False,window,active-native-scan,False,742369,717945,786025,657601,64673,False
early,3,16,False,False,window,active-native-scan,True,339838,326735,370937,313518,44488,False
early,3,16,False,False,window,active-scan,False,857759,834556,905551,751201,68239,False
early,3,16,False,False,window,active-scan,True,363638,358113,390782,314958,44198,False
early,3,16,False,False,window,birth,False,1681818,1572530,3470713,1533128,95886,False
early,3,16,False,False,window,birth,True,328196,289585,346707,292501,40391,False
early,3,16,False,False,window,birth-miss,False,1523400,1465728,1563400,1483432,95918,False
early,3,16,False,False,window,birth-miss,True,304497,285921,366994,295605,40399,False
early,3,16,False,False,window,birth-miss-template,False,1585666,1526995,1809796,1536000,104831,False
early,3,16,False,False,window,birth-miss-template,True,343844,331108,386573,325037,44400,False
early,3,16,False,False,window,conditional,False,2502676,2219718,2530286,3000365,64871,False
early,3,16,False,False,window,conditional,True,573989,538550,1035681,528622,32074,False
early,3,16,False,False,window,indexed,False,1092442,1017308,1182607,1049825,75647,False
early,3,16,False,False,window,indexed,True,380848,375741,428455,383438,49894,False
early,3,16,False,False,window,native-indexed,False,744194,707582,777596,890177,66833,False
early,3,16,False,False,window,native-indexed,True,387250,361711,537630,364846,48926,False
early,3,16,False,False,window,native-scan,False,634186,627942,674223,752801,60241,False
early,3,16,False,False,window,native-scan,True,322801,308798,384883,303246,41000,False
early,3,16,False,False,window,scan,False,864747,770168,982963,761697,60201,False
early,3,16,False,False,window,scan,True,331863,315708,339577,300110,40960,False
early,3,16,False,False,window,sealed-indexed,False,1019952,1000210,1109750,1007247,74823,False
early,3,16,False,False,window,sealed-indexed,True,403945,384613,437386,373628,50510,False
early,3,16,False,False,window,sealed-scan,False,788137,739439,848914,719119,60817,False
early,3,16,False,False,window,sealed-scan,True,322230,304398,548849,290300,41576,False
early,3,16,False,True,all,active-indexed,False,1113311,986725,4167831,962817,75883,False
early,3,16,False,True,all,active-indexed,True,374421,340848,468551,347310,52658,False
early,3,16,False,True,all,active-native-indexed,False,834678,784535,1003274,812001,70557,False
early,3,16,False,True,all,active-native-indexed,True,380380,342015,399018,338062,52202,False
early,3,16,False,True,all,active-native-scan,False,811540,740038,1065613,722785,66909,False
early,3,16,False,True,all,active-native-scan,True,326660,306880,414053,308238,47444,False
early,3,16,False,True,all,active-scan,False,936031,880509,1035063,824929,67979,False
early,3,16,False,True,all,active-scan,True,323258,303399,421311,307982,47154,False
early,3,16,False,True,all,birth,False,1725399,1680679,1897623,1533128,100858,False
early,3,16,False,True,all,birth,True,300173,270968,337229,292501,45363,False
early,3,16,False,True,all,birth-miss,False,1558486,1505508,2027802,1483432,100890,False
early,3,16,False,True,all,birth-miss,True,322625,284693,352638,295605,45371,False
early,3,16,False,True,all,birth-miss-template,False,1638717,1588681,1901276,1536000,109803,False
early,3,16,False,True,all,birth-miss-template,True,371601,325232,409319,325037,49372,False
early,3,16,False,True,all,conditional,False,2542829,2486505,2778300,2997837,67299,False
early,3,16,False,True,all,conditional,True,553892,520921,577296,528622,35134,False
early,3,16,False,True,all,indexed,False,1197977,1043383,4671672,1061473,75723,False
early,3,16,False,True,all,indexed,True,399585,361468,530165,383438,52850,False
early,3,16,False,True,all,native-indexed,False,730276,711708,856095,913601,69789,False
early,3,16,False,True,all,native-indexed,True,362146,356308,422464,364846,51882,False
early,3,16,False,True,all,native-scan,False,680399,610558,917255,776225,63197,False
early,3,16,False,True,all,native-scan,True,303906,255074,336460,303246,43956,False
early,3,16,False,True,all,scan,False,827295,744631,1008223,785121,63157,False
early,3,16,False,True,all,scan,True,356433,283832,376370,300110,43916,False
early,3,16,False,True,all,sealed-indexed,False,1046172,921572,1221962,1018895,76371,False
early,3,16,False,True,all,sealed-indexed,True,385544,364504,438058,373628,53466,False
early,3,16,False,True,all,sealed-scan,False,773223,694379,956856,742543,63773,False
early,3,16,False,True,all,sealed-scan,True,303163,291687,381470,290300,44532,False
early,3,16,False,True,immediate,active-indexed,False,1122393,1022765,1174820,962817,67015,False
early,3,16,False,True,immediate,active-indexed,True,395800,382602,417067,347310,43790,False
early,3,16,False,True,immediate,active-native-indexed,False,905426,811773,967930,812001,61689,False
early,3,16,False,True,immediate,active-native-indexed,True,389514,365082,645576,338062,43334,False
early,3,16,False,True,immediate,active-native-scan,False,837359,813131,936058,722785,58041,False
early,3,16,False,True,immediate,active-native-scan,True,385588,307018,426605,308238,38576,False
early,3,16,False,True,immediate,active-scan,False,1050660,898460,1089950,824929,59111,False
early,3,16,False,True,immediate,active-scan,True,371074,333761,384071,307982,38286,False
early,3,16,False,True,immediate,birth,False,1920677,1653978,2016613,1533128,85942,False
early,3,16,False,True,immediate,birth,True,315957,261323,341244,292501,30447,False
early,3,16,False,True,immediate,birth-miss,False,1747802,1607939,1833010,1483432,85974,False
early,3,16,False,True,immediate,birth-miss,True,315251,303204,339303,295605,30455,False
early,3,16,False,True,immediate,birth-miss-template,False,1734450,1496802,1961243,1536000,94887,False
early,3,16,False,True,immediate,birth-miss-template,True,345955,321557,459847,325037,34456,False
early,3,16,False,True,immediate,conditional,False,2781870,2391635,3007907,2997837,57855,False
early,3,16,False,True,immediate,conditional,True,583975,496794,670734,528622,25690,False
early,3,16,False,True,immediate,indexed,False,1192494,920436,1533660,1061473,66855,False
early,3,16,False,True,immediate,indexed,True,467357,413271,3718432,383438,43982,False
early,3,16,False,True,immediate,native-indexed,False,877244,846187,929628,913601,60921,False
early,3,16,False,True,immediate,native-indexed,True,396213,358085,1007306,364846,43014,False
early,3,16,False,True,immediate,native-scan,False,719457,572168,784157,776225,54329,False
early,3,16,False,True,immediate,native-scan,True,337018,316516,359250,303246,35088,False
early,3,16,False,True,immediate,scan,False,918281,710063,1002909,785121,54289,False
early,3,16,False,True,immediate,scan,True,341638,329244,379582,300110,35048,False
early,3,16,False,True,immediate,sealed-indexed,False,1204347,1055993,2047441,1018895,67503,False
early,3,16,False,True,immediate,sealed-indexed,True,438176,363150,459054,373628,44598,False
early,3,16,False,True,immediate,sealed-scan,False,949372,808272,1156729,742543,54905,False
early,3,16,False,True,immediate,sealed-scan,True,328499,277769,412531,290300,35664,False
early,3,16,False,True,window,active-indexed,False,1071973,996119,5081772,962817,72927,False
early,3,16,False,True,window,active-indexed,True,360169,352724,397414,347310,49702,False
early,3,16,False,True,window,active-native-indexed,False,863764,779365,930399,812001,67601,False
early,3,16,False,True,window,active-native-indexed,True,364171,360842,438356,338062,49246,False
early,3,16,False,True,window,active-native-scan,False,843611,780137,900581,722785,63953,False
early,3,16,False,True,window,active-native-scan,True,397958,344985,500409,308238,44488,False
early,3,16,False,True,window,active-scan,False,954355,922100,1027754,824929,65023,False
early,3,16,False,True,window,active-scan,True,338133,303517,394170,307982,44198,False
early,3,16,False,True,window,birth,False,1794148,1656380,1917333,1533128,95886,False
early,3,16,False,True,window,birth,True,310961,297290,328077,292501,40391,False
early,3,16,False,True,window,birth-miss,False,1616525,1471886,1864700,1483432,95918,False
early,3,16,False,True,window,birth-miss,True,305106,294364,321607,295605,40399,False
early,3,16,False,True,window,birth-miss-template,False,1707025,1545596,1930069,1536000,104831,False
early,3,16,False,True,window,birth-miss-template,True,334324,322804,358381,325037,44400,False
early,3,16,False,True,window,conditional,False,2589414,2458569,2898073,2997837,64151,False
early,3,16,False,True,window,conditional,True,556234,550813,630360,528622,31986,False
early,3,16,False,True,window,indexed,False,1148382,1093904,1566643,1061473,72767,False
early,3,16,False,True,window,indexed,True,434560,395808,452800,383438,49894,False
early,3,16,False,True,window,native-indexed,False,807120,755188,886449,913601,66833,False
early,3,16,False,True,window,native-indexed,True,382318,362441,394899,364846,48926,False
early,3,16,False,True,window,native-scan,False,673919,654686,2008640,776225,60241,False
early,3,16,False,True,window,native-scan,True,313871,289323,335185,303246,41000,False
