family	size	depth	variant	lifecycle_ns	lifecycle_ns_min	lifecycle_ns_max	prepare_ns	prepare_ns_min	prepare_ns_max	prepared_drop_ns	prepared_drop_ns_min	prepared_drop_ns_max	harness_ns	harness_ns_min	harness_ns_max	first_query_ns	first_query_ns_min	first_query_ns_max	reused_query_ns	reused_query_ns_min	reused_query_ns_max	setup_ns	setup_ns_min	setup_ns_max	execution_ns	execution_ns_min	execution_ns_max	observe_ns	observe_ns_min	observe_ns_max	engine_drop_ns	engine_drop_ns_min	engine_drop_ns_max	answer_drop_ns	answer_drop_ns_min	answer_drop_ns_max	work	setup_allocation_calls	setup_requested_bytes	execution_allocation_calls	execution_requested_bytes	observe_allocation_calls	observe_requested_bytes	engine_drop_allocation_calls	engine_drop_requested_bytes	answer_drop_allocation_calls	answer_drop_requested_bytes	query_peak_live_bytes	post_answer_live_bytes	prepared_released_bytes
independent	64	1	generated-global-scan	1780815	1729504	1827983	17464	15285	25026	870	773	1109	538710	523786	556129	445318	442699	453796	439949.3333333333	421521.6666666667	453952.6666666667	51997.5	51738.0	62796.75	354746.0	343763.5	358726.0	19114.75	18789.25	19766.0	8143.0	7926.75	9278.25	4388.75	4085.75	4718.25	"{""activation_pushes"": 0, ""applications"": 192, ""binding_slot_copies"": 5056, ""candidate_visits"": 2336, ""dependency_visits"": 0, ""dereferences"": 256, ""generic_template_visits"": 0, ""history_checks"": 2272, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 442, ""map_visits"": 1848, ""pairs"": 128, ""pool_entries"": 10400, ""structural_tests"": 4672, ""term_requests"": 256}"	892	68936	10534	435952	770	29366	0	0	0	0	101579	4880	2529
independent	64	1	generated-indexed	2555444	2524910	2672274	19700	16875	20514	930	715	1020	583282	563967	605080	662195	631171	673420	621085.3333333334	616139.3333333334	674250.6666666666	52185.25	51228.5	55273.0	534323.5	529980.75	563005.0	25048.25	24010.75	27143.25	9346.5	9179.5	9846.75	11404.25	11332.0	12514.5	"{""activation_pushes"": 384, ""applications"": 192, ""binding_slot_copies"": 1408, ""candidate_visits"": 512, ""dependency_visits"": 768, ""dereferences"": 576, ""generic_template_visits"": 0, ""history_checks"": 256, ""index_bucket_entries"": 128, ""index_inserts"": 448, ""index_lookups"": 256, ""index_removes"": 320, ""index_repairs"": 512, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 704, ""key_template_visits"": 256, ""key_visits"": 832, ""map_allocations"": 442, ""map_visits"": 2500, ""pairs"": 192, ""pool_entries"": 0, ""structural_tests"": 960, ""term_requests"": 960}"	892	68936	9800	488256	770	29366	0	0	0	0	168374	4876	2529
independent	64	1	generated-scan	2892445	2829120	3540613	18812	17417	28081	902	659	1543	579834	544763	843911	700767	687024	871518	723983.0	706439.0	880623.3333333334	55703.75	52289.5	92040.0	627888.0	612950.75	769712.25	22718.0	21587.0	27303.5	9143.75	6920.5	12625.5	4583.25	4283.0	6207.75	"{""activation_pushes"": 384, ""applications"": 192, ""binding_slot_copies"": 9472, ""candidate_visits"": 4544, ""dependency_visits"": 768, ""dereferences"": 384, ""generic_template_visits"": 0, ""history_checks"": 256, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 442, ""map_visits"": 2174, ""pairs"": 4224, ""pool_entries"": 6176, ""structural_tests"": 4992, ""term_requests"": 256}"	892	68936	19167	787280	770	29366	0	0	0	0	107868	4873	2529
independent	64	1	generic-indexed	2667292	2505076	2823941	12102	11145	18872	1189	880	13838	594817	585252	621271	663006	656020	804600	661762.0	610995.0	708870.3333333334	54073.0	50517.25	56771.0	557439.25	523760.75	580392.5	26293.25	23843.75	36465.5	10012.5	9379.5	11501.75	15912.0	14199.5	17239.5	"{""activation_pushes"": 384, ""applications"": 192, ""binding_slot_copies"": 1408, ""candidate_visits"": 512, ""dependency_visits"": 768, ""dereferences"": 576, ""generic_template_visits"": 1536, ""history_checks"": 256, ""index_bucket_entries"": 128, ""index_inserts"": 448, ""index_lookups"": 256, ""index_removes"": 320, ""index_repairs"": 512, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 704, ""key_template_visits"": 256, ""key_visits"": 832, ""map_allocations"": 442, ""map_visits"": 2500, ""pairs"": 192, ""pool_entries"": 0, ""structural_tests"": 960, ""term_requests"": 960}"	892	68936	9800	488256	770	29366	0	0	0	0	168372	4874	2529
independent	64	1	integrated	2803132	2790991	2911287	8914	6939	9079	1161	998	1597	601020	594803	670731	715082	702311	733589	696887.0	682590.6666666666	728223.0	148375.0	145021.25	156070.25	500357.25	492168.25	521026.5	22780.25	21524.75	23483.75	16305.75	16021.75	18030.0	10727.25	9877.0	12640.25	"{""activations"": 320, ""applications"": 192, ""candidate_visits"": 256, ""descriptor_repairs"": 0, ""equality_steps"": 64, ""index_migrations"": 126, ""indexed_lookups"": 128, ""speculative_applications"": 0, ""steps"": 385}"	2681	248050	14848	455928	775	35318	0	0	0	0	259924	4715	2375
independent	64	8	generated-global-scan	2396797	2360553	2419757	19799	14317	24940	1055	770	1910	1373659	1313129	1425093	587009	570203	670096	595142.0	563400.0	611486.6666666666	98790.5	96306.5	102266.75	389335.5	388986.75	402041.5	67664.25	66022.0	71327.0	13988.0	12575.5	14500.5	19401.25	18535.25	19516.25	"{""activation_pushes"": 0, ""applications"": 192, ""binding_slot_copies"": 5056, ""candidate_visits"": 2336, ""dependency_visits"": 0, ""dereferences"": 256, ""generic_template_visits"": 0, ""history_checks"": 2272, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 442, ""map_visits"": 1848, ""pairs"": 128, ""pool_entries"": 10400, ""structural_tests"": 4672, ""term_requests"": 704}"	1802	76671	10662	451824	3458	95222	0	0	0	0	168702	4880	2529
independent	64	8	generated-indexed	3664788	3513784	4779803	16472	14256	21720	992	749	3446	1449974	1306185	1892794	875658	873015	889895	924695.3333333334	873635.0	1288247.3333333333	97778.25	94887.25	133011.25	697447.5	670871.0	904097.25	76679.75	72826.25	102601.25	18159.75	13947.0	23552.25	18206.5	18086.25	25307.5	"{""activation_pushes"": 384, ""applications"": 192, ""binding_slot_copies"": 1408, ""candidate_visits"": 512, ""dependency_visits"": 2112, ""dereferences"": 576, ""generic_template_visits"": 0, ""history_checks"": 256, ""index_bucket_entries"": 128, ""index_inserts"": 448, ""index_lookups"": 256, ""index_removes"": 320, ""index_repairs"": 512, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 2048, ""key_template_visits"": 256, ""key_visits"": 2176, ""map_allocations"": 442, ""map_visits"": 2500, ""pairs"": 192, ""pool_entries"": 0, ""structural_tests"": 960, ""term_requests"": 2752}"	1802	76671	15304	549824	3458	95222	0	0	0	0	200522	4876	2529
independent	64	8	generated-scan	3392228	3332488	3725402	14898	14019	24901	855	700	1154	1333338	1262921	1394752	843089	833966	879012	841220.0	822936.0	955520.0	95006.25	94356.25	101675.75	648641.0	629081.75	714448.5	72373.5	68393.25	75196.5	14089.25	13349.5	20517.0	18948.75	18049.0	19773.5	"{""activation_pushes"": 384, ""applications"": 192, ""binding_slot_copies"": 9472, ""candidate_visits"": 4544, ""dependency_visits"": 2112, ""dereferences"": 384, ""generic_template_visits"": 0, ""history_checks"": 256, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 442, ""map_visits"": 2174, ""pairs"": 4224, ""pool_entries"": 6176, ""structural_tests"": 4992, ""term_requests"": 704}"	1802	76671	19295	803152	3458	95222	0	0	0	0	174991	4873	2529
independent	64	8	generic-indexed	3766978	3629560	3846749	18821	12269	23393	939	730	1294	1420579	1380906	1529458	987740	886797	1082250	919775.0	908095.0	934773.3333333334	109556.0	104064.25	153200.75	701628.5	682128.0	732688.5	74626.25	73579.0	85696.75	17174.5	15427.25	18269.25	19737.5	18365.0	20058.75	"{""activation_pushes"": 384, ""applications"": 192, ""binding_slot_copies"": 1408, ""candidate_visits"": 512, ""dependency_visits"": 2112, ""dereferences"": 576, ""generic_template_visits"": 1536, ""history_checks"": 256, ""index_bucket_entries"": 128, ""index_inserts"": 448, ""index_lookups"": 256, ""index_removes"": 320, ""index_repairs"": 512, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 2048, ""key_template_visits"": 256, ""key_visits"": 2176, ""map_allocations"": 442, ""map_visits"": 2500, ""pairs"": 192, ""pool_entries"": 0, ""structural_tests"": 960, ""term_requests"": 2752}"	1802	76671	15304	549824	3458	95222	0	0	0	0	200520	4874	2529
independent	64	8	integrated	3273220	3217800	3376834	10069	6255	10445	1162	871	26891	1374725	1339896	1517106	818941	798866	896545	813773.3333333334	803936.0	822921.6666666666	198555.25	196139.75	203915.5	510265.0	498420.75	520217.75	74195.25	71519.0	81772.25	16231.0	15770.25	18203.0	18197.0	17697.0	20737.5	"{""activations"": 320, ""applications"": 192, ""candidate_visits"": 256, ""descriptor_repairs"": 0, ""equality_steps"": 64, ""index_migrations"": 126, ""indexed_lookups"": 128, ""speculative_applications"": 0, ""steps"": 385}"	4068	258056	14848	455928	3463	101174	0	0	0	0	329262	4715	2375
repair	8	1	generated-global-scan	80814	77916	96101	17481	15521	27913	830	702	1116	78696	76860	82504	22267	21189	27056	13479.0	13338.666666666666	13677.0	6276.25	6211.25	6388.75	3923.5	3853.0	4595.5	3289.75	3096.0	3335.0	1389.75	1359.75	1687.25	741.0	730.75	753.25	"{""activation_pushes"": 0, ""applications"": 1, ""binding_slot_copies"": 20, ""candidate_visits"": 9, ""dependency_visits"": 0, ""dereferences"": 26, ""generic_template_visits"": 0, ""history_checks"": 1, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 24, ""pairs"": 1, ""pool_entries"": 9, ""structural_tests"": 18, ""term_requests"": 18}"	100	8344	52	4172	106	3664	0	0	0	0	16631	4869	2529
repair	8	1	generated-indexed	206626	176991	234683	16628	14667	26591	782	649	1109	91254	77965	95318	59400	49503	63601	43249.333333333336	36674.333333333336	47794.0	7395.25	6280.25	7838.75	32675.75	27282.0	35723.0	3676.5	3516.75	4241.75	2745.75	2143.25	3007.75	833.25	717.5	883.5	"{""activation_pushes"": 25, ""applications"": 1, ""binding_slot_copies"": 68, ""candidate_visits"": 33, ""dependency_visits"": 59, ""dereferences"": 59, ""generic_template_visits"": 0, ""history_checks"": 1, ""index_bucket_entries"": 8, ""index_inserts"": 33, ""index_lookups"": 16, ""index_removes"": 9, ""index_repairs"": 26, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 50, ""key_template_visits"": 24, ""key_visits"": 59, ""map_allocations"": 1, ""map_visits"": 40, ""pairs"": 9, ""pool_entries"": 0, ""structural_tests"": 58, ""term_requests"": 68}"	100	8344	532	28704	106	3664	0	0	0	0	26803	4865	2529
repair	8	1	generated-scan	176429	156634	205387	25272	16148	38589	879	677	1131	94453	79006	106173	53013	41381	55607	33797.333333333336	30211.666666666668	36825.666666666664	6804.0	6528.0	7868.75	23222.75	21062.75	26200.0	4081.5	3510.25	5452.25	2104.25	1843.5	2512.0	774.0	737.0	851.0	"{""activation_pushes"": 25, ""applications"": 1, ""binding_slot_copies"": 180, ""candidate_visits"": 89, ""dependency_visits"": 59, ""dereferences"": 42, ""generic_template_visits"": 0, ""history_checks"": 1, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 32, ""pairs"": 65, ""pool_entries"": 64, ""structural_tests"": 114, ""term_requests"": 18}"	100	8344	492	23292	106	3664	0	0	0	0	19592	4862	2529
repair	8	1	generic-indexed	195784	173311	220366	17590	10644	24516	753	671	1074	86659	79562	97176	57716	52242	71495	38912.333333333336	36438.666666666664	42679.0	6560.0	6132.5	7721.0	31447.25	27831.5	33380.5	3430.0	3330.5	3754.0	2621.0	2419.5	4039.5	734.0	696.5	825.5	"{""activation_pushes"": 25, ""applications"": 1, ""binding_slot_copies"": 68, ""candidate_visits"": 33, ""dependency_visits"": 59, ""dereferences"": 59, ""generic_template_visits"": 61, ""history_checks"": 1, ""index_bucket_entries"": 8, ""index_inserts"": 33, ""index_lookups"": 16, ""index_removes"": 9, ""index_repairs"": 26, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 50, ""key_template_visits"": 24, ""key_visits"": 59, ""map_allocations"": 1, ""map_visits"": 40, ""pairs"": 9, ""pool_entries"": 0, ""structural_tests"": 58, ""term_requests"": 68}"	100	8344	532	28704	106	3664	0	0	0	0	26801	4863	2529
repair	8	1	integrated	146083	134560	159572	8828	6790	10051	1363	1273	1453	89284	78336	98816	48067	39827	58592	29807.666666666668	26992.333333333332	33087.0	16541.0	15588.75	19707.25	8913.75	8123.75	9750.0	3139.25	2890.5	3580.5	2162.75	2093.0	2597.75	2488.5	2313.25	2829.25	"{""activations"": 25, ""applications"": 1, ""candidate_visits"": 9, ""descriptor_repairs"": 0, ""equality_steps"": 1, ""index_migrations"": 0, ""indexed_lookups"": 8, ""speculative_applications"": 0, ""steps"": 27}"	246	22434	184	10552	108	4240	0	0	0	0	26801	4704	2375
repair	8	8	generated-global-scan	121989	121188	139093	15595	14174	20195	788	643	1020	129515	128570	134372	32151	31389	42892	24781.666666666668	24407.666666666668	25013.666666666668	9780.0	9724.25	9936.0	4317.5	4252.25	6445.25	8975.75	8721.25	9388.25	1520.25	1445.75	1620.75	1972.75	1882.0	2038.5	"{""activation_pushes"": 0, ""applications"": 1, ""binding_slot_copies"": 20, ""candidate_visits"": 9, ""dependency_visits"": 0, ""dereferences"": 26, ""generic_template_visits"": 0, ""history_checks"": 1, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 24, ""pairs"": 1, ""pool_entries"": 9, ""structural_tests"": 18, ""term_requests"": 25}"	130	11958	54	4420	330	9152	0	0	0	0	24723	4869	2529
repair	8	8	generated-indexed	289071	245659	344117	25845	15153	28575	708	642	2432	142604	126426	155546	86765	66070	141641	57292.0	54267.333333333336	63931.333333333336	12323.25	10778.25	12905.5	39134.75	33777.5	41427.5	9035.75	8313.25	22323.0	2509.0	2344.25	3065.5	2023.75	1937.5	2298.25	"{""activation_pushes"": 25, ""applications"": 1, ""binding_slot_copies"": 68, ""candidate_visits"": 33, ""dependency_visits"": 122, ""dereferences"": 59, ""generic_template_visits"": 0, ""history_checks"": 1, ""index_bucket_entries"": 8, ""index_inserts"": 33, ""index_lookups"": 16, ""index_removes"": 9, ""index_repairs"": 26, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 113, ""key_template_visits"": 24, ""key_visits"": 122, ""map_allocations"": 1, ""map_visits"": 40, ""pairs"": 9, ""pool_entries"": 0, ""structural_tests"": 58, ""term_requests"": 138}"	130	11958	786	31094	330	9152	0	0	0	0	34895	4865	2529
repair	8	8	generated-scan	204305	190981	304763	19023	15146	26833	754	661	871	134149	130382	160795	59463	51429	66980	41361.0	40927.333333333336	70026.33333333333	10232.5	9594.75	11618.0	22909.25	21644.0	42690.25	9029.0	8472.75	10169.25	1756.25	1707.5	2478.25	1961.75	1909.75	2336.5	"{""activation_pushes"": 25, ""applications"": 1, ""binding_slot_copies"": 180, ""candidate_visits"": 89, ""dependency_visits"": 122, ""dereferences"": 42, ""generic_template_visits"": 0, ""history_checks"": 1, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 32, ""pairs"": 65, ""pool_entries"": 64, ""structural_tests"": 114, ""term_requests"": 25}"	130	11958	494	23540	330	9152	0	0	0	0	27684	4862	2529
repair	8	8	generic-indexed	262242	239632	388630	12776	9295	21711	685	641	1297	141645	129227	210220	76893	65776	110001	55612.666666666664	53977.666666666664	85207.0	11402.5	10352.5	18676.25	37010.0	34036.5	53034.5	8819.0	8297.25	12793.75	2569.5	2360.75	3865.75	2099.25	1830.5	2950.5	"{""activation_pushes"": 25, ""applications"": 1, ""binding_slot_copies"": 68, ""candidate_visits"": 33, ""dependency_visits"": 122, ""dereferences"": 59, ""generic_template_visits"": 61, ""history_checks"": 1, ""index_bucket_entries"": 8, ""index_inserts"": 33, ""index_lookups"": 16, ""index_removes"": 9, ""index_repairs"": 26, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 113, ""key_template_visits"": 24, ""key_visits"": 122, ""map_allocations"": 1, ""map_visits"": 40, ""pairs"": 9, ""pool_entries"": 0, ""structural_tests"": 58, ""term_requests"": 138}"	130	11958	786	31094	330	9152	0	0	0	0	34893	4863	2529
repair	8	8	integrated	177458	168425	218424	9208	6659	10333	982	775	1403	131810	125404	148017	56610	47047	61601	36370.666666666664	35920.0	48848.333333333336	20254.75	19608.5	27140.25	8345.5	7698.5	9701.25	8551.25	8315.25	9684.5	2602.0	2407.5	3060.5	1965.75	1920.75	2377.0	"{""activations"": 25, ""applications"": 1, ""candidate_visits"": 9, ""descriptor_repairs"": 0, ""equality_steps"": 1, ""index_migrations"": 0, ""indexed_lookups"": 8, ""speculative_applications"": 0, ""steps"": 27}"	313	31735	184	10552	332	9728	0	0	0	0	39098	4704	2375
repair	64	1	generated-global-scan	359293	342415	380654	18673	16310	28106	776	748	960	487889	465937	526189	99647	93869	111048	79960.66666666667	75652.33333333333	83068.66666666667	34383.75	34183.75	37854.75	16871.0	16081.0	18233.75	20729.25	18291.5	21491.25	5793.25	5306.5	6223.25	6787.5	6628.75	7226.0	"{""activation_pushes"": 0, ""applications"": 1, ""binding_slot_copies"": 132, ""candidate_visits"": 65, ""dependency_visits"": 0, ""dereferences"": 194, ""generic_template_visits"": 0, ""history_checks"": 1, ""index_bucket_entries"": 0, ""index_inserts"": 0, ""index_lookups"": 0, ""index_removes"": 0, ""index_repairs"": 0, ""key_normalization_allocations"": 0, ""key_normalization_requests"": 0, ""key_template_visits"": 0, ""key_visits"": 0, ""map_allocations"": 1, ""map_visits"": 192, ""pairs"": 1, ""pool_entries"": 65, ""structural_tests"": 130, ""term_requests"": 130}"	568	62918	200	18668	834	29366	0	0	0	0	83033	4870	2529
