kind,rep,family,mode,reuse,total_ns,execution_ns,setup_ns,preparation_ns,disposal_ns,first_cold_ns,cancel_ns,requested_bytes,peak_increment_bytes
time,3,cross-after-success-1024-6,graph,1,622399145,621909652,269622,74055,145816,4688470,4932592,,
time,3,cross-before-clash-64-4,dependencies,1,88027,31868,35507,13637,7015,,74580,,
time,3,cross-before-success-1024-2,dependencies,1,753362,127890,513273,5270,106929,642702,695835,,
time,3,cross-before-success-256-6,ordinary,1,1336804,1063514,130869,66425,75996,951854,1003113,,
time,3,cross-before-clash-64-4,ordinary,1,98086,34731,35090,13659,14606,,70019,,
time,3,cross-before-success-64-4,ordinary,1,187397,109479,38737,29692,9489,154062,143194,,
time,3,cross-before-clash-1024-6,graph,1,764031,431638,201795,45242,85356,,721881,,
time,3,cross-unique-success-64-6,ordinary,1,1012627,810794,39700,99083,63050,693531,647621,,
time,3,cross-before-clash-1024-4,dependencies,1,739005,121322,485525,21235,110923,,722071,,
time,3,cross-before-clash-1024-2,dependencies,1,700675,111340,480981,5658,102696,,727796,,
time,3,cross-before-success-1024-4,ordinary,1,1037215,408700,492317,18107,118091,895588,1081865,,
time,3,cross-before-clash-256-4,dependencies,1,264541,53788,127489,16189,67075,,207550,,
time,3,cross-before-clash-256-6,graph,1,360190,216940,57875,53982,31393,,278026,,
time,3,cross-before-clash-256-4,ordinary,1,240446,62417,124939,15788,37302,,221244,,
time,3,cross-before-success-64-6,specialized,1,5741687,5458868,45036,175698,62085,3704385,4338582,,
time,3,cross-before-success-1024-2,graph,1,704324,429466,218413,4581,51864,603539,642343,,
time,3,cross-before-clash-256-4,specialized,1,1407166,1211242,137994,46461,11469,,1349767,,
