case	mode	limit	status	steps	raw	failed	answers	exhausted	issued	committed_equations	lookahead_visits	projection_dereferences	max_outstanding	owner_buffered_peak	uncommitted_at_shutdown	calls	pairs	resolve_nodes	occurs_nodes	worker_completion
C02-independent	Threads(2)	4	pass	18	4	0	4	true	6	6	43	6	4	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
C03-inactive-label	Owned	0	pass	10	3	0	3	true	3	3	0	0	0	0	0	3	3	12	3	[]
C03-inactive-label	Shared	0	pass	10	3	0	3	true	0	0	0	0	0	0	0	0	0	0	0	[]
C03-inactive-label	Inline	1	pass	10	3	0	3	true	3	3	12	3	1	1	0	3	3	12	3	[]
C03-inactive-label	Inline	4	pass	10	3	0	3	true	3	3	17	3	2	2	0	3	3	12	3	[]
C03-inactive-label	Threads(1)	1	pass	10	3	0	3	true	3	3	12	3	1	1	0	3	3	12	3	[(0, 0), (0, 1), (0, 2)]
C03-inactive-label	Threads(1)	4	pass	10	3	0	3	true	3	3	17	3	2	1	0	3	3	12	3	[(0, 0), (0, 1), (0, 2)]
C03-inactive-label	Threads(2)	1	pass	10	3	0	3	true	3	3	12	3	1	1	0	3	3	12	3	[(0, 0), (1, 1), (0, 2)]
C03-inactive-label	Threads(2)	4	pass	10	3	0	3	true	3	3	17	3	2	1	0	3	3	12	3	[(0, 0), (1, 1), (0, 2)]
C04-recursive-fresh	Owned	0	pass	81	8	0	8	true	22	22	0	0	0	0	0	22	22	130	36	[]
C04-recursive-fresh	Shared	0	pass	81	8	0	8	true	0	0	0	0	0	0	0	0	0	0	0	[]
C04-recursive-fresh	Inline	1	pass	81	8	0	8	true	22	22	232	36	1	1	0	22	22	130	36	[]
C04-recursive-fresh	Inline	4	pass	81	8	0	8	true	22	22	370	36	4	4	0	22	22	130	36	[]
C04-recursive-fresh	Threads(1)	1	pass	81	8	0	8	true	22	22	232	36	1	1	0	22	22	130	36	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]
C04-recursive-fresh	Threads(1)	4	pass	81	8	0	8	true	22	22	370	36	4	1	0	22	22	130	36	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]
C04-recursive-fresh	Threads(2)	1	pass	81	8	0	8	true	22	22	232	36	1	1	0	22	22	130	36	[(0, 0), (0, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13), (0, 14), (1, 15), (0, 16), (1, 17), (0, 18), (1, 19), (0, 20), (1, 21)]
C04-recursive-fresh	Threads(2)	4	pass	81	8	0	8	true	22	22	370	36	4	2	0	22	22	130	36	[(1, 1), (0, 0), (1, 2), (0, 3), (1, 4), (0, 5), (1, 6), (0, 7), (1, 8), (0, 9), (1, 10), (1, 11), (0, 12), (1, 13), (0, 14), (1, 15), (0, 16), (1, 17), (0, 18), (1, 19), (0, 20), (1, 21)]
G01-suspended	Owned	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
G01-suspended	Shared	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
G01-suspended	Inline	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
G01-suspended	Inline	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
G01-suspended	Threads(1)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
G01-suspended	Threads(1)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
G01-suspended	Threads(2)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
G01-suspended	Threads(2)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
G02-recheck	Owned	0	pass	7	1	0	1	true	1	1	0	0	0	0	0	1	1	5	1	[]
G02-recheck	Shared	0	pass	7	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
G02-recheck	Inline	1	pass	7	1	0	1	true	1	1	7	2	1	1	0	1	1	5	1	[]
G02-recheck	Inline	4	pass	7	1	0	1	true	1	1	7	2	1	1	0	1	1	5	1	[]
G02-recheck	Threads(1)	1	pass	7	1	0	1	true	1	1	7	2	1	1	0	1	1	5	1	[(0, 0)]
G02-recheck	Threads(1)	4	pass	7	1	0	1	true	1	1	7	2	1	1	0	1	1	5	1	[(0, 0)]
G02-recheck	Threads(2)	1	pass	7	1	0	1	true	1	1	7	2	1	1	0	1	1	5	1	[(0, 0)]
G02-recheck	Threads(2)	4	pass	7	1	0	1	true	1	1	7	2	1	1	0	1	1	5	1	[(0, 0)]
H01-distinct-resources	Owned	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
H01-distinct-resources	Shared	0	pass	2	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
H01-distinct-resources	Inline	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
H01-distinct-resources	Inline	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
H01-distinct-resources	Threads(1)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
H01-distinct-resources	Threads(1)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
H01-distinct-resources	Threads(2)	1	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
H01-distinct-resources	Threads(2)	4	pass	2	1	0	1	true	0	0	2	0	0	0	0	0	0	0	0	[]
H02-repeated-head-alias	Owned	0	pass	8	1	0	1	true	1	1	0	0	0	0	0	1	1	5	1	[]
H02-repeated-head-alias	Shared	0	pass	8	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
H02-repeated-head-alias	Inline	1	pass	8	1	0	1	true	1	1	8	2	1	1	0	1	1	5	1	[]
H02-repeated-head-alias	Inline	4	pass	8	1	0	1	true	1	1	8	2	1	1	0	1	1	5	1	[]
H02-repeated-head-alias	Threads(1)	1	pass	8	1	0	1	true	1	1	8	2	1	1	0	1	1	5	1	[(0, 0)]
H02-repeated-head-alias	Threads(1)	4	pass	8	1	0	1	true	1	1	8	2	1	1	0	1	1	5	1	[(0, 0)]
H02-repeated-head-alias	Threads(2)	1	pass	8	1	0	1	true	1	1	8	2	1	1	0	1	1	5	1	[(0, 0)]
H02-repeated-head-alias	Threads(2)	4	pass	8	1	0	1	true	1	1	8	2	1	1	0	1	1	5	1	[(0, 0)]
H03-constructor-wakeup	Owned	0	pass	7	1	0	1	true	1	1	0	0	0	0	0	1	1	4	1	[]
H03-constructor-wakeup	Shared	0	pass	7	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
H03-constructor-wakeup	Inline	1	pass	7	1	0	1	true	1	1	7	1	1	1	0	1	1	4	1	[]
H03-constructor-wakeup	Inline	4	pass	7	1	0	1	true	1	1	7	1	1	1	0	1	1	4	1	[]
H03-constructor-wakeup	Threads(1)	1	pass	7	1	0	1	true	1	1	7	1	1	1	0	1	1	4	1	[(0, 0)]
H03-constructor-wakeup	Threads(1)	4	pass	7	1	0	1	true	1	1	7	1	1	1	0	1	1	4	1	[(0, 0)]
H03-constructor-wakeup	Threads(2)	1	pass	7	1	0	1	true	1	1	7	1	1	1	0	1	1	4	1	[(0, 0)]
H03-constructor-wakeup	Threads(2)	4	pass	7	1	0	1	true	1	1	7	1	1	1	0	1	1	4	1	[(0, 0)]
H04-inherited-history	Owned	0	pass	10	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
H04-inherited-history	Shared	0	pass	10	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
H04-inherited-history	Inline	1	pass	10	2	0	2	true	2	2	11	2	1	1	0	2	2	8	2	[]
H04-inherited-history	Inline	4	pass	10	2	0	2	true	2	2	13	2	2	2	0	2	2	8	2	[]
H04-inherited-history	Threads(1)	1	pass	10	2	0	2	true	2	2	11	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
H04-inherited-history	Threads(1)	4	pass	10	2	0	2	true	2	2	13	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
H04-inherited-history	Threads(2)	1	pass	10	2	0	2	true	2	2	11	2	1	1	0	2	2	8	2	[(0, 0), (1, 1)]
H04-inherited-history	Threads(2)	4	pass	10	2	0	2	true	2	2	13	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
H05-conditional-history	Owned	0	pass	10	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
H05-conditional-history	Shared	0	pass	10	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
H05-conditional-history	Inline	1	pass	10	2	0	2	true	2	2	12	2	1	1	0	2	2	8	2	[]
H05-conditional-history	Inline	4	pass	10	2	0	2	true	2	2	14	2	2	2	0	2	2	8	2	[]
H05-conditional-history	Threads(1)	1	pass	10	2	0	2	true	2	2	12	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
H05-conditional-history	Threads(1)	4	pass	10	2	0	2	true	2	2	14	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
H05-conditional-history	Threads(2)	1	pass	10	2	0	2	true	2	2	12	2	1	1	0	2	2	8	2	[(0, 0), (1, 1)]
H05-conditional-history	Threads(2)	4	pass	10	2	0	2	true	2	2	14	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
H06-conditional-consumption	Owned	0	pass	10	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
H06-conditional-consumption	Shared	0	pass	10	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
H06-conditional-consumption	Inline	1	pass	10	2	0	2	true	0	0	14	0	0	0	0	0	0	0	0	[]
H06-conditional-consumption	Inline	4	pass	10	2	0	2	true	0	0	14	0	0	0	0	0	0	0	0	[]
H06-conditional-consumption	Threads(1)	1	pass	10	2	0	2	true	0	0	14	0	0	0	0	0	0	0	0	[]
H06-conditional-consumption	Threads(1)	4	pass	10	2	0	2	true	0	0	14	0	0	0	0	0	0	0	0	[]
