case	mode	limit	status	steps	raw	failed	answers	exhausted	issued	committed_equations	lookahead_visits	projection_dereferences	max_outstanding	owner_buffered_peak	uncommitted_at_shutdown	calls	pairs	resolve_nodes	occurs_nodes	worker_completion
carry-k0-w1-n0	Inline	1	pass	4	1	0	1	true	0	0	4	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n0	Inline	4	pass	4	1	0	1	true	0	0	4	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n0	Threads(1)	1	pass	4	1	0	1	true	0	0	4	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n0	Threads(1)	4	pass	4	1	0	1	true	0	0	4	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n0	Threads(2)	1	pass	4	1	0	1	true	0	0	4	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n0	Threads(2)	4	pass	4	1	0	1	true	0	0	4	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Owned	0	pass	7	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Shared	0	pass	7	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Inline	1	pass	7	1	0	1	true	0	0	7	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Inline	4	pass	7	1	0	1	true	0	0	7	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Threads(1)	1	pass	7	1	0	1	true	0	0	7	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Threads(1)	4	pass	7	1	0	1	true	0	0	7	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Threads(2)	1	pass	7	1	0	1	true	0	0	7	0	0	0	0	0	0	0	0	[]
carry-k0-w1-n3	Threads(2)	4	pass	7	1	0	1	true	0	0	7	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Owned	0	pass	10	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Shared	0	pass	10	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Inline	1	pass	10	1	0	1	true	0	0	10	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Inline	4	pass	10	1	0	1	true	0	0	10	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Threads(1)	1	pass	10	1	0	1	true	0	0	10	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Threads(1)	4	pass	10	1	0	1	true	0	0	10	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Threads(2)	1	pass	10	1	0	1	true	0	0	10	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n0	Threads(2)	4	pass	10	1	0	1	true	0	0	10	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Owned	0	pass	13	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Shared	0	pass	13	1	0	1	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Inline	1	pass	13	1	0	1	true	0	0	13	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Inline	4	pass	13	1	0	1	true	0	0	13	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Threads(1)	1	pass	13	1	0	1	true	0	0	13	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Threads(1)	4	pass	13	1	0	1	true	0	0	13	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Threads(2)	1	pass	13	1	0	1	true	0	0	13	0	0	0	0	0	0	0	0	[]
carry-k0-w4-n3	Threads(2)	4	pass	13	1	0	1	true	0	0	13	0	0	0	0	0	0	0	0	[]
carry-k1-w0-n0	Owned	0	pass	8	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
carry-k1-w0-n0	Shared	0	pass	8	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k1-w0-n0	Inline	1	pass	8	2	0	2	true	2	2	9	2	1	1	0	2	2	8	2	[]
carry-k1-w0-n0	Inline	4	pass	8	2	0	2	true	2	2	11	2	2	2	0	2	2	8	2	[]
carry-k1-w0-n0	Threads(1)	1	pass	8	2	0	2	true	2	2	9	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w0-n0	Threads(1)	4	pass	8	2	0	2	true	2	2	11	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w0-n0	Threads(2)	1	pass	8	2	0	2	true	2	2	9	2	1	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w0-n0	Threads(2)	4	pass	8	2	0	2	true	2	2	11	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w0-n3	Owned	0	pass	11	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
carry-k1-w0-n3	Shared	0	pass	11	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k1-w0-n3	Inline	1	pass	11	2	0	2	true	2	2	12	2	1	1	0	2	2	8	2	[]
carry-k1-w0-n3	Inline	4	pass	11	2	0	2	true	2	2	14	2	2	2	0	2	2	8	2	[]
carry-k1-w0-n3	Threads(1)	1	pass	11	2	0	2	true	2	2	12	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w0-n3	Threads(1)	4	pass	11	2	0	2	true	2	2	14	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w0-n3	Threads(2)	1	pass	11	2	0	2	true	2	2	12	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w0-n3	Threads(2)	4	pass	11	2	0	2	true	2	2	14	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w1-n0	Owned	0	pass	12	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
carry-k1-w1-n0	Shared	0	pass	12	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k1-w1-n0	Inline	1	pass	12	2	0	2	true	2	2	17	2	1	1	0	2	2	8	2	[]
carry-k1-w1-n0	Inline	4	pass	12	2	0	2	true	2	2	19	2	2	2	0	2	2	8	2	[]
carry-k1-w1-n0	Threads(1)	1	pass	12	2	0	2	true	2	2	17	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w1-n0	Threads(1)	4	pass	12	2	0	2	true	2	2	19	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w1-n0	Threads(2)	1	pass	12	2	0	2	true	2	2	17	2	1	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w1-n0	Threads(2)	4	pass	12	2	0	2	true	2	2	19	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w1-n3	Owned	0	pass	15	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
carry-k1-w1-n3	Shared	0	pass	15	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k1-w1-n3	Inline	1	pass	15	2	0	2	true	2	2	20	2	1	1	0	2	2	8	2	[]
carry-k1-w1-n3	Inline	4	pass	15	2	0	2	true	2	2	22	2	2	2	0	2	2	8	2	[]
carry-k1-w1-n3	Threads(1)	1	pass	15	2	0	2	true	2	2	20	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w1-n3	Threads(1)	4	pass	15	2	0	2	true	2	2	22	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w1-n3	Threads(2)	1	pass	15	2	0	2	true	2	2	20	2	1	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w1-n3	Threads(2)	4	pass	15	2	0	2	true	2	2	22	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w4-n0	Owned	0	pass	24	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
carry-k1-w4-n0	Shared	0	pass	24	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k1-w4-n0	Inline	1	pass	24	2	0	2	true	2	2	41	2	1	1	0	2	2	8	2	[]
carry-k1-w4-n0	Inline	4	pass	24	2	0	2	true	2	2	43	2	2	2	0	2	2	8	2	[]
carry-k1-w4-n0	Threads(1)	1	pass	24	2	0	2	true	2	2	41	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w4-n0	Threads(1)	4	pass	24	2	0	2	true	2	2	43	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w4-n0	Threads(2)	1	pass	24	2	0	2	true	2	2	41	2	1	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w4-n0	Threads(2)	4	pass	24	2	0	2	true	2	2	43	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w4-n3	Owned	0	pass	27	2	0	2	true	2	2	0	0	0	0	0	2	2	8	2	[]
carry-k1-w4-n3	Shared	0	pass	27	2	0	2	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k1-w4-n3	Inline	1	pass	27	2	0	2	true	2	2	44	2	1	1	0	2	2	8	2	[]
carry-k1-w4-n3	Inline	4	pass	27	2	0	2	true	2	2	46	2	2	2	0	2	2	8	2	[]
carry-k1-w4-n3	Threads(1)	1	pass	27	2	0	2	true	2	2	44	2	1	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w4-n3	Threads(1)	4	pass	27	2	0	2	true	2	2	46	2	2	1	0	2	2	8	2	[(0, 0), (0, 1)]
carry-k1-w4-n3	Threads(2)	1	pass	27	2	0	2	true	2	2	44	2	1	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k1-w4-n3	Threads(2)	4	pass	27	2	0	2	true	2	2	46	2	2	1	0	2	2	8	2	[(0, 0), (1, 1)]
carry-k2-w0-n0	Owned	0	pass	19	4	0	4	true	6	6	0	0	0	0	0	6	6	24	6	[]
carry-k2-w0-n0	Shared	0	pass	19	4	0	4	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k2-w0-n0	Inline	1	pass	19	4	0	4	true	6	6	28	6	1	1	0	6	6	24	6	[]
carry-k2-w0-n0	Inline	4	pass	19	4	0	4	true	6	6	44	6	4	4	0	6	6	24	6	[]
carry-k2-w0-n0	Threads(1)	1	pass	19	4	0	4	true	6	6	28	6	1	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w0-n0	Threads(1)	4	pass	19	4	0	4	true	6	6	44	6	4	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w0-n0	Threads(2)	1	pass	19	4	0	4	true	6	6	28	6	1	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w0-n0	Threads(2)	4	pass	19	4	0	4	true	6	6	44	6	4	2	0	6	6	24	6	[(1, 0), (1, 1), (1, 2), (1, 4), (1, 5), (0, 3)]
carry-k2-w0-n3	Owned	0	pass	22	4	0	4	true	6	6	0	0	0	0	0	6	6	24	6	[]
carry-k2-w0-n3	Shared	0	pass	22	4	0	4	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k2-w0-n3	Inline	1	pass	22	4	0	4	true	6	6	31	6	1	1	0	6	6	24	6	[]
carry-k2-w0-n3	Inline	4	pass	22	4	0	4	true	6	6	47	6	4	4	0	6	6	24	6	[]
carry-k2-w0-n3	Threads(1)	1	pass	22	4	0	4	true	6	6	31	6	1	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w0-n3	Threads(1)	4	pass	22	4	0	4	true	6	6	47	6	4	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w0-n3	Threads(2)	1	pass	22	4	0	4	true	6	6	31	6	1	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w0-n3	Threads(2)	4	pass	22	4	0	4	true	6	6	47	6	4	2	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (0, 5)]
carry-k2-w1-n0	Owned	0	pass	27	4	0	4	true	6	6	0	0	0	0	0	6	6	24	6	[]
carry-k2-w1-n0	Shared	0	pass	27	4	0	4	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k2-w1-n0	Inline	1	pass	27	4	0	4	true	6	6	60	6	1	1	0	6	6	24	6	[]
carry-k2-w1-n0	Inline	4	pass	27	4	0	4	true	6	6	76	6	4	4	0	6	6	24	6	[]
carry-k2-w1-n0	Threads(1)	1	pass	27	4	0	4	true	6	6	60	6	1	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w1-n0	Threads(1)	4	pass	27	4	0	4	true	6	6	76	6	4	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w1-n0	Threads(2)	1	pass	27	4	0	4	true	6	6	60	6	1	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w1-n0	Threads(2)	4	pass	27	4	0	4	true	6	6	76	6	4	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w1-n3	Owned	0	pass	30	4	0	4	true	6	6	0	0	0	0	0	6	6	24	6	[]
carry-k2-w1-n3	Shared	0	pass	30	4	0	4	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k2-w1-n3	Inline	1	pass	30	4	0	4	true	6	6	63	6	1	1	0	6	6	24	6	[]
carry-k2-w1-n3	Inline	4	pass	30	4	0	4	true	6	6	79	6	4	4	0	6	6	24	6	[]
carry-k2-w1-n3	Threads(1)	1	pass	30	4	0	4	true	6	6	63	6	1	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w1-n3	Threads(1)	4	pass	30	4	0	4	true	6	6	79	6	4	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w1-n3	Threads(2)	1	pass	30	4	0	4	true	6	6	63	6	1	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w1-n3	Threads(2)	4	pass	30	4	0	4	true	6	6	79	6	4	2	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (0, 5)]
carry-k2-w4-n0	Owned	0	pass	51	4	0	4	true	6	6	0	0	0	0	0	6	6	24	6	[]
carry-k2-w4-n0	Shared	0	pass	51	4	0	4	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k2-w4-n0	Inline	1	pass	51	4	0	4	true	6	6	156	6	1	1	0	6	6	24	6	[]
carry-k2-w4-n0	Inline	4	pass	51	4	0	4	true	6	6	172	6	4	4	0	6	6	24	6	[]
carry-k2-w4-n0	Threads(1)	1	pass	51	4	0	4	true	6	6	156	6	1	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w4-n0	Threads(1)	4	pass	51	4	0	4	true	6	6	172	6	4	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w4-n0	Threads(2)	1	pass	51	4	0	4	true	6	6	156	6	1	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w4-n0	Threads(2)	4	pass	51	4	0	4	true	6	6	172	6	4	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w4-n3	Owned	0	pass	54	4	0	4	true	6	6	0	0	0	0	0	6	6	24	6	[]
carry-k2-w4-n3	Shared	0	pass	54	4	0	4	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k2-w4-n3	Inline	1	pass	54	4	0	4	true	6	6	159	6	1	1	0	6	6	24	6	[]
carry-k2-w4-n3	Inline	4	pass	54	4	0	4	true	6	6	175	6	4	4	0	6	6	24	6	[]
carry-k2-w4-n3	Threads(1)	1	pass	54	4	0	4	true	6	6	159	6	1	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w4-n3	Threads(1)	4	pass	54	4	0	4	true	6	6	175	6	4	1	0	6	6	24	6	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]
carry-k2-w4-n3	Threads(2)	1	pass	54	4	0	4	true	6	6	159	6	1	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k2-w4-n3	Threads(2)	4	pass	54	4	0	4	true	6	6	175	6	4	1	0	6	6	24	6	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5)]
carry-k3-w0-n0	Owned	0	pass	40	8	0	8	true	14	14	0	0	0	0	0	14	14	56	14	[]
carry-k3-w0-n0	Shared	0	pass	40	8	0	8	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k3-w0-n0	Inline	1	pass	40	8	0	8	true	14	14	86	14	1	1	0	14	14	56	14	[]
carry-k3-w0-n0	Inline	4	pass	40	8	0	8	true	14	14	142	14	4	4	0	14	14	56	14	[]
carry-k3-w0-n0	Threads(1)	1	pass	40	8	0	8	true	14	14	86	14	1	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w0-n0	Threads(1)	4	pass	40	8	0	8	true	14	14	142	14	4	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w0-n0	Threads(2)	1	pass	40	8	0	8	true	14	14	86	14	1	1	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w0-n0	Threads(2)	4	pass	40	8	0	8	true	14	14	142	14	4	4	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w0-n3	Owned	0	pass	43	8	0	8	true	14	14	0	0	0	0	0	14	14	56	14	[]
carry-k3-w0-n3	Shared	0	pass	43	8	0	8	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k3-w0-n3	Inline	1	pass	43	8	0	8	true	14	14	89	14	1	1	0	14	14	56	14	[]
carry-k3-w0-n3	Inline	4	pass	43	8	0	8	true	14	14	145	14	4	4	0	14	14	56	14	[]
carry-k3-w0-n3	Threads(1)	1	pass	43	8	0	8	true	14	14	89	14	1	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w0-n3	Threads(1)	4	pass	43	8	0	8	true	14	14	145	14	4	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w0-n3	Threads(2)	1	pass	43	8	0	8	true	14	14	89	14	1	1	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w0-n3	Threads(2)	4	pass	43	8	0	8	true	14	14	145	14	4	2	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (0, 11), (1, 12), (0, 13)]
carry-k3-w1-n0	Owned	0	pass	56	8	0	8	true	14	14	0	0	0	0	0	14	14	56	14	[]
carry-k3-w1-n0	Shared	0	pass	56	8	0	8	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k3-w1-n0	Inline	1	pass	56	8	0	8	true	14	14	214	14	1	1	0	14	14	56	14	[]
carry-k3-w1-n0	Inline	4	pass	56	8	0	8	true	14	14	270	14	4	4	0	14	14	56	14	[]
carry-k3-w1-n0	Threads(1)	1	pass	56	8	0	8	true	14	14	214	14	1	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w1-n0	Threads(1)	4	pass	56	8	0	8	true	14	14	270	14	4	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w1-n0	Threads(2)	1	pass	56	8	0	8	true	14	14	214	14	1	1	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w1-n0	Threads(2)	4	pass	56	8	0	8	true	14	14	270	14	4	1	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w1-n3	Owned	0	pass	59	8	0	8	true	14	14	0	0	0	0	0	14	14	56	14	[]
carry-k3-w1-n3	Shared	0	pass	59	8	0	8	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k3-w1-n3	Inline	1	pass	59	8	0	8	true	14	14	217	14	1	1	0	14	14	56	14	[]
carry-k3-w1-n3	Inline	4	pass	59	8	0	8	true	14	14	273	14	4	4	0	14	14	56	14	[]
carry-k3-w1-n3	Threads(1)	1	pass	59	8	0	8	true	14	14	217	14	1	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w1-n3	Threads(1)	4	pass	59	8	0	8	true	14	14	273	14	4	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w1-n3	Threads(2)	1	pass	59	8	0	8	true	14	14	217	14	1	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w1-n3	Threads(2)	4	pass	59	8	0	8	true	14	14	273	14	4	3	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (0, 11), (0, 12), (1, 13)]
carry-k3-w4-n0	Owned	0	pass	104	8	0	8	true	14	14	0	0	0	0	0	14	14	56	14	[]
carry-k3-w4-n0	Shared	0	pass	104	8	0	8	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k3-w4-n0	Inline	1	pass	104	8	0	8	true	14	14	598	14	1	1	0	14	14	56	14	[]
carry-k3-w4-n0	Inline	4	pass	104	8	0	8	true	14	14	654	14	4	4	0	14	14	56	14	[]
carry-k3-w4-n0	Threads(1)	1	pass	104	8	0	8	true	14	14	598	14	1	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w4-n0	Threads(1)	4	pass	104	8	0	8	true	14	14	654	14	4	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w4-n0	Threads(2)	1	pass	104	8	0	8	true	14	14	598	14	1	1	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w4-n0	Threads(2)	4	pass	104	8	0	8	true	14	14	654	14	4	1	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w4-n3	Owned	0	pass	107	8	0	8	true	14	14	0	0	0	0	0	14	14	56	14	[]
carry-k3-w4-n3	Shared	0	pass	107	8	0	8	true	0	0	0	0	0	0	0	0	0	0	0	[]
carry-k3-w4-n3	Inline	1	pass	107	8	0	8	true	14	14	601	14	1	1	0	14	14	56	14	[]
carry-k3-w4-n3	Inline	4	pass	107	8	0	8	true	14	14	657	14	4	4	0	14	14	56	14	[]
carry-k3-w4-n3	Threads(1)	1	pass	107	8	0	8	true	14	14	601	14	1	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w4-n3	Threads(1)	4	pass	107	8	0	8	true	14	14	657	14	4	1	0	14	14	56	14	[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]
carry-k3-w4-n3	Threads(2)	1	pass	107	8	0	8	true	14	14	601	14	1	1	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (1, 11), (0, 12), (1, 13)]
carry-k3-w4-n3	Threads(2)	4	pass	107	8	0	8	true	14	14	657	14	4	2	0	14	14	56	14	[(0, 0), (1, 1), (0, 2), (1, 3), (0, 4), (1, 5), (0, 6), (1, 7), (0, 8), (1, 9), (0, 10), (0, 11), (1, 12), (0, 13)]
