case	mode	pass	quanta	projected_steps	expansions	projected_applications	introductions	projected_introductions	splits	failed	raw	answers	support_reads	support_writes	occurrence_scans	binding_scans	match_candidates	term_visits	term_copies	unification_pairs	occurs_visits	previewed	queue_scans	queue_refs	work_nodes	max_frontier	pending	retained_occurrences	variables	occurrence_births	binding_edges	tokens	support_memberships	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
A01-disconnected-failure	Singleton	true	5	5	1	1	1	1	0	1	0	0	3	7	1	0	1	8	15	1	1	5	5	3	4	1	0	0	2	1	1	1	5	0	0	69	9695	1465	6862	5677	23
A01-disconnected-failure	Ready	true	5	5	1	1	1	1	0	1	0	0	3	7	1	0	1	8	15	1	1	5	5	3	4	1	0	0	2	1	1	1	5	0	0	69	9695	1461	6858	5673	26
A02-pending-failure	Singleton	true	7	7	2	2	2	2	0	1	0	0	6	10	3	0	2	5	11	1	1	7	7	4	5	1	0	0	1	2	1	2	6	0	0	87	10522	1570	6991	6043	24
A02-pending-failure	Ready	true	7	7	2	2	2	2	0	1	0	0	6	10	3	0	2	5	11	1	1	7	7	4	5	1	0	0	1	2	1	2	6	0	0	87	10522	1566	6987	6039	21
A03-raw-duplicates	Singleton	true	7	7	1	1	1	1	1	0	2	1	11	20	1	4	1	10	28	2	2	7	7	3	4	2	0	0	2	1	1	1	10	2	0	108	12465	1659	7348	6682	29
A03-raw-duplicates	Ready	true	7	7	1	1	1	1	1	0	2	1	11	20	1	4	1	10	28	2	2	7	7	3	4	2	0	0	2	1	1	1	10	2	0	108	12465	1655	7344	6678	35
A04-alpha-residual	Singleton	true	7	7	1	1	3	3	1	0	2	1	11	22	5	0	1	2	4	0	0	7	7	3	4	2	0	2	2	3	0	1	12	1	1	88	8836	1427	6782	6083	26
A04-alpha-residual	Ready	true	7	7	1	1	3	3	1	0	2	1	11	22	6	0	1	2	4	0	0	9	9	3	4	2	0	2	2	3	0	1	12	1	1	91	8876	1423	6778	6079	21
C01-correlation	Singleton	true	10	10	1	1	1	1	1	0	2	2	20	22	1	13	1	12	46	4	4	10	10	6	6	2	0	0	2	1	4	1	12	1	0	142	16027	2052	8668	8180	27
C01-correlation	Ready	true	10	10	1	1	1	1	1	0	2	2	20	22	1	13	1	12	46	4	4	10	10	6	6	2	0	0	2	1	4	1	12	1	0	142	16027	2048	8664	8176	25
C02-independent	Singleton	true	18	18	3	3	2	2	3	0	4	4	56	78	3	23	3	19	68	6	6	18	18	9	11	4	0	0	2	2	4	2	32	8	0	235	24232	2273	9503	9015	31
C02-independent	Ready	true	17	18	2	3	2	2	3	0	4	4	55	78	3	23	3	16	66	6	6	18	19	9	8	4	0	0	2	2	4	2	32	8	0	229	23782	2269	9499	9011	29
C03-inactive-label	Singleton	true	10	10	1	1	1	1	2	0	3	3	24	33	1	12	1	12	38	3	3	10	10	5	6	3	0	0	2	1	3	1	15	3	0	143	15369	2262	8826	8300	23
C03-inactive-label	Ready	true	10	10	1	1	1	1	2	0	3	3	24	33	1	12	1	12	38	3	3	10	10	5	6	3	0	0	2	1	3	1	15	3	0	143	15369	2258	8822	8296	23
C04-recursive-fresh	Singleton	true	81	81	15	15	15	15	7	0	8	8	327	294	51	106	23	137	483	22	36	81	81	57	58	8	0	0	8	15	18	15	128	44	0	1204	101728	4853	25878	25390	105
C04-recursive-fresh	Ready	true	81	81	15	15	15	15	7	0	8	8	860	294	584	106	149	347	797	22	36	221	221	57	58	8	0	0	8	15	18	15	128	44	0	1902	202094	4849	25874	25386	187
G01-suspended	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	4	1	0	1	9	16	0	0	2	2	0	1	1	0	1	2	1	0	0	4	0	0	58	7430	1690	5940	5598	15
G01-suspended	Ready	true	2	2	0	0	1	1	0	0	1	1	2	4	1	0	1	9	16	0	0	2	2	0	1	1	0	1	2	1	0	0	4	0	0	58	7430	1686	5936	5594	14
G02-recheck	Singleton	true	7	7	2	2	3	3	0	0	1	1	10	13	7	2	3	20	38	1	0	7	7	2	4	1	0	1	2	3	1	2	9	0	0	112	15268	2084	8358	7926	22
G02-recheck	Ready	true	7	7	2	2	3	3	0	0	1	1	10	13	7	2	3	20	38	1	0	7	7	2	4	1	0	1	2	3	1	2	9	0	0	112	15268	2080	8354	7922	21
H01-distinct-resources	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	2	3	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	47	4572	1334	4333	4021	15
H01-distinct-resources	Ready	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	2	3	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	47	4572	1330	4329	4017	9
H02-repeated-head-alias	Singleton	true	8	8	2	2	4	4	0	0	1	1	15	16	17	2	7	19	35	1	0	8	8	2	5	1	0	1	2	4	1	2	10	0	0	132	17863	2109	9208	8007	22
H02-repeated-head-alias	Ready	true	8	8	2	2	4	4	0	0	1	1	15	16	17	2	7	19	35	1	0	8	8	2	5	1	0	1	2	4	1	2	10	0	0	132	17863	2105	9204	8003	22
H03-constructor-wakeup	Singleton	true	7	7	2	2	3	3	0	0	1	1	10	12	7	2	3	8	18	1	1	7	7	2	4	1	0	1	1	3	1	2	8	0	0	110	11634	1705	7388	7028	22
H03-constructor-wakeup	Ready	true	7	7	2	2	3	3	0	0	1	1	10	12	7	2	3	8	18	1	1	7	7	2	4	1	0	1	1	3	1	2	8	0	0	110	11634	1701	7384	7024	24
H04-inherited-history	Singleton	true	10	10	2	2	3	3	1	0	2	2	28	36	14	5	5	7	22	2	2	10	10	4	6	2	0	2	1	3	2	2	18	1	0	152	14593	2074	8858	8370	38
H04-inherited-history	Ready	true	10	10	2	2	3	3	1	0	2	2	28	36	14	5	5	7	22	2	2	10	10	4	6	2	0	2	1	3	2	2	18	1	0	152	14593	2070	8854	8366	30
H05-conditional-history	Singleton	true	10	10	2	2	3	3	1	0	2	2	29	27	11	12	5	12	35	2	2	10	10	4	6	2	0	2	1	3	2	2	15	0	0	162	14851	2222	9309	8757	28
H05-conditional-history	Ready	true	10	10	2	2	3	3	1	0	2	2	32	27	13	14	6	13	37	2	2	11	11	4	6	2	0	2	1	3	2	2	15	0	0	166	14884	2218	9305	8753	28
H06-conditional-consumption	Singleton	true	10	10	2	2	5	5	1	0	2	2	20	27	21	0	5	0	0	0	0	10	10	4	6	2	0	3	0	5	0	2	13	0	0	111	9483	1801	7194	6642	23
H06-conditional-consumption	Ready	true	10	10	2	2	5	5	1	0	2	2	24	27	33	0	8	0	0	0	0	13	13	4	6	2	0	3	0	5	0	2	13	0	0	122	9691	1797	7190	6638	23
M01-committed	Singleton	true	4	4	1	1	1	1	0	0	1	1	4	6	1	1	1	5	13	1	1	4	4	1	2	1	0	0	1	1	1	1	4	0	0	76	9541	1532	6681	6154	16
M01-committed	Ready	true	4	4	1	1	1	1	0	0	1	1	4	6	1	1	1	5	13	1	1	4	4	1	2	1	0	0	1	1	1	1	4	0	0	76	9541	1528	6677	6150	16
M02-nonbinding	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	3	1	0	1	3	5	0	0	2	2	0	1	1	0	1	1	1	0	0	3	0	0	48	5264	1334	4932	4620	11
M02-nonbinding	Ready	true	2	2	0	0	1	1	0	0	1	1	2	3	1	0	1	3	5	0	0	2	2	0	1	1	0	1	1	1	0	0	3	0	0	48	5264	1330	4928	4616	12
S01-finite-sibling	Singleton	true	200	200	98	98	99	99	1	0	1	1	298	405	195	1	98	5	13	1	1	200	200	100	101	2	1	1	1	99	1	98	203	0	0	1676	128381	1708	47122	46734	132
S01-finite-sibling	Ready	true	200	200	98	98	99	99	1	0	1	1	299	405	197	1	98	5	13	1	1	202	202	100	101	2	1	1	1	99	1	98	203	0	0	1680	128429	1704	47118	46730	136
U01-clash	Singleton	true	3	3	1	1	1	1	0	1	0	0	3	6	1	0	1	8	12	1	0	3	3	1	2	1	0	0	2	1	0	1	4	0	0	56	7265	1244	5570	4504	27
U01-clash	Ready	true	3	3	1	1	1	1	0	1	0	0	3	6	1	0	1	8	12	1	0	3	3	1	2	1	0	0	2	1	0	1	4	0	0	56	7265	1240	5566	4500	16
U02-self	Singleton	true	4	4	1	1	1	1	0	0	1	1	3	6	1	0	1	8	16	1	0	4	4	1	2	1	0	0	2	1	0	1	4	0	0	61	8417	1444	5766	5390	23
U02-self	Ready	true	4	4	1	1	1	1	0	0	1	1	3	6	1	0	1	8	16	1	0	4	4	1	2	1	0	0	2	1	0	1	4	0	0	61	8417	1440	5762	5386	17
U03-alias	Singleton	true	6	6	1	1	1	1	0	0	1	1	6	8	1	3	1	11	35	2	3	6	6	3	4	1	0	0	2	1	2	1	6	0	0	108	12467	1739	7543	7231	28
U03-alias	Ready	true	6	6	1	1	1	1	0	0	1	1	6	8	1	3	1	11	35	2	3	6	6	3	4	1	0	0	2	1	2	1	6	0	0	108	12467	1735	7539	7227	35
U04-occurs	Singleton	true	5	5	1	1	1	1	0	1	0	0	4	7	1	1	1	11	34	2	4	5	5	3	4	1	0	0	2	1	1	1	5	0	0	83	10274	1485	7026	5793	28
U04-occurs	Ready	true	5	5	1	1	1	1	0	1	0	0	4	7	1	1	1	11	34	2	4	5	5	3	4	1	0	0	2	1	1	1	5	0	0	83	10274	1481	7022	5789	18
U05-conditional-occurs	Singleton	true	6	6	1	1	1	1	1	1	1	1	8	19	1	1	1	11	31	2	3	6	6	3	4	2	0	0	2	1	1	1	9	0	0	100	11471	1715	7145	6786	27
U05-conditional-occurs	Ready	true	6	6	1	1	1	1	1	1	1	1	8	19	1	1	1	11	31	2	3	6	6	3	4	2	0	0	2	1	1	1	9	0	0	100	11471	1711	7141	6782	22
U06-union-cycle	Singleton	true	7	7	1	1	1	1	1	0	2	2	14	20	1	7	1	12	44	2	4	7	7	3	4	2	0	0	2	1	2	1	10	1	0	128	13849	2050	8644	8156	26
U06-union-cycle	Ready	true	7	7	1	1	1	1	1	0	2	2	14	20	1	7	1	12	44	2	4	7	7	3	4	2	0	0	2	1	2	1	10	1	0	128	13849	2046	8640	8152	25
V01-fresh	Singleton	true	7	7	2	2	4	4	0	0	1	1	8	14	4	0	2	2	4	0	0	7	7	2	4	1	0	2	2	4	0	2	10	0	0	87	9165	1306	6343	5983	18
V01-fresh	Ready	true	7	7	2	2	4	4	0	0	1	1	8	14	4	0	2	2	4	0	0	7	7	2	4	1	0	2	2	4	0	2	10	0	0	87	9165	1302	6339	5979	20
app-add-decompose	Singleton	true	40	40	4	4	4	4	4	1	4	4	136	221	4	52	4	72	322	19	28	40	40	32	33	2	0	0	10	4	15	4	93	10	0	723	55522	4376	19557	18490	65
app-add-decompose	Ready	true	40	40	4	4	4	4	4	1	4	4	136	221	4	52	4	72	322	19	28	40	40	32	33	2	0	0	10	4	15	4	93	10	0	723	55522	4372	19553	18486	68
app-add-failure	Singleton	true	24	24	3	3	3	3	3	4	0	0	48	123	3	6	3	57	191	14	9	24	24	24	25	2	0	0	7	3	5	3	51	0	0	454	33453	3021	13145	11364	36
app-add-failure	Ready	true	24	24	3	3	3	3	3	4	0	0	48	123	3	6	3	57	191	14	9	24	24	24	25	2	0	0	7	3	5	3	51	0	0	454	33453	3017	13141	11360	49
app-add-forward	Singleton	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	57	226	11	11	25	25	24	25	2	0	0	7	3	5	3	51	0	0	551	36528	3393	13910	12860	52
app-add-forward	Ready	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	57	226	11	11	25	25	24	25	2	0	0	7	3	5	3	51	0	0	551	36528	3389	13906	12856	53
app-add-left	Singleton	true	55	55	6	6	6	6	6	6	1	1	180	414	6	27	6	108	601	41	33	55	55	48	49	2	0	0	13	6	17	6	162	0	0	1273	78110	3387	20282	18210	102
app-add-left	Ready	true	55	55	6	6	6	6	6	6	1	1	180	414	6	27	6	108	601	41	33	55	55	48	49	2	0	0	13	6	17	6	162	0	0	1273	78110	3383	20278	18206	108
app-add-repeated	Singleton	true	46	46	5	5	5	5	5	5	1	1	148	300	5	38	5	88	356	28	25	46	46	40	41	2	0	0	11	5	14	5	120	0	0	726	58268	3198	17380	15606	73
app-add-repeated	Ready	true	46	46	5	5	5	5	5	5	1	1	148	300	5	38	5	88	356	28	25	46	46	40	41	2	0	0	11	5	14	5	120	0	0	726	58268	3194	17376	15602	74
app-add-right	Singleton	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	59	248	13	16	25	25	24	25	2	0	0	7	3	5	3	51	0	0	588	37270	3389	13709	12907	40
app-add-right	Ready	true	25	25	3	3	3	3	3	3	1	1	49	123	3	7	3	59	248	13	16	25	25	24	25	2	0	0	7	3	5	3	51	0	0	588	37270	3385	13705	12903	60
app-infer-identity	Singleton	true	54	54	5	5	5	5	10	10	1	1	247	648	9	18	5	187	513	32	25	54	54	60	61	3	0	2	16	5	12	5	238	0	0	918	72858	3895	21942	20836	71
app-infer-identity	Ready	true	54	54	5	5	5	5	10	10	1	1	247	648	9	18	5	187	513	32	25	54	54	60	61	3	0	2	16	5	12	5	238	0	0	918	72858	3891	21938	20832	101
app-lambda-identity	Singleton	true	112	112	6	6	7	7	28	28	1	1	973	1487	125	84	14	426	1055	60	31	112	112	150	151	6	0	1	17	7	12	6	523	0	0	2083	152362	15556	56627	47692	252
app-lambda-identity	Ready	true	112	112	6	6	7	7	28	28	1	1	979	1487	150	84	15	428	1059	60	31	138	138	150	151	6	0	1	17	7	12	6	523	0	0	2112	154314	15552	56623	47688	255
app-lambda-norm-residual	Singleton	true	2	2	0	0	1	1	0	0	1	1	6	2	15	0	5	6	7	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	259	18965	15302	32268	31956	92
app-lambda-norm-residual	Ready	true	2	2	0	0	1	1	0	0	1	1	6	2	15	0	5	6	7	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	259	18965	15298	32264	31952	89
app-sk-duplication	Singleton	true	431	431	19	19	19	19	117	117	1	1	9783	27723	81	353	19	1789	8131	475	430	431	431	586	587	5	0	4	77	19	54	19	9341	0	0	14553	1043978	13887	245657	244590	1972
app-sk-duplication	Ready	true	431	431	19	19	19	19	117	117	1	1	9783	27723	81	353	19	1789	8131	475	430	475	475	586	587	5	0	4	77	19	54	19	9341	0	0	14571	1044682	13883	245653	244586	1924
app-sk-identity	Singleton	true	177	177	7	7	7	7	49	49	1	1	1668	4556	8	115	7	744	3101	190	111	177	177	242	243	5	0	0	29	7	20	7	1556	0	0	5220	345130	13342	76376	70470	541
app-sk-identity	Ready	true	177	177	7	7	7	7	49	49	1	1	1668	4556	8	115	7	744	3101	190	111	189	189	242	243	5	0	0	29	7	20	7	1556	0	0	5225	345322	13338	76372	70466	562
app-sk-ignored-hole	Singleton	true	546	546	32	32	33	33	141	141	1	1	14015	39697	429	470	76	2233	10356	585	568	546	546	723	725	5	0	6	90	33	63	32	13357	0	0	19087	1380682	14890	336289	335993	2672
app-sk-ignored-hole	Ready	true	546	546	32	32	33	33	141	141	1	1	14015	39697	429	470	76	2233	10356	585	568	594	594	723	725	5	0	6	90	33	63	32	13357	0	0	19107	1381450	14886	336285	335989	2631
app-sub	Singleton	true	27	27	4	4	4	4	3	3	1	1	58	145	5	7	4	65	288	13	16	27	27	25	26	2	0	0	7	4	5	4	59	0	0	673	41408	3377	13937	13135	45
app-sub	Ready	true	27	27	4	4	4	4	3	3	1	1	58	145	5	7	4	65	288	13	16	27	27	25	26	2	0	0	7	4	5	4	59	0	0	673	41408	3373	13933	13131	71
app-type-synthesis-prefix	Singleton	true	12	12	1	1	1	1	2	0	1	1	24	49	1	9	1	43	117	8	7	12	12	12	13	3	2	0	4	1	5	1	23	0	0	293	23980	3815	14645	13688	22
app-type-synthesis-prefix	Ready	true	12	12	1	1	1	1	2	0	1	1	24	49	1	9	1	43	117	8	7	12	12	12	13	3	2	0	4	1	5	1	23	0	0	293	23980	3811	14641	13684	22
carry-k0-w0-n0	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	4	6	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	62	5411	2309	6066	5754	17
carry-k0-w0-n0	Ready	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	4	6	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	62	5411	2305	6062	5750	15
carry-k0-w0-n3	Singleton	true	5	5	0	0	4	4	0	0	1	1	5	8	8	0	1	10	22	0	0	5	5	0	4	1	0	4	0	4	0	0	8	0	0	163	9300	3191	8823	8367	22
carry-k0-w0-n3	Ready	true	5	5	0	0	4	4	0	0	1	1	5	8	8	0	1	10	22	0	0	5	5	0	4	1	0	4	0	4	0	0	8	0	0	163	9300	3187	8819	8363	20
carry-k0-w1-n0	Singleton	true	4	4	1	1	2	2	0	0	1	1	5	6	4	0	2	10	17	0	0	4	4	1	2	1	0	1	0	2	0	1	4	0	0	101	8866	2358	6987	6675	18
carry-k0-w1-n0	Ready	true	4	4	1	1	2	2	0	0	1	1	5	6	4	0	2	10	17	0	0	4	4	1	2	1	0	1	0	2	0	1	4	0	0	101	8866	2354	6983	6671	17
carry-k0-w1-n3	Singleton	true	7	7	1	1	5	5	0	0	1	1	8	12	13	0	2	16	33	0	0	7	7	1	5	1	0	4	0	5	0	1	10	0	0	202	12755	3240	9744	9288	30
carry-k0-w1-n3	Ready	true	7	7	1	1	5	5	0	0	1	1	8	12	13	0	2	16	33	0	0	7	7	1	5	1	0	4	0	5	0	1	10	0	0	202	12755	3236	9740	9284	25
carry-k0-w4-n0	Singleton	true	10	10	4	4	5	5	0	0	1	1	14	18	10	0	5	28	80	0	0	10	10	4	5	1	0	1	0	5	0	4	10	0	0	275	18805	2505	7989	7542	33
carry-k0-w4-n0	Ready	true	10	10	4	4	5	5	0	0	1	1	14	18	10	0	5	28	80	0	0	10	10	4	5	1	0	1	0	5	0	4	10	0	0	275	18805	2501	7985	7538	25
carry-k0-w4-n3	Singleton	true	13	13	4	4	8	8	0	0	1	1	17	24	37	0	5	34	96	0	0	13	13	4	8	1	0	4	0	8	0	4	16	0	0	376	22694	3387	10611	10155	22
carry-k0-w4-n3	Ready	true	13	13	4	4	8	8	0	0	1	1	17	24	37	0	5	34	96	0	0	13	13	4	8	1	0	4	0	8	0	4	16	0	0	376	22694	3383	10607	10151	38
carry-k1-w0-n0	Singleton	true	8	8	1	1	2	2	1	0	2	2	20	24	6	8	3	14	42	2	2	8	8	3	5	2	0	1	1	2	2	1	12	1	0	172	16107	3144	10485	9997	26
carry-k1-w0-n0	Ready	true	8	8	1	1	2	2	1	0	2	2	20	24	6	8	3	14	42	2	2	8	8	3	5	2	0	1	1	2	2	1	12	1	0	172	16107	3140	10481	9993	27
carry-k1-w0-n3	Singleton	true	11	11	1	1	5	5	1	0	2	2	32	48	18	8	3	20	68	2	2	11	11	3	8	2	0	4	1	5	2	1	24	1	0	311	20978	4491	14349	13861	33
carry-k1-w0-n3	Ready	true	11	11	1	1	5	5	1	0	2	2	32	48	18	8	3	20	68	2	2	11	11	3	8	2	0	4	1	5	2	1	24	1	0	311	20978	4487	14345	13857	40
carry-k1-w1-n0	Singleton	true	12	12	3	3	4	4	1	0	2	2	31	32	14	8	5	25	71	2	2	12	12	5	7	2	0	2	1	4	2	2	16	1	0	249	21886	3193	11135	10647	37
carry-k1-w1-n0	Ready	true	10	12	2	3	3	4	1	0	2	2	26	32	10	8	5	26	65	2	2	12	14	5	6	2	0	1	1	3	2	2	16	1	0	234	21076	3189	10787	10282	47
carry-k1-w1-n3	Singleton	true	15	15	3	3	7	7	1	0	2	2	43	56	32	8	5	31	97	2	2	15	15	5	10	2	0	5	1	7	2	2	28	1	0	388	26757	4540	14999	14511	46
carry-k1-w1-n3	Ready	true	13	15	2	3	6	7	1	0	2	2	38	56	28	8	5	32	91	2	2	15	17	5	9	2	0	4	1	6	2	2	28	1	0	373	25947	4536	14634	14146	43
carry-k1-w4-n0	Singleton	true	24	24	9	9	10	10	1	0	2	2	49	56	29	8	11	58	218	2	2	24	24	11	13	2	0	2	1	10	2	8	28	1	0	603	42475	3340	12722	12234	35
carry-k1-w4-n0	Ready	true	16	24	5	9	6	10	1	0	2	2	44	56	22	8	11	68	182	2	2	24	32	11	9	2	0	1	1	6	2	5	28	1	0	516	38335	3336	11662	11149	48
carry-k1-w4-n3	Singleton	true	27	27	9	9	13	13	1	0	2	2	61	80	83	8	11	64	244	2	2	27	27	11	16	2	0	5	1	13	2	8	40	1	0	744	48178	4687	17418	16930	60
carry-k1-w4-n3	Ready	true	19	27	5	9	9	13	1	0	2	2	56	80	76	8	11	74	208	2	2	27	35	11	12	2	0	4	1	9	2	5	40	1	0	655	43206	4683	15501	15013	60
carry-k2-w0-n0	Singleton	true	19	19	3	3	3	3	3	0	4	4	82	98	14	35	7	31	122	6	6	19	19	9	12	4	0	1	2	3	4	2	40	8	0	352	31907	4644	15363	14875	43
carry-k2-w0-n0	Ready	true	18	19	2	3	3	3	3	0	4	4	81	98	14	35	7	28	120	6	6	19	20	9	9	4	0	1	2	3	4	2	40	8	0	346	31457	4640	15359	14871	41
carry-k2-w0-n3	Singleton	true	22	22	3	3	6	6	3	0	4	4	112	158	38	35	7	37	168	6	6	22	22	9	15	4	0	4	2	6	4	2	64	8	0	567	38742	6825	21633	21145	52
carry-k2-w0-n3	Ready	true	21	22	2	3	6	6	3	0	4	4	111	158	38	35	7	34	166	6	6	22	23	9	12	4	0	4	2	6	4	2	64	8	0	561	38292	6821	21629	21141	52
carry-k2-w1-n0	Singleton	true	27	27	7	7	7	7	3	0	4	4	121	114	46	35	11	52	195	6	6	27	27	13	16	4	0	4	2	7	4	3	48	8	0	499	43982	4693	16879	16391	74
carry-k2-w1-n0	Ready	true	20	27	3	7	4	7	3	0	4	4	93	114	22	35	11	55	169	6	6	27	34	13	10	4	0	1	2	4	4	3	48	8	0	440	40174	4689	15648	15160	57
carry-k2-w1-n3	Singleton	true	30	30	7	7	10	10	3	0	4	4	151	174	82	35	11	58	241	6	6	30	30	13	19	4	0	7	2	10	4	3	72	8	0	714	50817	6874	23149	22661	40
carry-k2-w1-n3	Ready	true	23	30	3	7	7	10	3	0	4	4	123	174	58	35	11	61	215	6	6	30	37	13	13	4	0	4	2	7	4	3	72	8	0	655	47009	6870	21918	21430	38
carry-k2-w4-n0	Singleton	true	51	51	19	19	19	19	3	0	4	4	157	162	88	35	23	115	534	6	6	51	51	25	28	4	0	4	2	19	4	15	72	8	0	1194	89583	4840	22466	21978	93
carry-k2-w4-n0	Ready	true	26	51	6	19	7	19	3	0	4	4	129	162	46	35	23	154	400	6	6	51	76	25	13	4	0	1	2	7	4	6	72	8	0	890	70441	4836	16515	16027	78
carry-k2-w4-n3	Singleton	true	54	54	19	19	22	22	3	0	4	4	187	222	196	35	23	121	580	6	6	54	54	25	31	4	0	7	2	22	4	15	96	8	0	1409	96418	7021	28736	28248	106
carry-k2-w4-n3	Ready	true	29	54	6	19	10	22	3	0	4	4	159	222	154	35	23	160	446	6	6	54	79	25	16	4	0	4	2	10	4	6	96	8	0	1105	77276	7017	22785	22297	87
carry-k3-w0-n0	Singleton	true	40	40	7	7	4	4	7	0	8	8	248	300	30	106	15	62	302	14	14	40	40	21	25	8	0	1	3	4	6	3	112	44	0	721	64227	8210	26271	25783	67
carry-k3-w0-n0	Ready	true	36	40	3	7	4	4	7	0	8	8	244	300	30	106	15	50	294	14	14	40	44	21	13	8	0	1	3	4	6	3	112	44	0	693	62107	8206	26267	25779	66
carry-k3-w0-n3	Singleton	true	43	43	7	7	7	7	7	0	8	8	314	432	78	106	15	68	388	14	14	43	43	21	28	8	0	4	3	7	6	3	160	44	0	1088	74990	12059	37353	36865	91
carry-k3-w0-n3	Ready	true	39	43	3	7	7	7	7	0	8	8	310	432	78	106	15	56	380	14	14	43	47	21	16	8	0	4	3	7	6	3	160	44	0	1060	72870	12055	37349	36861	58
carry-k3-w1-n0	Singleton	true	56	56	15	15	12	12	7	0	8	8	391	332	158	106	23	103	479	14	14	56	56	29	33	8	0	8	3	12	6	4	128	44	0	1010	90494	8259	30591	30103	105
carry-k3-w1-n0	Ready	true	38	56	4	15	5	12	7	0	8	8	268	332	46	106	23	112	401	14	14	56	74	29	14	8	0	1	3	5	6	4	128	44	0	854	79728	8255	26556	26068	59
carry-k3-w1-n3	Singleton	true	59	59	15	15	15	15	7	0	8	8	457	464	230	106	23	109	565	14	14	59	59	29	36	8	0	11	3	15	6	4	176	44	0	1377	101257	12108	41673	41185	110
carry-k3-w1-n3	Ready	true	41	59	4	15	8	15	7	0	8	8	334	464	118	106	23	118	487	14	14	59	77	29	17	8	0	4	3	8	6	4	176	44	0	1221	90491	12104	37638	37150	104
carry-k3-w4-n0	Singleton	true	104	104	39	39	36	36	7	0	8	8	463	428	290	106	47	226	1250	14	14	104	104	53	57	8	0	8	3	36	6	28	176	44	0	2379	184471	8406	40226	39738	189
carry-k3-w4-n0	Ready	true	44	104	7	39	8	36	7	0	8	8	340	428	94	106	47	340	878	14	14	104	164	53	17	8	0	1	3	8	6	7	176	44	0	1649	140235	8402	27423	26935	137
carry-k3-w4-n3	Singleton	true	107	107	39	39	39	39	7	0	8	8	529	560	506	106	47	232	1336	14	14	107	107	53	60	8	0	11	3	39	6	28	224	44	0	2746	195234	12255	51308	50820	190
carry-k3-w4-n3	Ready	true	47	107	7	39	11	39	7	0	8	8	406	560	310	106	47	346	964	14	14	107	167	53	20	8	0	4	3	11	6	7	224	44	0	2016	150998	12251	38505	38017	179
grid-carry-k0-w0-n0	Singleton	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	4	6	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	62	5411	2319	6076	5764	14
grid-carry-k0-w0-n0	Ready	true	2	2	0	0	1	1	0	0	1	1	2	2	2	0	1	4	6	0	0	2	2	0	1	1	0	1	0	1	0	0	2	0	0	62	5411	2315	6072	5760	15
grid-carry-k0-w0-n16	Singleton	true	18	18	0	0	17	17	0	0	1	1	18	34	34	0	1	140	958	0	0	18	18	0	17	1	0	17	0	17	0	0	34	0	0	2965	89315	18049	51158	50078	245
grid-carry-k0-w0-n16	Ready	true	18	18	0	0	17	17	0	0	1	1	18	34	34	0	1	140	958	0	0	18	18	0	17	1	0	17	0	17	0	0	34	0	0	2965	89315	18045	51154	50074	203
grid-carry-k0-w0-n128	Singleton	true	130	130	0	0	129	129	0	0	1	1	130	258	258	0	1	8260	366022	0	0	130	130	0	129	1	0	129	0	129	0	0	258	0	0	783084	19298723	831955	2129664	2123208	32876
grid-carry-k0-w0-n128	Ready	true	130	130	0	0	129	129	0	0	1	1	130	258	258	0	1	8260	366022	0	0	130	130	0	129	1	0	129	0	129	0	0	258	0	0	783084	19298723	831951	2129660	2123204	33819
grid-carry-k0-w1-n0	Singleton	true	4	4	1	1	2	2	0	0	1	1	5	6	4	0	2	10	17	0	0	4	4	1	2	1	0	1	0	2	0	1	4	0	0	101	8866	2368	6997	6685	34
grid-carry-k0-w1-n0	Ready	true	4	4	1	1	2	2	0	0	1	1	5	6	4	0	2	10	17	0	0	4	4	1	2	1	0	1	0	2	0	1	4	0	0	101	8866	2364	6993	6681	20
grid-carry-k0-w1-n16	Singleton	true	20	20	1	1	18	18	0	0	1	1	21	38	52	0	2	146	969	0	0	20	20	1	18	1	0	17	0	18	0	1	36	0	0	3004	92770	18098	52079	50999	165
grid-carry-k0-w1-n16	Ready	true	20	20	1	1	18	18	0	0	1	1	21	38	52	0	2	146	969	0	0	20	20	1	18	1	0	17	0	18	0	1	36	0	0	3004	92770	18094	52075	50995	166
