case	mode	pass	steps	applications	expansions	cache_hits	cache_misses	cache_retained	rules_examined	occurrence_scans	candidates	binding_reads	term_visits	unification_pairs	occurs_visits	fresh_variables	work_nodes	snapshot_entries	introductions	splits	failed	raw	answers	max_frontier	pending	retained_roots	retained_bindings	retained_pending	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
grid-carry-k2-w64-n128	Local	true	659	259	259	0	0	0	523	263	263	22	42679	6	6	2	396	394	387	3	0	4	4	4	0	0	0	0	8	0	254838	6894932	2090752	5811755	5390554	13110
grid-carry-k2-w64-n128	Cached	true	659	259	66	193	66	66	523	263	263	22	42291	6	6	2	201	394	387	3	0	4	4	4	0	0	0	0	8	0	232828	6239226	2090753	6088015	5667087	12043
grid-carry-k2-w256-n0	General	true	2067	1027	1027	0	0	0	2059	2062	1031	22	5431	6	6	2	1036	10	1027	3	0	4	4	4	0	0	0	0	8	0	1071903	28526001	17200	114894	22858	52603
grid-carry-k2-w256-n0	Local	true	2067	1027	1027	0	0	0	2059	1031	1031	22	5431	6	6	2	1036	10	1027	3	0	4	4	4	0	0	0	0	8	0	1070875	28517753	17198	114892	22856	52477
grid-carry-k2-w256-n0	Cached	true	2067	1027	258	769	258	258	2059	1031	1031	22	3891	6	6	2	265	10	1027	3	0	4	4	4	0	0	0	0	8	0	737090	19874751	17199	3536678	3533437	36625
grid-carry-k2-w256-n16	General	true	2083	1027	1027	0	0	0	2059	18574	1031	22	6111	6	6	2	1052	58	1043	3	0	4	4	4	0	0	0	0	8	0	1075138	28630396	57338	165844	123028	48491
grid-carry-k2-w256-n16	Local	true	2083	1027	1027	0	0	0	2059	1031	1031	22	6111	6	6	2	1052	58	1043	3	0	4	4	4	0	0	0	0	8	0	1074110	28605676	57336	165842	123026	51011
grid-carry-k2-w256-n16	Cached	true	2083	1027	258	769	258	258	2059	1031	1031	22	4571	6	6	2	281	58	1043	3	0	4	4	4	0	0	0	0	8	0	740325	19962674	57337	3643935	3633607	37913
grid-carry-k2-w256-n128	General	true	2195	1027	1027	0	0	0	2059	134158	1031	22	46711	6	6	2	1164	394	1155	3	0	4	4	4	0	0	0	0	8	0	1255418	33103652	2100164	5821167	5399966	54440
grid-carry-k2-w256-n128	Local	true	2195	1027	1027	0	0	0	2059	1031	1031	22	46711	6	6	2	1164	394	1155	3	0	4	4	4	0	0	0	0	8	0	1254390	33078932	2100162	5821165	5399964	57779
grid-carry-k2-w256-n128	Cached	true	2195	1027	258	769	258	258	2059	1031	1031	22	45171	6	6	2	393	394	1155	3	0	4	4	4	0	0	0	0	8	0	920605	24435930	2100163	9331473	8910545	41276
grid-carry-k4-w0-n0	General	true	81	15	15	0	0	0	47	62	31	158	281	30	30	4	50	128	5	15	0	16	16	16	0	0	0	0	208	0	1321	130237	16284	46010	43718	116
grid-carry-k4-w0-n0	Local	true	81	15	15	0	0	0	47	31	31	158	281	30	30	4	50	128	5	15	0	16	16	16	0	0	0	0	208	0	1305	129989	16282	46008	43716	154
grid-carry-k4-w0-n0	Cached	true	81	15	4	11	4	4	47	31	31	158	237	30	30	4	17	128	5	15	0	16	16	16	0	0	0	0	208	0	1244	122391	16283	50433	48141	110
grid-carry-k4-w0-n16	General	true	97	15	15	0	0	0	47	574	31	158	2593	30	30	4	66	368	21	15	0	16	16	16	0	0	0	0	208	0	11528	409108	154294	432555	421856	816
grid-carry-k4-w0-n16	Local	true	97	15	15	0	0	0	47	31	31	158	2593	30	30	4	66	368	21	15	0	16	16	16	0	0	0	0	208	0	11512	408484	154292	432553	421854	729
grid-carry-k4-w0-n16	Cached	true	97	15	4	11	4	4	47	31	31	158	2549	30	30	4	33	368	21	15	0	16	16	16	0	0	0	0	208	0	11451	400886	154293	436978	426279	740
grid-carry-k4-w0-n128	General	true	209	15	15	0	0	0	47	4158	31	158	140633	30	30	4	178	2048	133	15	0	16	16	16	0	0	0	0	208	0	584472	14628476	7112800	20738109	20316810	27977
grid-carry-k4-w0-n128	Local	true	209	15	15	0	0	0	47	31	31	158	140633	30	30	4	178	2048	133	15	0	16	16	16	0	0	0	0	208	0	584456	14627852	7112798	20738107	20316808	28552
grid-carry-k4-w0-n128	Cached	true	209	15	4	11	4	4	47	31	31	158	140589	30	30	4	145	2048	133	15	0	16	16	16	0	0	0	0	208	0	584395	14620254	7112799	20742532	20321233	29502
grid-carry-k4-w1-n0	General	true	113	31	31	0	0	0	79	94	47	158	362	30	30	4	66	128	21	15	0	16	16	16	0	0	0	0	208	0	1727	181376	16333	50609	43767	155
grid-carry-k4-w1-n0	Local	true	113	31	31	0	0	0	79	47	47	158	362	30	30	4	66	128	21	15	0	16	16	16	0	0	0	0	208	0	1695	181000	16331	50607	43765	195
grid-carry-k4-w1-n0	Cached	true	113	31	5	26	5	5	79	47	47	158	288	30	30	4	18	128	21	15	0	16	16	16	0	0	0	0	208	0	1473	154595	16332	51422	49499	177
grid-carry-k4-w1-n16	General	true	129	31	31	0	0	0	79	862	47	158	2674	30	30	4	82	368	37	15	0	16	16	16	0	0	0	0	208	0	11934	460503	154343	432604	421905	790
grid-carry-k4-w1-n16	Local	true	129	31	31	0	0	0	79	47	47	158	2674	30	30	4	82	368	37	15	0	16	16	16	0	0	0	0	208	0	11902	459495	154341	432602	421903	725
grid-carry-k4-w1-n16	Cached	true	129	31	5	26	5	5	79	47	47	158	2600	30	30	4	34	368	37	15	0	16	16	16	0	0	0	0	208	0	11680	433090	154342	437967	427637	784
grid-carry-k4-w1-n128	General	true	241	31	31	0	0	0	79	6238	47	158	140714	30	30	4	194	2048	149	15	0	16	16	16	0	0	0	0	208	0	584878	14679871	7112849	20738158	20316859	30668
grid-carry-k4-w1-n128	Local	true	241	31	31	0	0	0	79	47	47	158	140714	30	30	4	194	2048	149	15	0	16	16	16	0	0	0	0	208	0	584846	14678863	7112847	20738156	20316857	30812
grid-carry-k4-w1-n128	Cached	true	241	31	5	26	5	5	79	47	47	158	140640	30	30	4	146	2048	149	15	0	16	16	16	0	0	0	0	208	0	584624	14652458	7112848	20743521	20322591	29107
grid-carry-k4-w8-n0	General	true	337	143	143	0	0	0	303	318	159	158	929	30	30	4	178	128	133	15	0	16	16	16	0	0	0	0	208	0	8153	627157	16676	57622	44110	579
grid-carry-k4-w8-n0	Local	true	337	143	143	0	0	0	303	159	159	158	929	30	30	4	178	128	133	15	0	16	16	16	0	0	0	0	208	0	8009	625885	16674	57620	44108	417
grid-carry-k4-w8-n0	Cached	true	337	143	12	131	12	12	303	159	159	158	645	30	30	4	25	128	133	15	0	16	16	16	0	0	0	0	208	0	5038	429227	16675	64856	62933	408
grid-carry-k4-w8-n16	General	true	353	143	143	0	0	0	303	2878	159	158	3241	30	30	4	194	368	149	15	0	16	16	16	0	0	0	0	208	0	18360	908076	154686	432947	422248	1202
grid-carry-k4-w8-n16	Local	true	353	143	143	0	0	0	303	159	159	158	3241	30	30	4	194	368	149	15	0	16	16	16	0	0	0	0	208	0	18216	904380	154684	432945	422246	1256
grid-carry-k4-w8-n16	Cached	true	353	143	12	131	12	12	303	159	159	158	2957	30	30	4	41	368	149	15	0	16	16	16	0	0	0	0	208	0	15245	707722	154685	451401	441071	824
grid-carry-k4-w8-n128	General	true	465	143	143	0	0	0	303	20798	159	158	141281	30	30	4	306	2048	261	15	0	16	16	16	0	0	0	0	208	0	591304	15127444	7113192	20738501	20317202	29130
grid-carry-k4-w8-n128	Local	true	465	143	143	0	0	0	303	159	159	158	141281	30	30	4	306	2048	261	15	0	16	16	16	0	0	0	0	208	0	591160	15123748	7113190	20738499	20317200	31390
grid-carry-k4-w8-n128	Cached	true	465	143	12	131	12	12	303	159	159	158	140997	30	30	4	153	2048	261	15	0	16	16	16	0	0	0	0	208	0	588189	14927090	7113191	20756955	20336025	27067
grid-carry-k4-w64-n0	General	true	2129	1039	1039	0	0	0	2095	2110	1055	158	5465	30	30	4	1074	128	1029	15	0	16	16	16	0	0	0	0	208	0	285353	9725309	19422	112504	46856	14538
grid-carry-k4-w64-n0	Local	true	2129	1039	1039	0	0	0	2095	1055	1055	158	5465	30	30	4	1074	128	1029	15	0	16	16	16	0	0	0	0	208	0	284313	9716869	19420	112502	46854	12110
grid-carry-k4-w64-n0	Cached	true	2129	1039	68	971	68	68	2095	1055	1055	158	3501	30	30	4	81	128	1029	15	0	16	16	16	0	0	0	0	208	0	157030	5646423	19421	340082	338159	7130
grid-carry-k4-w64-n16	General	true	2145	1039	1039	0	0	0	2095	19006	1055	158	7777	30	30	4	1090	368	1045	15	0	16	16	16	0	0	0	0	208	0	295560	10020564	157432	435693	424994	15809
grid-carry-k4-w64-n16	Local	true	2145	1039	1039	0	0	0	2095	1055	1055	158	7777	30	30	4	1090	368	1045	15	0	16	16	16	0	0	0	0	208	0	294520	9995364	157430	435691	424992	17580
grid-carry-k4-w64-n16	Cached	true	2145	1039	68	971	68	68	2095	1055	1055	158	5813	30	30	4	97	368	1045	15	0	16	16	16	0	0	0	0	208	0	167237	5924918	157431	726627	716297	8840
grid-carry-k4-w64-n128	General	true	2257	1039	1039	0	0	0	2095	137278	1055	158	145817	30	30	4	1202	2048	1157	15	0	16	16	16	0	0	0	0	208	0	868504	24239932	7115938	20741247	20319948	50181
grid-carry-k4-w64-n128	Local	true	2257	1039	1039	0	0	0	2095	1055	1055	158	145817	30	30	4	1202	2048	1157	15	0	16	16	16	0	0	0	0	208	0	867464	24214732	7115936	20741245	20319946	43400
grid-carry-k4-w64-n128	Cached	true	2257	1039	68	971	68	68	2095	1055	1055	158	143853	30	30	4	209	2048	1157	15	0	16	16	16	0	0	0	0	208	0	740181	20144286	7115937	21032181	20611251	33709
grid-carry-k4-w256-n0	General	true	8273	4111	4111	0	0	0	8239	8254	4127	158	21017	30	30	4	4146	128	4101	15	0	16	16	16	0	0	0	0	208	0	4283177	115580861	28832	300666	56266	202021
grid-carry-k4-w256-n0	Local	true	8273	4111	4111	0	0	0	8239	4127	4127	158	21017	30	30	4	4146	128	4101	15	0	16	16	16	0	0	0	0	208	0	4279065	115547845	28830	300664	56264	207025
grid-carry-k4-w256-n0	Cached	true	8273	4111	260	3851	260	260	8239	4127	4127	158	13293	30	30	4	273	128	4101	15	0	16	16	16	0	0	0	0	208	0	2344710	64367639	28831	3619860	3617937	114312
grid-carry-k4-w256-n16	General	true	8289	4111	4111	0	0	0	8239	74302	4127	158	23329	30	30	4	4162	368	4117	15	0	16	16	16	0	0	0	0	208	0	4293384	115925268	166842	457660	434404	196519
grid-carry-k4-w256-n16	Local	true	8289	4111	4111	0	0	0	8239	4127	4127	158	23329	30	30	4	4162	368	4117	15	0	16	16	16	0	0	0	0	208	0	4289272	115826340	166840	457658	434402	194400
grid-carry-k4-w256-n16	Cached	true	8289	4111	260	3851	260	260	8239	4127	4127	158	15605	30	30	4	289	368	4117	15	0	16	16	16	0	0	0	0	208	0	2354917	64646134	166841	4006405	3996075	111212
grid-carry-k4-w256-n128	General	true	8401	4111	4111	0	0	0	8239	536638	4127	158	161369	30	30	4	4274	2048	4229	15	0	16	16	16	0	0	0	0	208	0	4866328	130144636	7125348	20750657	20329358	270820
grid-carry-k4-w256-n128	Local	true	8401	4111	4111	0	0	0	8239	4127	4127	158	161369	30	30	4	4274	2048	4229	15	0	16	16	16	0	0	0	0	208	0	4862216	130045708	7125346	20750655	20329356	272082
grid-carry-k4-w256-n128	Cached	true	8401	4111	260	3851	260	260	8239	4127	4127	158	153645	30	30	4	401	2048	4229	15	0	16	16	16	0	0	0	0	208	0	2927861	78865502	7125347	24311959	23891029	183529
grid-carry-k8-w0-n0	General	true	1285	255	255	0	0	0	767	1022	511	4606	6421	510	510	8	774	5116	9	255	0	256	256	256	0	0	0	0	64256	0	29309	2406557	353780	1033980	1031726	3068
grid-carry-k8-w0-n0	Local	true	1285	255	255	0	0	0	767	511	511	4606	6421	510	510	8	774	5116	9	255	0	256	256	256	0	0	0	0	64256	0	29053	2402469	353778	1033978	1031724	3261
grid-carry-k8-w0-n0	Cached	true	1285	255	8	247	8	8	767	511	511	4606	5433	510	510	8	33	5116	9	255	0	256	256	256	0	0	0	0	64256	0	27580	2168479	353779	1042283	1040029	2122
grid-carry-k8-w0-n16	General	true	1301	255	255	0	0	0	767	9214	511	4606	41373	510	510	8	790	9196	25	255	0	256	256	256	0	0	0	0	64256	0	178956	6502628	2448270	6979159	6968264	14954
grid-carry-k8-w0-n16	Local	true	1301	255	255	0	0	0	767	511	511	4606	41373	510	510	8	790	9196	25	255	0	256	256	256	0	0	0	0	64256	0	178700	6492404	2448268	6979157	6968262	13934
grid-carry-k8-w0-n16	Cached	true	1301	255	8	247	8	8	767	511	511	4606	40385	510	510	8	49	9196	25	255	0	256	256	256	0	0	0	0	64256	0	177227	6258414	2448269	6987462	6976567	10370
grid-carry-k8-w0-n128	General	true	1413	255	255	0	0	0	767	66558	511	4606	2128213	510	510	8	902	37756	137	255	0	256	256	256	0	0	0	0	64256	0	8605180	215644236	107720376	319645033	319223538	478592
grid-carry-k8-w0-n128	Local	true	1413	255	255	0	0	0	767	511	511	4606	2128213	510	510	8	902	37756	137	255	0	256	256	256	0	0	0	0	64256	0	8604924	215634012	107720374	319645031	319223536	471501
grid-carry-k8-w0-n128	Cached	true	1413	255	8	247	8	8	767	511	511	4606	2127225	510	510	8	161	37756	137	255	0	256	256	256	0	0	0	0	64256	0	8603451	215400022	107720375	319653336	319231841	475677
grid-carry-k8-w1-n0	General	true	1797	511	511	0	0	0	1279	1534	767	4606	7702	510	510	8	1030	5116	265	255	0	256	256	256	0	0	0	0	64256	0	35715	3419184	353829	1034029	1031775	2354
grid-carry-k8-w1-n0	Local	true	1797	511	511	0	0	0	1279	767	767	4606	7702	510	510	8	1030	5116	265	255	0	256	256	256	0	0	0	0	64256	0	35203	3413048	353827	1034027	1031773	3376
grid-carry-k8-w1-n0	Cached	true	1797	511	9	502	9	9	1279	767	767	4606	6204	510	510	8	34	5116	265	255	0	256	256	256	0	0	0	0	64256	0	30929	2748363	353828	1043464	1041771	3077
grid-carry-k8-w1-n16	General	true	1813	511	511	0	0	0	1279	13822	767	4606	42654	510	510	8	1046	9196	281	255	0	256	256	256	0	0	0	0	64256	0	185362	7519351	2448319	6979208	6968313	9139
grid-carry-k8-w1-n16	Local	true	1813	511	511	0	0	0	1279	767	767	4606	42654	510	510	8	1046	9196	281	255	0	256	256	256	0	0	0	0	64256	0	184850	7502983	2448317	6979206	6968311	9240
grid-carry-k8-w1-n16	Cached	true	1813	511	9	502	9	9	1279	767	767	4606	41156	510	510	8	50	9196	281	255	0	256	256	256	0	0	0	0	64256	0	180576	6838298	2448318	6988643	6978309	11384
grid-carry-k8-w1-n128	General	true	1925	511	511	0	0	0	1279	99838	767	4606	2129494	510	510	8	1158	37756	393	255	0	256	256	256	0	0	0	0	64256	0	8611586	216660959	107720425	319645082	319223587	422352
grid-carry-k8-w1-n128	Local	true	1925	511	511	0	0	0	1279	767	767	4606	2129494	510	510	8	1158	37756	393	255	0	256	256	256	0	0	0	0	64256	0	8611074	216644591	107720423	319645080	319223585	444081
grid-carry-k8-w1-n128	Cached	true	1925	511	9	502	9	9	1279	767	767	4606	2127996	510	510	8	162	37756	393	255	0	256	256	256	0	0	0	0	64256	0	8606800	215979906	107720424	319654517	319233583	427574
grid-carry-k8-w8-n0	General	true	5381	2303	2303	0	0	0	4863	5118	2559	4606	16669	510	510	8	2822	5116	2057	255	0	256	256	256	0	0	0	0	64256	0	137901	11912501	354172	1034372	1032118	7693
grid-carry-k8-w8-n0	Local	true	5381	2303	2303	0	0	0	4863	2559	2559	4606	16669	510	510	8	2822	5116	2057	255	0	256	256	256	0	0	0	0	64256	0	135597	11892029	354170	1034370	1032116	6880
grid-carry-k8-w8-n0	Cached	true	5381	2303	16	2287	16	16	4863	2559	2559	4606	11601	510	510	8	41	5116	2057	255	0	256	256	256	0	0	0	0	64256	0	83214	7515315	354171	1059586	1057893	4529
grid-carry-k8-w8-n16	General	true	5397	2303	2303	0	0	0	4863	46078	2559	4606	51621	510	510	8	2838	9196	2073	255	0	256	256	256	0	0	0	0	64256	0	287548	16041340	2448662	6979551	6968656	14049
grid-carry-k8-w8-n16	Local	true	5397	2303	2303	0	0	0	4863	2559	2559	4606	51621	510	510	8	2838	9196	2073	255	0	256	256	256	0	0	0	0	64256	0	285244	15981964	2448660	6979549	6968654	13703
grid-carry-k8-w8-n16	Cached	true	5397	2303	16	2287	16	16	4863	2559	2559	4606	46553	510	510	8	57	9196	2073	255	0	256	256	256	0	0	0	0	64256	0	232861	11605250	2448661	7004765	6994431	11470
grid-carry-k8-w8-n128	General	true	5509	2303	2303	0	0	0	4863	332798	2559	4606	2138461	510	510	8	2950	37756	2185	255	0	256	256	256	0	0	0	0	64256	0	8713772	225182948	107720768	319645425	319223930	472947
grid-carry-k8-w8-n128	Local	true	5509	2303	2303	0	0	0	4863	2559	2559	4606	2138461	510	510	8	2950	37756	2185	255	0	256	256	256	0	0	0	0	64256	0	8711468	225123572	107720766	319645423	319223928	470012
grid-carry-k8-w8-n128	Cached	true	5509	2303	16	2287	16	16	4863	2559	2559	4606	2133393	510	510	8	169	37756	2185	255	0	256	256	256	0	0	0	0	64256	0	8659085	220746858	107720767	319670639	319249705	441607
grid-carry-k8-w64-n0	General	true	34053	16639	16639	0	0	0	33535	33790	16895	4606	88405	510	510	8	17158	5116	16393	255	0	256	256	256	0	0	0	0	64256	0	4568061	168369501	356918	1709008	1034864	219087
grid-carry-k8-w64-n0	Local	true	34053	16639	16639	0	0	0	33535	16895	16895	4606	88405	510	510	8	17158	5116	16393	255	0	256	256	256	0	0	0	0	64256	0	4551421	168234341	356916	1709006	1034862	220186
grid-carry-k8-w64-n0	Cached	true	34053	16639	72	16567	72	72	33535	16895	16895	4606	54777	510	510	8	97	5116	16393	255	0	256	256	256	0	0	0	0	64256	0	2318406	90160351	356917	1356316	1354623	111702
grid-carry-k8-w64-n16	General	true	34069	16639	16639	0	0	0	33535	304126	16895	4606	123357	510	510	8	17174	9196	16409	255	0	256	256	256	0	0	0	0	64256	0	4717708	172727716	2451408	6982297	6971402	222974
grid-carry-k8-w64-n16	Local	true	34069	16639	16639	0	0	0	33535	16895	16895	4606	123357	510	510	8	17174	9196	16409	255	0	256	256	256	0	0	0	0	64256	0	4701068	172324276	2451406	6982295	6971400	217363
grid-carry-k8-w64-n16	Cached	true	34069	16639	72	16567	72	72	33535	16895	16895	4606	89729	510	510	8	113	9196	16409	255	0	256	256	256	0	0	0	0	64256	0	2468053	94250286	2451407	7301495	7291161	119602
grid-carry-k8-w64-n128	General	true	34181	16639	16639	0	0	0	33535	2196478	16895	4606	2210197	510	510	8	17286	37756	16521	255	0	256	256	256	0	0	0	0	64256	0	13143932	381869324	107723514	319648171	319226676	649460
grid-carry-k8-w64-n128	Local	true	34181	16639	16639	0	0	0	33535	16895	16895	4606	2210197	510	510	8	17286	37756	16521	255	0	256	256	256	0	0	0	0	64256	0	13127292	381465884	107723512	319648169	319226674	671762
grid-carry-k8-w64-n128	Cached	true	34181	16639	72	16567	72	72	33535	16895	16895	4606	2176569	510	510	8	225	37756	16521	255	0	256	256	256	0	0	0	0	64256	0	10894277	303391894	107723513	319967369	319546435	528369
grid-carry-k8-w256-n0	General	true	132357	65791	65791	0	0	0	131839	132094	66047	4606	334357	510	510	8	66310	5116	65545	255	0	256	256	256	0	0	0	0	64256	0	68515965	1899383709	366328	4155090	1044274	3405495
grid-carry-k8-w256-n0	Local	true	132357	65791	65791	0	0	0	131839	66047	66047	4606	334357	510	510	8	66310	5116	65545	255	0	256	256	256	0	0	0	0	64256	0	68450173	1898855333	366326	4155088	1044272	3397801
grid-carry-k8-w256-n0	Cached	true	132357	65791	264	65527	264	264	131839	66047	66047	4606	202809	510	510	8	289	5116	65545	255	0	256	256	256	0	0	0	0	64256	0	34504167	974313151	366327	4710366	4708673	1757746
grid-carry-k8-w256-n16	General	true	132373	65791	65791	0	0	0	131839	1188862	66047	4606	369309	510	510	8	66326	9196	65561	255	0	256	256	256	0	0	0	0	64256	0	68665612	1904528356	2460818	6991707	6980812	3391194
grid-carry-k8-w256-n16	Local	true	132373	65791	65791	0	0	0	131839	66047	66047	4606	369309	510	510	8	66326	9196	65561	255	0	256	256	256	0	0	0	0	64256	0	68599820	1902945268	2460816	6991705	6980810	3458086
grid-carry-k8-w256-n16	Cached	true	132373	65791	264	65527	264	264	131839	66047	66047	4606	237761	510	510	8	305	9196	65561	255	0	256	256	256	0	0	0	0	64256	0	34653814	978403086	2460817	10655545	10645211	1679371
grid-carry-k8-w256-n128	General	true	132485	65791	65791	0	0	0	131839	8586238	66047	4606	2456149	510	510	8	66438	37756	65673	255	0	256	256	256	0	0	0	0	64256	0	77091836	2113669964	107732924	319657581	319236086	3919936
grid-carry-k8-w256-n128	Local	true	132485	65791	65791	0	0	0	131839	66047	66047	4606	2456149	510	510	8	66438	37756	65673	255	0	256	256	256	0	0	0	0	64256	0	77026044	2112086876	107732922	319657579	319236084	3889020
grid-carry-k8-w256-n128	Cached	true	132485	65791	264	65527	264	264	131839	66047	66047	4606	2324601	510	510	8	417	37756	65673	255	0	256	256	256	0	0	0	0	64256	0	43080038	1187544694	107732923	323321419	322900485	2113174
discriminate-k1-w1-n0	General	true	12	3	3	0	0	0	12	13	8	7	45	2	2	1	7	1	4	1	0	2	2	2	0	0	0	0	1	0	205	17079	4105	11191	7983	32
discriminate-k1-w1-n0	Local	true	12	3	3	0	0	0	12	8	8	7	45	2	2	1	7	1	4	1	0	2	2	2	0	0	0	0	1	0	201	17039	4103	11189	7981	26
discriminate-k1-w1-n0	Cached	true	12	3	3	0	3	3	12	8	8	7	45	2	2	1	7	1	4	1	0	2	2	2	0	0	0	0	1	0	207	19481	4104	13970	11438	25
discriminate-k1-w1-n16	General	true	28	3	3	0	0	0	12	157	8	7	453	2	2	1	23	17	20	1	0	2	2	2	0	0	0	0	1	0	2278	73336	27891	72338	61785	134
discriminate-k1-w1-n16	Local	true	28	3	3	0	0	0	12	8	8	7	453	2	2	1	23	17	20	1	0	2	2	2	0	0	0	0	1	0	2274	73200	27889	72336	61783	152
discriminate-k1-w1-n16	Cached	true	28	3	3	0	3	3	12	8	8	7	453	2	2	1	23	17	20	1	0	2	2	2	0	0	0	0	1	0	2280	75642	27890	75567	65240	128
discriminate-k1-w8-n0	General	true	40	17	17	0	0	0	47	48	29	7	164	2	2	1	21	1	18	1	0	2	2	2	0	0	0	0	1	0	989	63601	4448	13249	8326	45
discriminate-k1-w8-n0	Local	true	40	17	17	0	0	0	47	29	29	7	164	2	2	1	21	1	18	1	0	2	2	2	0	0	0	0	1	0	971	63449	4446	13247	8324	61
discriminate-k1-w8-n0	Cached	true	40	17	17	0	17	17	47	29	29	7	164	2	2	1	21	1	18	1	0	2	2	2	0	0	0	0	1	0	1119	78681	4447	34317	32047	81
discriminate-k1-w8-n16	General	true	56	17	17	0	0	0	47	528	29	7	572	2	2	1	37	17	34	1	0	2	2	2	0	0	0	0	1	0	3062	120138	28234	72681	62128	114
discriminate-k1-w8-n16	Local	true	56	17	17	0	0	0	47	29	29	7	572	2	2	1	37	17	34	1	0	2	2	2	0	0	0	0	1	0	3044	119610	28232	72679	62126	172
discriminate-k1-w8-n16	Cached	true	56	17	17	0	17	17	47	29	29	7	572	2	2	1	37	17	34	1	0	2	2	2	0	0	0	0	1	0	3192	134842	28233	96176	85849	170
discriminate-k1-w64-n0	General	true	264	129	129	0	0	0	327	328	197	7	1116	2	2	1	133	1	130	1	0	2	2	2	0	0	0	0	1	0	35485	1127265	7194	29715	11072	1785
discriminate-k1-w64-n0	Local	true	264	129	129	0	0	0	327	197	197	7	1116	2	2	1	133	1	130	1	0	2	2	2	0	0	0	0	1	0	35355	1126217	7192	29713	11070	1764
discriminate-k1-w64-n0	Cached	true	264	129	129	0	129	129	327	197	197	7	1116	2	2	1	133	1	130	1	0	2	2	2	0	0	0	0	1	0	43697	1417153	7193	545447	543177	2158
discriminate-k1-w64-n16	General	true	280	129	129	0	0	0	327	3496	197	7	1524	2	2	1	149	17	146	1	0	2	2	2	0	0	0	0	1	0	37558	1186042	30980	75427	64874	1654
discriminate-k1-w64-n16	Local	true	280	129	129	0	0	0	327	197	197	7	1524	2	2	1	149	17	146	1	0	2	2	2	0	0	0	0	1	0	37428	1182378	30978	75425	64872	1929
discriminate-k1-w64-n16	Cached	true	280	129	129	0	129	129	327	197	197	7	1524	2	2	1	149	17	146	1	0	2	2	2	0	0	0	0	1	0	45770	1473314	30979	607306	596979	2097
discriminate-k2-w1-n0	General	true	27	7	7	0	0	0	37	40	29	30	142	6	6	2	16	10	7	3	0	4	4	4	0	0	0	0	8	0	457	38130	7585	19869	15547	39
discriminate-k2-w1-n0	Local	true	27	7	7	0	0	0	37	29	29	30	142	6	6	2	16	10	7	3	0	4	4	4	0	0	0	0	8	0	449	38042	7583	19867	15545	41
discriminate-k2-w1-n0	Cached	true	27	7	6	1	6	6	37	29	29	30	138	6	6	2	13	10	7	3	0	4	4	4	0	0	0	0	8	0	454	41412	7584	25220	22110	31
discriminate-k2-w1-n16	General	true	43	7	7	0	0	0	37	520	29	30	822	6	6	2	32	58	23	3	0	4	4	4	0	0	0	0	8	0	3692	126349	47723	126320	115717	190
discriminate-k2-w1-n16	Local	true	43	7	7	0	0	0	37	29	29	30	822	6	6	2	32	58	23	3	0	4	4	4	0	0	0	0	8	0	3684	125965	47721	126318	115715	146
discriminate-k2-w1-n16	Cached	true	43	7	6	1	6	6	37	29	29	30	818	6	6	2	29	58	23	3	0	4	4	4	0	0	0	0	8	0	3689	129335	47722	132608	122280	188
discriminate-k2-w8-n0	General	true	83	35	35	0	0	0	135	138	99	30	499	6	6	2	44	10	35	3	0	4	4	4	0	0	0	0	8	0	2067	131881	7928	22674	15890	127
discriminate-k2-w8-n0	Local	true	83	35	35	0	0	0	135	99	99	30	499	6	6	2	44	10	35	3	0	4	4	4	0	0	0	0	8	0	2031	131569	7926	22672	15888	126
discriminate-k2-w8-n0	Cached	true	83	35	34	1	34	34	135	99	99	30	495	6	6	2	41	10	35	3	0	4	4	4	0	0	0	0	8	0	2321	160967	7927	67915	64805	138
discriminate-k2-w8-n16	General	true	99	35	35	0	0	0	135	1738	99	30	1179	6	6	2	60	58	51	3	0	4	4	4	0	0	0	0	8	0	5302	220884	48066	126663	116060	256
discriminate-k2-w8-n16	Local	true	99	35	35	0	0	0	135	99	99	30	1179	6	6	2	60	58	51	3	0	4	4	4	0	0	0	0	8	0	5266	219492	48064	126661	116058	271
discriminate-k2-w8-n16	Cached	true	99	35	34	1	34	34	135	99	99	30	1175	6	6	2	57	58	51	3	0	4	4	4	0	0	0	0	8	0	5556	248890	48065	175303	164975	287
discriminate-k2-w64-n0	General	true	531	259	259	0	0	0	919	922	659	30	3355	6	6	2	268	10	259	3	0	4	4	4	0	0	0	0	8	0	71395	2264865	10674	44628	18636	3310
discriminate-k2-w64-n0	Local	true	531	259	259	0	0	0	919	659	659	30	3355	6	6	2	268	10	259	3	0	4	4	4	0	0	0	0	8	0	71135	2262761	10672	44626	18634	3694
discriminate-k2-w64-n0	Cached	true	531	259	258	1	258	258	919	659	659	30	3351	6	6	2	265	10	259	3	0	4	4	4	0	0	0	0	8	0	87814	2844207	10673	1099045	1095935	4682
discriminate-k2-w64-n16	General	true	547	259	259	0	0	0	919	11482	659	30	4035	6	6	2	284	58	275	3	0	4	4	4	0	0	0	0	8	0	74630	2360140	50812	129409	118806	3450
discriminate-k2-w64-n16	Local	true	547	259	259	0	0	0	919	659	659	30	4035	6	6	2	284	58	275	3	0	4	4	4	0	0	0	0	8	0	74370	2350684	50810	129407	118804	3749
