case	mode	pass	steps	pairs	root_reads	output_root_reads	absence_visits	occurs_visits	splits	copied_entries	completed_regions	failed_regions	eager_projection_visits	output_projection_visits	eager_nodes	projection_cache_hits	interning_lookups	partition_groups	bindings	raw	answers	max_frontier	retained_regions	observer_pairs	observer_scans	observer_backtracks	allocation_calls	construct_requested	solve_requested	observe_requested	requested_bytes	baseline_live	peak_live	final_live	construct_us	solve_us	observe_us
opaque-k0-w0	Eager	true	2	1	4	2	1	0	0	0	1	0	2	1	2	0	0	0	1	1	1	1	1	0	0	0	23	155	1331	857	2343	998	2797	2469	0	7	2
opaque-k0-w0	Named	true	2	1	2	2	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	20	155	1200	857	2212	998	2730	2402	0	5	3
opaque-k0-w0	Partitioned	true	2	1	2	2	1	0	0	0	1	0	2	1	2	0	2	1	1	1	1	1	1	0	0	0	32	155	4014	865	5034	1004	4493	2507	0	11	1
opaque-k0-w1	Eager	true	2	1	5	3	2	0	0	0	1	0	3	2	3	0	0	0	1	1	1	1	1	0	0	0	31	228	1404	906	2538	1047	3041	2713	0	4	1
opaque-k0-w1	Named	true	2	1	2	3	2	0	0	0	1	0	0	2	0	0	0	0	1	1	1	1	1	0	0	0	25	228	1200	906	2334	1047	2901	2573	0	3	1
opaque-k0-w1	Partitioned	true	2	1	2	3	2	0	0	0	1	0	3	2	3	0	3	1	1	1	1	1	1	0	0	0	42	228	4096	914	5238	1053	4697	2751	0	13	1
opaque-k0-w8	Eager	true	2	1	12	10	9	0	0	0	1	0	10	9	10	0	0	0	1	1	1	1	1	0	0	0	87	739	1915	1249	3903	1390	4749	4421	1	4	4
opaque-k0-w8	Named	true	2	1	2	10	9	0	0	0	1	0	0	9	0	0	0	0	1	1	1	1	1	0	0	0	60	739	1200	1249	3188	1390	4098	3770	1	2	4
opaque-k0-w8	Partitioned	true	2	1	2	10	9	0	0	0	1	0	10	9	10	0	10	1	1	1	1	1	1	0	0	0	112	739	4670	1257	6666	1396	6125	4459	1	14	2
opaque-k0-w64	Eager	true	2	1	68	66	65	0	0	0	1	0	66	65	66	0	0	0	1	1	1	1	1	0	0	0	553	4827	8067	3993	16887	4135	18414	18086	7	22	9
opaque-k0-w64	Named	true	2	1	2	66	65	0	0	0	1	0	0	65	0	0	0	0	1	1	1	1	1	0	0	0	358	4827	3264	3993	12084	4135	13675	13347	10	12	14
opaque-k0-w64	Partitioned	true	2	1	2	66	65	0	0	0	1	0	66	65	66	0	66	1	1	1	1	1	1	0	0	0	726	4827	23374	4001	32202	4141	30630	18124	11	84	8
opaque-k0-w256	Eager	true	2	1	260	258	257	0	0	0	1	0	258	257	258	0	0	0	1	1	1	1	1	0	0	0	2155	18843	29907	13401	62151	13544	65263	64935	42	151	49
opaque-k0-w256	Named	true	2	1	2	258	257	0	0	0	1	0	0	257	0	0	0	0	1	1	1	1	1	0	0	0	1384	18843	11088	13401	43332	13544	46508	46180	50	39	70
opaque-k0-w256	Partitioned	true	2	1	2	258	257	0	0	0	1	0	258	257	258	0	258	1	1	1	1	1	1	0	0	0	2844	18843	91630	13409	123882	13550	118399	64973	43	305	31
opaque-k1-w0	Eager	true	4	2	12	6	4	0	0	0	2	0	6	4	6	0	0	0	2	2	2	2	2	2	0	0	61	357	2112	1596	4065	1177	4058	3594	1	10	4
opaque-k1-w0	Named	true	2	1	2	8	4	0	0	0	1	0	0	4	0	0	0	0	1	2	2	1	1	2	0	0	40	357	1232	1452	3041	1177	3426	2962	1	7	4
opaque-k1-w0	Partitioned	true	4	2	4	6	4	0	0	0	2	0	8	4	5	1	5	2	2	2	2	2	2	2	0	0	71	357	4640	1468	6465	1183	5188	3520	1	18	4
opaque-k1-w1	Eager	true	4	2	14	8	6	0	0	0	2	0	8	6	8	0	0	0	2	2	2	2	2	3	0	0	74	430	2258	1694	4382	1275	4473	4009	1	10	7
opaque-k1-w1	Named	true	2	1	2	10	5	0	0	0	1	0	0	6	0	0	0	0	1	2	2	1	1	3	0	0	47	430	1232	1550	3212	1275	3695	3231	1	4	4
opaque-k1-w1	Partitioned	true	4	2	4	8	6	0	0	0	2	0	10	6	7	1	7	2	2	2	2	2	2	3	0	0	88	430	4804	1566	6800	1281	5523	3935	1	19	4
opaque-k1-w8	Eager	true	4	2	28	22	20	0	0	0	2	0	22	20	22	0	0	0	2	2	2	2	2	10	0	0	167	941	3584	2380	6905	1961	7378	6914	2	14	5
opaque-k1-w8	Named	true	2	1	2	24	12	0	0	0	1	0	0	20	0	0	0	0	1	2	2	1	1	10	0	0	98	941	1536	2236	4713	1961	5578	5114	2	7	6
opaque-k1-w8	Partitioned	true	4	2	4	22	20	0	0	0	2	0	24	20	21	1	21	2	2	2	2	2	2	10	0	0	219	941	10056	2252	13249	1967	11972	6840	1	28	5
opaque-k1-w64	Eager	true	4	2	140	134	132	0	0	0	2	0	134	132	134	0	0	0	2	2	2	2	2	66	0	0	921	5029	14656	7868	27553	7450	30619	30155	12	51	25
opaque-k1-w64	Named	true	2	1	2	136	68	0	0	0	1	0	0	132	0	0	0	0	1	2	2	1	1	66	0	0	507	5029	3400	7724	16153	7450	20643	20179	14	22	38
opaque-k1-w64	Partitioned	true	4	2	4	134	132	0	0	0	2	0	136	132	133	1	133	2	2	2	2	2	2	66	0	0	1259	5029	44120	7740	56889	7456	53549	30081	11	147	19
opaque-k1-w256	Eager	true	4	2	524	518	516	0	0	0	2	0	518	516	518	0	0	0	2	2	2	2	2	258	0	0	3515	19045	54320	26684	100049	26267	110300	109836	58	245	132
opaque-k1-w256	Named	true	2	1	2	520	260	0	0	0	1	0	0	516	0	0	0	0	1	2	2	1	1	258	0	0	1916	19045	11120	26540	56705	26267	72292	71828	31	28	74
opaque-k1-w256	Partitioned	true	4	2	4	518	516	0	0	0	2	0	520	516	517	1	517	2	2	2	2	2	2	258	0	0	4842	19045	165720	26556	211321	26273	200158	109762	42	536	60
opaque-k2-w0	Eager	true	8	4	32	16	12	0	0	0	4	0	16	12	16	0	0	0	4	4	4	4	4	14	0	0	120	559	3628	2900	7087	1633	6304	5840	1	9	5
opaque-k2-w0	Named	true	2	1	2	24	7	0	0	0	1	0	0	12	0	0	0	0	1	4	4	1	1	14	0	0	67	559	1232	2612	4403	1633	4540	4076	1	4	7
opaque-k2-w0	Partitioned	true	8	4	8	16	12	0	0	0	4	0	20	12	7	7	9	4	4	4	4	4	4	14	0	0	124	559	6254	2644	9457	1639	6866	5296	1	17	4
opaque-k2-w1	Eager	true	8	4	36	20	16	0	0	0	4	0	20	16	20	0	0	0	4	4	4	4	4	20	0	0	143	632	3920	3096	7648	1829	7061	6597	1	10	5
opaque-k2-w1	Named	true	2	1	2	28	8	0	0	0	1	0	0	16	0	0	0	0	1	4	4	1	1	20	0	0	78	632	1232	2808	4672	1829	5005	4541	1	2	7
opaque-k2-w1	Partitioned	true	8	4	8	20	16	0	0	0	4	0	24	16	11	7	13	4	4	4	4	4	4	20	0	0	155	632	6582	2840	10054	1835	7463	6053	1	20	5
opaque-k2-w8	Eager	true	8	4	64	48	44	0	0	0	4	0	48	44	48	0	0	0	4	4	4	4	4	62	0	0	306	1143	6268	4468	11879	3201	12360	11896	2	10	6
opaque-k2-w8	Named	true	2	1	2	56	15	0	0	0	1	0	0	44	0	0	0	0	1	4	4	1	1	62	0	0	157	1143	1536	4180	6859	3201	8260	7796	3	5	11
opaque-k2-w8	Partitioned	true	8	4	8	48	44	0	0	0	4	0	52	44	39	7	41	4	4	4	4	4	4	62	0	0	391	1143	15726	4212	21081	3207	18490	11352	3	42	7
opaque-k2-w64	Eager	true	8	4	288	272	268	0	0	0	4	0	272	268	272	0	0	0	4	4	4	4	4	398	0	0	1638	5231	27580	15444	48255	14178	54753	54289	12	86	45
opaque-k2-w64	Named	true	2	1	2	280	71	0	0	0	1	0	0	268	0	0	0	0	1	4	4	1	1	398	0	0	790	5231	3400	15156	23787	14178	34301	33837	14	14	54
opaque-k2-w64	Partitioned	true	8	4	8	272	268	0	0	0	4	0	276	268	263	7	265	4	4	4	4	4	4	398	0	0	2289	5231	82246	15188	102665	14184	95947	53745	12	252	33
opaque-k2-w256	Eager	true	8	4	1056	1040	1036	0	0	0	4	0	1040	1036	1040	0	0	0	4	4	4	4	4	1550	0	0	6219	19247	103204	53076	175527	51811	200098	199634	49	310	170
opaque-k2-w256	Named	true	2	1	2	1048	263	0	0	0	1	0	0	1036	0	0	0	0	1	4	4	1	1	1550	0	0	2968	19247	11224	52788	83259	51811	123582	123118	48	38	190
opaque-k2-w256	Partitioned	true	8	4	8	1040	1036	0	0	0	4	0	1044	1036	1031	7	1033	4	4	4	4	4	4	1550	0	0	8823	19247	318358	52820	390425	51817	368060	199090	42	995	93
opaque-k4-w0	Eager	true	32	16	192	96	80	0	0	0	16	0	96	80	96	0	0	0	16	16	16	16	16	328	0	0	527	963	19344	14664	34971	5925	26280	25384	1	25	24
opaque-k4-w0	Named	true	2	1	2	160	13	0	0	0	1	0	0	80	0	0	0	0	1	16	16	1	1	328	0	0	238	963	1624	13512	16099	5925	13960	13064	1	4	23
opaque-k4-w0	Partitioned	true	32	16	32	96	80	0	0	0	16	0	104	80	19	71	25	16	16	16	16	16	16	328	0	0	446	963	22914	13640	37517	5931	22322	20720	1	49	24
opaque-k4-w1	Eager	true	32	16	208	112	96	0	0	0	16	0	112	96	112	0	0	0	16	16	16	16	16	448	0	0	610	1036	20512	15448	36996	6709	29089	28193	3	29	29
opaque-k4-w1	Named	true	2	1	2	176	14	0	0	0	1	0	0	96	0	0	0	0	1	16	16	1	1	448	0	0	273	1036	1624	14296	16956	6709	15601	14705	3	7	26
opaque-k4-w1	Partitioned	true	32	16	32	112	96	0	0	0	16	0	120	96	35	71	41	16	16	16	16	16	16	448	0	0	566	1036	26154	14424	41614	6715	26419	23529	2	51	26
opaque-k4-w8	Eager	true	32	16	320	224	208	0	0	0	16	0	224	208	224	0	0	0	16	16	16	16	16	1288	0	0	1192	1547	28792	20936	51275	12197	48752	47856	3	50	44
opaque-k4-w8	Named	true	2	1	2	288	21	0	0	0	1	0	0	208	0	0	0	0	1	16	16	1	1	1288	0	0	519	1547	1728	19784	23059	12197	27088	26192	3	5	42
opaque-k4-w8	Partitioned	true	32	16	32	224	208	0	0	0	16	0	232	208	147	71	153	16	16	16	16	16	16	1288	0	0	1427	1547	56538	19912	77997	12203	62802	43192	5	209	48
opaque-k4-w64	Eager	true	32	16	1216	1120	1104	0	0	0	16	0	1120	1104	1120	0	0	0	16	16	16	16	16	8008	0	0	5992	5635	111544	64840	182019	56102	206057	205161	13	261	201
opaque-k4-w64	Named	true	2	1	2	1184	77	0	0	0	1	0	0	1104	0	0	0	0	1	16	16	1	1	8008	0	0	2496	5635	3592	63688	72915	56102	118985	118089	14	20	219
opaque-k4-w64	Partitioned	true	32	16	32	1120	1104	0	0	0	16	0	1128	1104	1043	71	1049	16	16	16	16	16	16	8008	0	0	8454	5635	313706	63816	383157	56108	351451	200497	9	682	152
opaque-k4-w256	Eager	true	32	16	4288	4192	4176	0	0	0	16	0	4192	4176	4192	0	0	0	16	16	16	16	16	31048	0	0	22488	19651	402200	215368	637219	206631	745386	744490	51	1078	1024
opaque-k4-w256	Named	true	2	1	2	4256	269	0	0	0	1	0	0	4176	0	0	0	0	1	16	16	1	1	31048	0	0	9281	19651	11312	214216	245179	206631	434058	433162	39	33	890
opaque-k4-w256	Partitioned	true	32	16	32	4192	4176	0	0	0	16	0	4200	4176	4115	71	4121	16	16	16	16	16	16	31048	0	0	32587	19651	1202746	214344	1436741	206637	1342444	739826	41	4259	655
opaque-k8-w0	Eager	true	512	256	5120	2560	2304	0	0	0	256	0	2560	2304	2560	0	0	0	256	256	256	256	256	96896	0	0	10876	1771	396112	297648	695531	134101	571072	556736	3	517	1846
opaque-k8-w0	Named	true	2	1	2	4608	25	0	0	0	1	0	0	2304	0	0	0	0	1	256	256	1	1	96896	0	0	4211	1771	1928	279216	282915	134101	284560	270224	3	4	970
opaque-k8-w0	Partitioned	true	512	256	512	2560	2304	0	0	0	256	0	2576	2304	259	2287	273	256	256	256	256	256	256	96896	0	0	7219	1771	317986	281264	601021	134107	427848	413512	3	598	1488
opaque-k8-w1	Eager	true	512	256	5376	2816	2560	0	0	0	256	0	2816	2560	2816	0	0	0	256	256	256	256	256	129536	0	0	12159	1844	414800	310192	726836	146645	614921	600585	3	406	1343
opaque-k8-w1	Named	true	2	1	2	4864	26	0	0	0	1	0	0	2560	0	0	0	0	1	256	256	1	1	129536	0	0	4726	1844	1928	291760	295532	146645	309721	295385	3	5	1593
opaque-k8-w1	Partitioned	true	512	256	512	2816	2560	0	0	0	256	0	2832	2560	515	2287	529	256	256	256	256	256	256	129536	0	0	9138	1844	386058	293808	681710	146651	471697	457361	4	627	991
opaque-k8-w8	Eager	true	512	256	7168	4608	4352	0	0	0	256	0	4608	4352	4608	0	0	0	256	256	256	256	256	358016	0	0	21141	2355	545720	398000	946075	234453	921864	907528	5	904	3595
opaque-k8-w8	Named	true	2	1	2	6656	33	0	0	0	1	0	0	4352	0	0	0	0	1	256	256	1	1	358016	0	0	8332	2355	2032	379568	383955	234453	485848	471512	5	9	2596
opaque-k8-w8	Partitioned	true	512	256	512	4608	4352	0	0	0	256	0	4624	4352	2307	2287	2321	256	256	256	256	256	256	358016	0	0	22598	2355	875170	381616	1259141	234459	987338	764304	5	2431	3695
opaque-k8-w64	Eager	true	512	256	21504	18944	18688	0	0	0	256	0	18944	18688	18944	0	0	0	256	256	256	256	256	2185856	0	0	95303	6443	1857672	1100464	2964579	936918	3377409	3363073	10	3112	20922
opaque-k8-w64	Named	true	2	1	2	20992	89	0	0	0	1	0	0	18688	0	0	0	0	1	256	256	1	1	2185856	0	0	37191	6443	4296	1082032	1092771	936918	1894865	1880529	15	17	21185
opaque-k8-w64	Partitioned	true	512	256	512	18944	18688	0	0	0	256	0	18960	18688	16643	2287	16657	256	256	256	256	256	256	2185856	0	0	132562	6443	5039162	1084080	6129685	936924	5593691	3219849	15	12755	36306
opaque-k8-w256	Eager	true	512	256	70656	68096	67840	0	0	0	256	0	68096	67840	68096	0	0	0	256	256	256	256	256	8452736	0	0	350117	20459	6450648	3508912	9980019	3345367	11796418	11782082	26	11602	88395
opaque-k8-w256	Named	true	2	1	2	70144	281	0	0	0	1	0	0	67840	0	0	0	0	1	256	256	1	1	8452736	0	0	136134	20459	11616	3490480	3522555	3345367	6725778	6711442	41	40	85500
opaque-k8-w256	Partitioned	true	512	256	512	68096	67840	0	0	0	256	0	68112	67840	65795	2287	65809	256	256	256	256	256	256	8452736	0	0	510127	20459	19412706	3492528	22925693	3345373	21388228	11638858	28	57920	364503
prefix-k0-w0	Eager	true	2	1	4	0	0	0	0	0	1	0	2	0	2	0	0	0	0	1	1	1	1	0	0	0	17	150	1038	520	1708	917	2267	2043	0	6	1
prefix-k0-w0	Named	true	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	13	150	904	520	1574	917	2267	2043	0	9	6
prefix-k0-w0	Partitioned	true	2	1	0	0	0	0	0	0	1	0	2	0	1	0	2	1	0	1	1	1	1	0	0	0	25	150	3657	528	4335	923	4343	2081	0	11	1
prefix-k0-w1	Eager	true	3	2	8	0	0	0	0	0	1	0	4	0	4	0	0	0	0	1	1	1	1	0	0	0	29	296	1184	520	2000	917	2413	2189	1	6	1
prefix-k0-w1	Named	true	3	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	19	296	904	520	1720	917	2413	2189	1	5	2
prefix-k0-w1	Partitioned	true	2	1	0	0	0	0	0	0	1	0	4	0	2	0	4	1	0	1	1	1	1	0	0	0	39	296	3756	528	4580	923	4571	2227	1	18	1
prefix-k0-w8	Eager	true	10	9	36	0	0	0	0	0	1	0	18	0	18	0	0	0	0	1	1	1	1	0	0	0	115	1318	2510	520	4348	917	4361	3211	3	11	2
prefix-k0-w8	Named	true	10	9	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	63	1318	1208	520	3046	917	3435	3211	3	7	2
prefix-k0-w8	Partitioned	true	2	1	0	0	0	0	0	0	1	0	18	0	9	0	18	1	0	1	1	1	1	0	0	0	143	1318	5889	528	7735	923	7607	3249	2	26	1
prefix-k0-w64	Eager	true	66	65	260	0	0	0	0	0	1	0	130	0	130	0	0	0	0	1	1	1	1	0	0	0	805	9494	12750	520	22764	918	22778	11388	19	50	1
prefix-k0-w64	Named	true	66	65	130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	417	9494	3272	520	13286	918	13300	11388	19	12	2
prefix-k0-w64	Partitioned	true	2	1	0	0	0	0	0	0	1	0	130	0	65	0	130	1	0	1	1	1	1	0	0	0	999	9494	29985	528	40007	924	38928	11426	17	107	1
prefix-k0-w256	Eager	true	258	257	1028	0	0	0	0	0	1	0	514	0	514	0	0	0	0	1	1	1	1	0	0	0	3172	37526	48102	520	86148	919	86163	39421	78	170	1
prefix-k0-w256	Named	true	258	257	514	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1632	37526	10592	520	48638	919	48653	39421	77	31	1
prefix-k0-w256	Partitioned	true	2	1	0	0	0	0	0	0	1	0	514	0	257	0	514	1	0	1	1	1	1	0	0	0	3942	37526	115737	528	153791	925	149449	39459	74	405	1
prefix-k1-w0	Eager	true	6	4	18	4	2	0	0	0	2	0	8	2	8	0	0	0	2	2	2	2	2	1	0	0	65	432	2230	1494	4156	1075	3779	3315	1	8	3
prefix-k1-w0	Named	true	3	2	4	6	3	0	0	0	1	0	0	2	0	0	0	0	1	2	2	1	1	1	0	0	38	432	1200	1350	2982	1075	3297	2833	1	5	4
prefix-k1-w0	Partitioned	true	6	4	8	4	2	0	0	0	2	0	9	2	6	1	6	2	2	2	2	2	2	1	0	0	74	432	4694	1366	6492	1081	5231	3241	1	12	2
prefix-k1-w1	Eager	true	8	6	26	4	2	0	0	0	2	0	12	2	12	0	0	0	2	2	2	2	2	1	0	0	83	578	2522	1494	4594	1075	3925	3461	1	5	4
prefix-k1-w1	Named	true	4	3	6	6	3	0	0	0	1	0	0	2	0	0	0	0	1	2	2	1	1	1	0	0	44	578	1200	1350	3128	1075	3443	2979	1	3	3
prefix-k1-w1	Partitioned	true	8	6	12	4	2	0	0	0	2	0	12	2	9	1	9	2	2	2	2	2	2	1	0	0	95	578	4940	1366	6884	1081	5623	3387	1	25	3
prefix-k1-w8	Eager	true	22	20	82	4	2	0	0	0	2	0	40	2	40	0	0	0	2	2	2	2	2	1	0	0	212	1600	4974	1494	8068	1075	6657	4483	3	16	3
prefix-k1-w8	Named	true	11	10	20	6	3	0	0	0	1	0	0	2	0	0	0	0	1	2	2	1	1	1	0	0	89	1600	1608	1350	4558	1075	4465	4001	2	6	5
prefix-k1-w8	Partitioned	true	22	20	40	4	2	0	0	0	2	0	33	2	30	1	30	2	2	2	2	2	2	1	0	0	260	1600	12446	1366	15412	1081	14151	4409	2	38	2
prefix-k1-w64	Eager	true	134	132	530	4	2	0	0	0	2	0	264	2	264	0	0	0	2	2	2	2	2	1	0	0	1238	9776	23390	1494	34660	1076	33250	12660	23	86	3
prefix-k1-w64	Named	true	67	66	132	6	3	0	0	0	1	0	0	2	0	0	0	0	1	2	2	1	1	1	0	0	443	9776	3672	1350	14798	1076	13844	12178	20	11	2
prefix-k1-w64	Partitioned	true	134	132	264	4	2	0	0	0	2	0	201	2	198	1	198	2	2	2	2	2	2	1	0	0	1556	9776	63998	1366	75140	1082	73880	12586	21	200	2
prefix-k1-w256	Eager	true	518	516	2066	4	2	0	0	0	2	0	1032	2	1032	0	0	0	2	2	2	2	2	1	0	0	4757	37808	86774	1494	126076	1077	124667	40693	80	330	3
prefix-k1-w256	Named	true	259	258	516	6	3	0	0	0	1	0	0	2	0	0	0	0	1	2	2	1	1	1	0	0	1658	37808	10992	1350	50150	1077	49197	40211	82	35	3
prefix-k1-w256	Partitioned	true	518	516	1032	4	2	0	0	0	2	0	777	2	774	1	774	2	2	2	2	2	2	1	0	0	6000	37808	240318	1366	279492	1083	278233	40619	52	475	2
prefix-k2-w0	Eager	true	16	12	56	16	8	0	0	0	4	0	24	8	24	0	0	0	8	4	4	4	4	8	0	0	148	714	4888	3072	8674	1549	6151	5687	1	12	5
prefix-k2-w0	Named	true	4	3	6	24	6	0	0	0	1	0	0	8	0	0	0	0	2	4	4	1	1	8	0	0	73	714	1400	2784	4898	1549	4575	4111	1	5	6
prefix-k2-w0	Partitioned	true	16	12	24	16	8	0	0	0	4	0	22	8	9	7	11	4	8	4	4	4	4	8	0	0	142	714	7092	2816	10622	1555	7103	5143	0	15	3
prefix-k2-w1	Eager	true	20	16	72	16	8	0	0	0	4	0	32	8	32	0	0	0	8	4	4	4	4	8	0	0	180	860	5776	3072	9708	1549	6297	5833	1	12	4
prefix-k2-w1	Named	true	5	4	8	24	6	0	0	0	1	0	0	8	0	0	0	0	2	4	4	1	1	8	0	0	81	860	1704	2784	5348	1549	4721	4257	1	3	112
prefix-k2-w1	Partitioned	true	20	16	32	16	8	0	0	0	4	0	27	8	14	7	16	4	8	4	4	4	4	8	0	0	182	860	10406	2816	14082	1555	10563	5289	1	29	5
prefix-k2-w8	Eager	true	48	44	184	16	8	0	0	0	4	0	88	8	88	0	0	0	8	4	4	4	4	8	0	0	392	1882	10072	3072	15026	1549	11183	6855	4	34	14
